Target	BaitCovg	in100nt	in300nt	in500nt
WeinellEntry1726	0.9882	1	1	1
WeinellEntry1727	1	1	1	1
WeinellEntry1728	1	1	1	1
WeinellEntry1729	1	1	1	1
WeinellEntry1730	0.7723	0.9548	1	1
WeinellEntry1731	1	1	1	1
WeinellEntry1732	1	1	1	1
WeinellEntry1733	1	1	1	1
WeinellEntry1734	1	1	1	1
WeinellEntry1735	0.8612	1	1	1
WeinellEntry1736	1	1	1	1
WeinellEntry1737	0.751	1	1	1
WeinellEntry1738	1	1	1	1
WeinellEntry1739	1	1	1	1
WeinellEntry1740	1	1	1	1
WeinellEntry1741	1	1	1	1
WeinellEntry1743	0.7763	1	1	1
WeinellEntry1744	1	1	1	1
WeinellEntry1745	0.751	1	1	1
WeinellEntry1746	0.6755	0.9972	1	1
WeinellEntry1747	1	1	1	1
WeinellEntry1748	1	1	1	1
WeinellEntry1749	1	1	1	1
WeinellEntry1750	1	1	1	1
WeinellEntry1751	1	1	1	1
WeinellEntry1752	1	1	1	1
WeinellEntry1753	1	1	1	1
WeinellEntry1754	1	1	1	1
WeinellEntry1755	0.4931	0.7701	1	1
WeinellEntry1756	1	1	1	1
WeinellEntry1757	0.7469	1	1	1
WeinellEntry1758	0.6195	0.8274	1	1
WeinellEntry1759	1	1	1	1
WeinellEntry1760	1	1	1	1
WeinellEntry1761	0.6648	1	1	1
WeinellEntry1762	1	1	1	1
WeinellEntry1763	0.9126	0.982	1	1
WeinellEntry1765	0.6057	0.772	1	1
WeinellEntry1766	0.9648	1	1	1
WeinellEntry1767	1	1	1	1
WeinellEntry1768	0.751	1	1	1
WeinellEntry1769	1	1	1	1
WeinellEntry1770	1	1	1	1
WeinellEntry1773	1	1	1	1
WeinellEntry1774	1	1	1	1
WeinellEntry1775	1	1	1	1
WeinellEntry1776	1	1	1	1
WeinellEntry1777	1	1	1	1
WeinellEntry1778	1	1	1	1
WeinellEntry1779	1	1	1	1
WeinellEntry1780	0.751	1	1	1
WeinellEntry1781	1	1	1	1
WeinellEntry1782	1	1	1	1
WeinellEntry1783	1	1	1	1
WeinellEntry1784	0.7128	0.999	1	1
WeinellEntry1785	1	1	1	1
WeinellEntry1786	1	1	1	1
WeinellEntry1787	1	1	1	1
WeinellEntry1788	1	1	1	1
WeinellEntry1789	0.8952	1	1	1
WeinellEntry1790	1	1	1	1
WeinellEntry1791	1	1	1	1
WeinellEntry1792	0.9857	1	1	1
WeinellEntry1793	1	1	1	1
WeinellEntry1794	0.7659	1	1	1
WeinellEntry1795	1	1	1	1
WeinellEntry1796	0.4527	0.8065	1	1
WeinellEntry1797	1	1	1	1
WeinellEntry1798	1	1	1	1
WeinellEntry1799	0.8425	1	1	1
WeinellEntry1802	1	1	1	1
WeinellEntry1803	1	1	1	1
WeinellEntry1804	0.9275	1	1	1
WeinellEntry1805	1	1	1	1
WeinellEntry1806	0.662	0.9391	1	1
WeinellEntry1807	0.7469	1	1	1
WeinellEntry1808	0.8918	1	1	1
WeinellEntry1809	0.9455	1	1	1
WeinellEntry1810	0.9251	1	1	1
WeinellEntry1811	1	1	1	1
WeinellEntry1812	1	1	1	1
WeinellEntry1813	1	1	1	1
WeinellEntry1814	0.797	0.9634	1	1
WeinellEntry1826	0.3324	0.6094	1	1
WeinellEntry1830	0.8338	1	1	1
WeinellEntry1831	0.3324	0.6094	1	1
WeinellEntry1832	0.9945	1	1	1
WeinellEntry1834	0.2495	0.5489	0.9647	1
WeinellEntry1835	0.7568	0.9647	1	1
WeinellEntry1842	0.3324	0.8864	1	1
WeinellEntry1844	1	1	1	1
WeinellEntry1849	0.8255	1	1	1
WeinellEntry1852	1	1	1	1
WeinellEntry1853	1	1	1	1
WeinellEntry1855	0.8255	1	1	1
WeinellEntry1857	0.4931	0.7701	1	1
WeinellEntry1859	1	1	1	1
WeinellEntry1860	1	1	1	1
WeinellEntry1868	1	1	1	1
WeinellEntry1870	1	1	1	1
WeinellEntry1871	1	1	1	1
WeinellEntry1886	1	1	1	1
WeinellEntry1887	1	1	1	1
WeinellEntry1888	1	1	1	1
WeinellEntry1889	1	1	1	1
WeinellEntry1890	1	1	1	1
WeinellEntry1891	1	1	1	1
WeinellEntry1892	1	1	1	1
WeinellEntry1896	1	1	1	1
WeinellEntry1898	1	1	1	1
WeinellEntry1899	1	1	1	1
WeinellEntry1900	1	1	1	1
WeinellEntry1901	1	1	1	1
WeinellEntry1902	1	1	1	1
WeinellEntry1903	1	1	1	1
WeinellEntry1904	0.662	0.9391	1	1
WeinellEntry1905	1	1	1	1
WeinellEntry1906	0.662	0.9391	1	1
WeinellEntry1907	1	1	1	1
WeinellEntry1908	1	1	1	1
WeinellEntry1909	1	1	1	1
WeinellEntry1910	1	1	1	1
WeinellEntry1911	1	1	1	1
WeinellEntry1912	1	1	1	1
WeinellEntry1913	0.9101	1	1	1
WeinellEntry1914	1	1	1	1
WeinellEntry1915	1	1	1	1
WeinellEntry1916	0.7469	1	1	1
WeinellEntry1917	1	1	1	1
WeinellEntry1918	0.5671	0.9011	1	1
WeinellEntry1919	1	1	1	1
WeinellEntry1920	1	1	1	1
WeinellEntry1921	1	1	1	1
WeinellEntry1923	0.828	1	1	1
WeinellEntry1924	0.77	1	1	1
WeinellEntry1925	1	1	1	1
WeinellEntry1926	1	1	1	1
WeinellEntry1927	0.7232	0.9417	1	1
WeinellEntry1928	1	1	1	1
WeinellEntry1930	1	1	1	1
WeinellEntry1931	1	1	1	1
WeinellEntry1932	1	1	1	1
WeinellEntry1933	0.1693	0.2387	0.3775	0.5163
WeinellEntry1934	1	1	1	1
WeinellEntry1935	0.8725	1	1	1
WeinellEntry1936	0.831	1	1	1
WeinellEntry1937	0.751	1	1	1
WeinellEntry1938	1	1	1	1
WeinellEntry1939	0.8647	0.9688	1	1
WeinellEntry1940	1	1	1	1
WeinellEntry1942	1	1	1	1
WeinellEntry1943	1	1	1	1
WeinellEntry1945	1	1	1	1
WeinellEntry1947	1	1	1	1
WeinellEntry1949	1	1	1	1
WeinellEntry1950	0.751	1	1	1
WeinellEntry1951	0.7469	1	1	1
WeinellEntry1952	1	1	1	1
WeinellEntry1953	1	1	1	1
WeinellEntry1954	0.1925	0.4006	0.64	0.8481
WeinellEntry1956	0.751	1	1	1
WeinellEntry1957	0.9154	1	1	1
WeinellEntry1958	1	1	1	1
WeinellEntry1961	0.831	1	1	1
WeinellEntry1962	0.4072	0.6037	0.7702	0.9367
WeinellEntry1963	1	1	1	1
WeinellEntry1965	1	1	1	1
WeinellEntry1967	0.6922	1	1	1
WeinellEntry1968	1	1	1	1
WeinellEntry1969	0.797	0.9634	1	1
WeinellEntry1970	1	1	1	1
WeinellEntry1971	1	1	1	1
WeinellEntry1972	1	1	1	1
WeinellEntry1973	1	1	1	1
WeinellEntry1974	1	1	1	1
WeinellEntry1975	1	1	1	1
WeinellEntry1976	1	1	1	1
WeinellEntry1977	1	1	1	1
WeinellEntry1978	0.7469	1	1	1
WeinellEntry1980	1	1	1	1
WeinellEntry1981	1	1	1	1
WeinellEntry1982	1	1	1	1
WeinellEntry1983	0.9126	1	1	1
WeinellEntry1984	0.9815	1	1	1
WeinellEntry1985	1	1	1	1
WeinellEntry1986	0.9365	1	1	1
WeinellEntry1987	0.8289	0.9538	1	1
WeinellEntry1988	0.8089	1	1	1
WeinellEntry1989	0.6704	0.9474	1	1
WeinellEntry1990	0.77	1	1	1
WeinellEntry1992	1	1	1	1
WeinellEntry1993	1	1	1	1
WeinellEntry1994	1	1	1	1
WeinellEntry1995	0.9857	1	1	1
WeinellEntry1996	1	1	1	1
WeinellEntry1997	0.9215	1	1	1
WeinellEntry1998	1	1	1	1
WeinellEntry1999	1	1	1	1
WeinellEntry2000	1	1	1	1
WeinellEntry2001	1	1	1	1
WeinellEntry2003	0.9933	1	1	1
WeinellEntry2004	1	1	1	1
WeinellEntry2005	0.4423	0.7325	0.9703	1
WeinellEntry2006	1	1	1	1
WeinellEntry2007	1	1	1	1
WeinellEntry2008	1	1	1	1
WeinellEntry2009	1	1	1	1
WeinellEntry2010	1	1	1	1
WeinellEntry2011	0.9126	1	1	1
WeinellEntry2012	1	1	1	1
WeinellEntry2013	0.5065	0.9298	1	1
WeinellEntry2014	0.9711	1	1	1
WeinellEntry2015	0.7469	1	1	1
WeinellEntry2017	0.3659	0.5738	0.9896	1
WeinellEntry2018	1	1	1	1
WeinellEntry2019	1	1	1	1
WeinellEntry2020	0.751	1	1	1
WeinellEntry2021	1	1	1	1
WeinellEntry2022	1	1	1	1
WeinellEntry2023	1	1	1	1
WeinellEntry2024	1	1	1	1
WeinellEntry2025	1	1	1	1
WeinellEntry2026	1	1	1	1
WeinellEntry2028	0.8952	1	1	1
WeinellEntry2153	1	1	1	1
WeinellEntry2154	1	1	1	1
WeinellEntry2155	1	1	1	1
WeinellEntry2156	1	1	1	1
WeinellEntry2157	1	1	1	1
WeinellEntry2158	1	1	1	1
WeinellEntry2159	1	1	1	1
WeinellEntry2160	1	1	1	1
WeinellEntry2161	1	1	1	1
WeinellEntry2162	1	1	1	1
WeinellEntry2164	1	1	1	1
WeinellEntry2165	1	1	1	1
WeinellEntry2166	1	1	1	1
WeinellEntry2167	1	1	1	1
WeinellEntry2168	1	1	1	1
WeinellEntry2169	1	1	1	1
WeinellEntry2170	1	1	1	1
WeinellEntry2171	1	1	1	1
WeinellEntry2173	1	1	1	1
WeinellEntry2174	1	1	1	1
WeinellEntry2175	1	1	1	1
WeinellEntry2176	1	1	1	1
WeinellEntry2177	1	1	1	1
WeinellEntry2178	1	1	1	1
WeinellEntry2179	1	1	1	1
WeinellEntry2180	1	1	1	1
WeinellEntry2181	1	1	1	1
WeinellEntry2182	1	1	1	1
WeinellEntry2184	1	1	1	1
WeinellEntry2185	1	1	1	1
WeinellEntry2186	1	1	1	1
WeinellEntry2187	1	1	1	1
WeinellEntry2188	1	1	1	1
WeinellEntry2190	1	1	1	1
WeinellEntry2191	1	1	1	1
WeinellEntry2194	0.7453	1	1	1
WeinellEntry2195	1	1	1	1
WeinellEntry2196	0.7453	1	1	1
WeinellEntry2197	1	1	1	1
WeinellEntry2198	1	1	1	1
WeinellEntry2199	0.7453	1	1	1
WeinellEntry2201	1	1	1	1
WeinellEntry2202	1	1	1	1
WeinellEntry2203	1	1	1	1
WeinellEntry2204	1	1	1	1
WeinellEntry2205	1	1	1	1
WeinellEntry2206	1	1	1	1
WeinellEntry2207	1	1	1	1
WeinellEntry2208	1	1	1	1
WeinellEntry2209	1	1	1	1
WeinellEntry2210	1	1	1	1
WeinellEntry2211	1	1	1	1
WeinellEntry2212	1	1	1	1
WeinellEntry2213	1	1	1	1
WeinellEntry2214	1	1	1	1
WeinellEntry2215	1	1	1	1
WeinellEntry2217	1	1	1	1
WeinellEntry2218	0.7453	1	1	1
WeinellEntry2219	1	1	1	1
WeinellEntry2220	1	1	1	1
WeinellEntry2221	1	1	1	1
WeinellEntry2222	1	1	1	1
WeinellEntry2223	1	1	1	1
WeinellEntry2224	1	1	1	1
WeinellEntry2225	1	1	1	1
WeinellEntry2226	1	1	1	1
WeinellEntry2227	1	1	1	1
WeinellEntry2228	1	1	1	1
WeinellEntry2229	1	1	1	1
WeinellEntry2231	1	1	1	1
WeinellEntry2232	0.7453	1	1	1
WeinellEntry2233	1	1	1	1
WeinellEntry2234	1	1	1	1
WeinellEntry2235	1	1	1	1
WeinellEntry2236	0.7453	1	1	1
WeinellEntry2237	1	1	1	1
WeinellEntry2238	1	1	1	1
WeinellEntry2239	1	1	1	1
WeinellEntry2240	1	1	1	1
WeinellEntry2241	1	1	1	1
WeinellEntry2242	1	1	1	1
WeinellEntry2244	1	1	1	1
WeinellEntry2245	1	1	1	1
WeinellEntry2246	1	1	1	1
WeinellEntry2247	1	1	1	1
WeinellEntry2248	1	1	1	1
WeinellEntry2249	1	1	1	1
WeinellEntry2250	1	1	1	1
WeinellEntry2251	1	1	1	1
WeinellEntry2252	1	1	1	1
WeinellEntry2253	1	1	1	1
WeinellEntry2254	1	1	1	1
WeinellEntry2255	0.7453	1	1	1
WeinellEntry2256	1	1	1	1
WeinellEntry2257	1	1	1	1
WeinellEntry2258	1	1	1	1
WeinellEntry2259	1	1	1	1
WeinellEntry2260	1	1	1	1
WeinellEntry2261	1	1	1	1
WeinellEntry2262	1	1	1	1
WeinellEntry2263	1	1	1	1
WeinellEntry2264	1	1	1	1
WeinellEntry2265	1	1	1	1
WeinellEntry2266	1	1	1	1
WeinellEntry2267	0.7453	1	1	1
WeinellEntry2268	1	1	1	1
WeinellEntry2269	1	1	1	1
WeinellEntry2270	1	1	1	1
WeinellEntry2271	1	1	1	1
WeinellEntry2273	1	1	1	1
WeinellEntry2274	1	1	1	1
WeinellEntry2275	1	1	1	1
WeinellEntry2277	1	1	1	1
WeinellEntry2278	1	1	1	1
WeinellEntry2279	0.7453	1	1	1
WeinellEntry2280	1	1	1	1
WeinellEntry2281	1	1	1	1
WeinellEntry2282	1	1	1	1
WeinellEntry2283	1	1	1	1
WeinellEntry2284	1	1	1	1
WeinellEntry2285	1	1	1	1
WeinellEntry2286	0.7453	1	1	1
WeinellEntry2287	1	1	1	1
WeinellEntry2288	1	1	1	1
WeinellEntry2289	1	1	1	1
WeinellEntry2290	1	1	1	1
WeinellEntry2291	0.7453	1	1	1
WeinellEntry2292	1	1	1	1
WeinellEntry2293	1	1	1	1
WeinellEntry2294	1	1	1	1
WeinellEntry2295	0.7453	1	1	1
WeinellEntry2297	1	1	1	1
WeinellEntry2298	1	1	1	1
WeinellEntry2299	1	1	1	1
WeinellEntry2300	1	1	1	1
WeinellEntry2301	1	1	1	1
WeinellEntry2302	1	1	1	1
WeinellEntry2303	1	1	1	1
WeinellEntry2304	1	1	1	1
WeinellEntry2305	1	1	1	1
WeinellEntry2306	1	1	1	1
WeinellEntry2307	1	1	1	1
WeinellEntry2308	1	1	1	1
WeinellEntry2309	1	1	1	1
WeinellEntry2310	1	1	1	1
WeinellEntry2311	1	1	1	1
WeinellEntry2312	1	1	1	1
WeinellEntry2313	1	1	1	1
WeinellEntry2314	1	1	1	1
WeinellEntry2315	1	1	1	1
WeinellEntry2316	1	1	1	1
WeinellEntry2317	1	1	1	1
WeinellEntry2318	1	1	1	1
WeinellEntry2319	1	1	1	1
WeinellEntry2320	1	1	1	1
WeinellEntry2321	1	1	1	1
WeinellEntry2323	1	1	1	1
WeinellEntry2324	0.7453	1	1	1
WeinellEntry2325	1	1	1	1
WeinellEntry2326	1	1	1	1
WeinellEntry2327	1	1	1	1
WeinellEntry2328	1	1	1	1
WeinellEntry2329	1	1	1	1
WeinellEntry2330	1	1	1	1
WeinellEntry2331	1	1	1	1
WeinellEntry2333	1	1	1	1
WeinellEntry2334	1	1	1	1
WeinellEntry2335	1	1	1	1
WeinellEntry2336	1	1	1	1
WeinellEntry2338	1	1	1	1
WeinellEntry2339	1	1	1	1
WeinellEntry2340	1	1	1	1
WeinellEntry2341	0.7453	1	1	1
WeinellEntry2342	1	1	1	1
WeinellEntry2343	1	1	1	1
WeinellEntry2344	1	1	1	1
WeinellEntry2345	1	1	1	1
WeinellEntry2347	0.7453	1	1	1
WeinellEntry2348	0.7453	1	1	1
WeinellEntry2349	1	1	1	1
WeinellEntry2350	1	1	1	1
WeinellEntry2351	1	1	1	1
WeinellEntry2352	1	1	1	1
WeinellEntry2353	1	1	1	1
WeinellEntry2354	1	1	1	1
WeinellEntry2355	1	1	1	1
WeinellEntry2356	1	1	1	1
WeinellEntry2357	1	1	1	1
WeinellEntry2358	1	1	1	1
WeinellEntry2359	1	1	1	1
WeinellEntry2360	1	1	1	1
WeinellEntry2362	1	1	1	1
WeinellEntry2363	1	1	1	1
WeinellEntry2364	1	1	1	1
WeinellEntry2365	1	1	1	1
WeinellEntry2366	1	1	1	1
WeinellEntry2367	1	1	1	1
WeinellEntry2368	1	1	1	1
WeinellEntry2369	1	1	1	1
WeinellEntry2370	1	1	1	1
WeinellEntry2371	1	1	1	1
WeinellEntry2372	1	1	1	1
WeinellEntry2373	0.7453	1	1	1
WeinellEntry2375	1	1	1	1
WeinellEntry2376	1	1	1	1
WeinellEntry2377	1	1	1	1
WeinellEntry2378	1	1	1	1
WeinellEntry2379	1	1	1	1
WeinellEntry2380	1	1	1	1
WeinellEntry2381	1	1	1	1
WeinellEntry2382	1	1	1	1
WeinellEntry2383	1	1	1	1
WeinellEntry2384	1	1	1	1
WeinellEntry2385	1	1	1	1
WeinellEntry2386	1	1	1	1
WeinellEntry2387	1	1	1	1
WeinellEntry2388	1	1	1	1
WeinellEntry2389	1	1	1	1
WeinellEntry2390	1	1	1	1
WeinellEntry2391	1	1	1	1
WeinellEntry2392	0.7453	1	1	1
WeinellEntry2393	1	1	1	1
WeinellEntry2394	1	1	1	1
WeinellEntry2395	1	1	1	1
WeinellEntry2396	1	1	1	1
WeinellEntry2397	1	1	1	1
WeinellEntry2398	1	1	1	1
WeinellEntry2399	1	1	1	1
WeinellEntry2400	1	1	1	1
WeinellEntry2401	1	1	1	1
WeinellEntry2402	0.7453	1	1	1
WeinellEntry2403	1	1	1	1
WeinellEntry2404	1	1	1	1
WeinellEntry2405	1	1	1	1
WeinellEntry2406	1	1	1	1
WeinellEntry2407	1	1	1	1
WeinellEntry2409	0.7453	1	1	1
WeinellEntry2410	1	1	1	1
WeinellEntry2411	1	1	1	1
WeinellEntry2412	1	1	1	1
WeinellEntry2414	1	1	1	1
WeinellEntry2415	1	1	1	1
WeinellEntry2416	0.7453	1	1	1
WeinellEntry2417	1	1	1	1
WeinellEntry2418	1	1	1	1
WeinellEntry2420	1	1	1	1
WeinellEntry2421	1	1	1	1
WeinellEntry2422	1	1	1	1
WeinellEntry2423	1	1	1	1
WeinellEntry2424	1	1	1	1
WeinellEntry2425	1	1	1	1
WeinellEntry2426	1	1	1	1
WeinellEntry2427	1	1	1	1
WeinellEntry2428	1	1	1	1
WeinellEntry2429	1	1	1	1
WeinellEntry2430	1	1	1	1
WeinellEntry2431	1	1	1	1
WeinellEntry2432	1	1	1	1
WeinellEntry2433	1	1	1	1
WeinellEntry2434	1	1	1	1
WeinellEntry2435	1	1	1	1
WeinellEntry2436	1	1	1	1
WeinellEntry2437	1	1	1	1
WeinellEntry2438	1	1	1	1
WeinellEntry2439	1	1	1	1
WeinellEntry2440	1	1	1	1
WeinellEntry2441	1	1	1	1
WeinellEntry2442	1	1	1	1
WeinellEntry2443	1	1	1	1
WeinellEntry2444	1	1	1	1
WeinellEntry2445	1	1	1	1
WeinellEntry2446	0.7453	1	1	1
WeinellEntry2447	1	1	1	1
WeinellEntry2448	0.7453	1	1	1
WeinellEntry2449	1	1	1	1
WeinellEntry2450	1	1	1	1
WeinellEntry2451	1	1	1	1
WeinellEntry2452	1	1	1	1
WeinellEntry2453	1	1	1	1
WeinellEntry2454	0.7453	1	1	1
WeinellEntry2455	1	1	1	1
WeinellEntry2456	1	1	1	1
WeinellEntry2457	0.7453	1	1	1
WeinellEntry2458	1	1	1	1
WeinellEntry2459	1	1	1	1
WeinellEntry2460	1	1	1	1
WeinellEntry2461	1	1	1	1
WeinellEntry2462	1	1	1	1
WeinellEntry2463	1	1	1	1
WeinellEntry2464	1	1	1	1
WeinellEntry2466	1	1	1	1
WeinellEntry2467	1	1	1	1
WeinellEntry2468	1	1	1	1
WeinellEntry2469	1	1	1	1
WeinellEntry2470	1	1	1	1
WeinellEntry2471	1	1	1	1
WeinellEntry2472	1	1	1	1
WeinellEntry2473	1	1	1	1
WeinellEntry2474	1	1	1	1
WeinellEntry2476	1	1	1	1
WeinellEntry2477	1	1	1	1
WeinellEntry2478	1	1	1	1
WeinellEntry2479	1	1	1	1
WeinellEntry2480	1	1	1	1
WeinellEntry2481	1	1	1	1
WeinellEntry2482	1	1	1	1
WeinellEntry2483	1	1	1	1
WeinellEntry2484	1	1	1	1
WeinellEntry2486	1	1	1	1
WeinellEntry2487	1	1	1	1
WeinellEntry2488	1	1	1	1
WeinellEntry2489	1	1	1	1
WeinellEntry2490	1	1	1	1
WeinellEntry2493	1	1	1	1
WeinellEntry2494	1	1	1	1
WeinellEntry2498	1	1	1	1
WeinellEntry2500	1	1	1	1
WeinellEntry2501	1	1	1	1
WeinellEntry2502	1	1	1	1
WeinellEntry2503	1	1	1	1
WeinellEntry2504	1	1	1	1
WeinellEntry2505	1	1	1	1
WeinellEntry2506	1	1	1	1
WeinellEntry2507	1	1	1	1
WeinellEntry2508	1	1	1	1
WeinellEntry2509	1	1	1	1
WeinellEntry2510	1	1	1	1
WeinellEntry2511	1	1	1	1
WeinellEntry2512	1	1	1	1
WeinellEntry2513	1	1	1	1
WeinellEntry2514	1	1	1	1
WeinellEntry2515	1	1	1	1
WeinellEntry2516	1	1	1	1
WeinellEntry2519	1	1	1	1
WeinellEntry2520	1	1	1	1
WeinellEntry2521	1	1	1	1
WeinellEntry2522	1	1	1	1
WeinellEntry2523	1	1	1	1
WeinellEntry2524	1	1	1	1
WeinellEntry2525	1	1	1	1
WeinellEntry2526	1	1	1	1
WeinellEntry2527	1	1	1	1
WeinellEntry2528	1	1	1	1
WeinellEntry2529	1	1	1	1
WeinellEntry2530	1	1	1	1
WeinellEntry2531	1	1	1	1
WeinellEntry2533	1	1	1	1
WeinellEntry2534	1	1	1	1
WeinellEntry2535	1	1	1	1
WeinellEntry2536	1	1	1	1
WeinellEntry2537	1	1	1	1
WeinellEntry2539	1	1	1	1
WeinellEntry2540	1	1	1	1
WeinellEntry2541	1	1	1	1
WeinellEntry2542	1	1	1	1
WeinellEntry2543	1	1	1	1
WeinellEntry2544	1	1	1	1
WeinellEntry2545	1	1	1	1
WeinellEntry2547	1	1	1	1
WeinellEntry2548	1	1	1	1
WeinellEntry2549	1	1	1	1
WeinellEntry2550	1	1	1	1
WeinellEntry2551	0.7453	1	1	1
WeinellEntry2552	0.7453	1	1	1
WeinellEntry2554	1	1	1	1
WeinellEntry2555	1	1	1	1
WeinellEntry2556	1	1	1	1
WeinellEntry2557	1	1	1	1
WeinellEntry2558	1	1	1	1
WeinellEntry2559	1	1	1	1
WeinellEntry2560	1	1	1	1
WeinellEntry2561	1	1	1	1
WeinellEntry2564	1	1	1	1
WeinellEntry2565	1	1	1	1
WeinellEntry2566	1	1	1	1
WeinellEntry2567	1	1	1	1
WeinellEntry2568	1	1	1	1
WeinellEntry2569	1	1	1	1
WeinellEntry2570	1	1	1	1
WeinellEntry2571	1	1	1	1
WeinellEntry2572	1	1	1	1
WeinellEntry2573	1	1	1	1
WeinellEntry2574	1	1	1	1
WeinellEntry2575	1	1	1	1
WeinellEntry2577	1	1	1	1
WeinellEntry2578	1	1	1	1
WeinellEntry2579	1	1	1	1
WeinellEntry2580	1	1	1	1
WeinellEntry2581	1	1	1	1
WeinellEntry2582	1	1	1	1
WeinellEntry2583	0.7453	1	1	1
WeinellEntry2584	1	1	1	1
WeinellEntry2585	1	1	1	1
WeinellEntry2586	1	1	1	1
WeinellEntry2587	1	1	1	1
WeinellEntry2588	1	1	1	1
WeinellEntry2589	1	1	1	1
WeinellEntry2590	1	1	1	1
WeinellEntry2591	1	1	1	1
WeinellEntry2592	1	1	1	1
WeinellEntry2593	1	1	1	1
WeinellEntry2594	1	1	1	1
WeinellEntry2595	1	1	1	1
WeinellEntry2596	1	1	1	1
WeinellEntry2597	1	1	1	1
WeinellEntry2598	1	1	1	1
WeinellEntry2599	1	1	1	1
WeinellEntry2600	1	1	1	1
WeinellEntry2601	1	1	1	1
WeinellEntry2602	1	1	1	1
WeinellEntry2603	1	1	1	1
WeinellEntry2604	1	1	1	1
WeinellEntry2605	0.7453	1	1	1
WeinellEntry2606	1	1	1	1
WeinellEntry2607	1	1	1	1
WeinellEntry2608	1	1	1	1
WeinellEntry2609	1	1	1	1
WeinellEntry2610	1	1	1	1
WeinellEntry2612	1	1	1	1
WeinellEntry2613	1	1	1	1
WeinellEntry2614	1	1	1	1
WeinellEntry2615	1	1	1	1
WeinellEntry2616	1	1	1	1
WeinellEntry2617	1	1	1	1
WeinellEntry2618	1	1	1	1
WeinellEntry2619	1	1	1	1
WeinellEntry2620	1	1	1	1
WeinellEntry2621	1	1	1	1
WeinellEntry2622	0.7453	1	1	1
WeinellEntry2623	0.7453	1	1	1
WeinellEntry2624	1	1	1	1
WeinellEntry2625	1	1	1	1
WeinellEntry2626	1	1	1	1
WeinellEntry2627	1	1	1	1
WeinellEntry2628	1	1	1	1
WeinellEntry2629	0.7453	1	1	1
WeinellEntry2630	1	1	1	1
WeinellEntry2631	1	1	1	1
WeinellEntry2632	1	1	1	1
WeinellEntry2633	1	1	1	1
WeinellEntry2634	1	1	1	1
WeinellEntry2635	1	1	1	1
WeinellEntry2636	1	1	1	1
WeinellEntry2637	1	1	1	1
WeinellEntry2639	1	1	1	1
WeinellEntry2640	1	1	1	1
WeinellEntry2641	1	1	1	1
WeinellEntry2642	1	1	1	1
WeinellEntry2643	1	1	1	1
WeinellEntry2644	1	1	1	1
WeinellEntry2645	1	1	1	1
WeinellEntry2646	1	1	1	1
WeinellEntry2647	1	1	1	1
WeinellEntry2648	1	1	1	1
WeinellEntry2649	1	1	1	1
WeinellEntry2650	1	1	1	1
WeinellEntry2651	1	1	1	1
WeinellEntry2653	1	1	1	1
WeinellEntry2654	1	1	1	1
WeinellEntry2655	1	1	1	1
WeinellEntry2657	1	1	1	1
WeinellEntry2658	1	1	1	1
WeinellEntry2660	1	1	1	1
WeinellEntry2661	1	1	1	1
WeinellEntry2662	1	1	1	1
WeinellEntry2663	1	1	1	1
WeinellEntry2664	1	1	1	1
WeinellEntry2665	1	1	1	1
WeinellEntry2666	1	1	1	1
WeinellEntry2667	1	1	1	1
WeinellEntry2669	1	1	1	1
WeinellEntry2670	1	1	1	1
WeinellEntry2671	0.7453	1	1	1
WeinellEntry2672	1	1	1	1
WeinellEntry2673	1	1	1	1
WeinellEntry2674	1	1	1	1
WeinellEntry2675	1	1	1	1
WeinellEntry2676	1	1	1	1
WeinellEntry2677	1	1	1	1
WeinellEntry2678	1	1	1	1
WeinellEntry2679	1	1	1	1
WeinellEntry2680	1	1	1	1
WeinellEntry2681	1	1	1	1
WeinellEntry2682	1	1	1	1
WeinellEntry2683	1	1	1	1
WeinellEntry2684	1	1	1	1
WeinellEntry2685	1	1	1	1
WeinellEntry2686	1	1	1	1
WeinellEntry2687	1	1	1	1
WeinellEntry2688	1	1	1	1
WeinellEntry2690	0.7453	1	1	1
WeinellEntry2691	1	1	1	1
WeinellEntry2692	1	1	1	1
WeinellEntry2694	1	1	1	1
WeinellEntry2695	1	1	1	1
WeinellEntry2696	1	1	1	1
WeinellEntry2697	1	1	1	1
WeinellEntry2698	1	1	1	1
WeinellEntry2699	1	1	1	1
WeinellEntry2700	1	1	1	1
WeinellEntry2701	0.7453	1	1	1
WeinellEntry2702	1	1	1	1
WeinellEntry2703	1	1	1	1
WeinellEntry2704	1	1	1	1
WeinellEntry2705	1	1	1	1
WeinellEntry2706	1	1	1	1
WeinellEntry2708	1	1	1	1
WeinellEntry2709	1	1	1	1
WeinellEntry2710	1	1	1	1
WeinellEntry2711	1	1	1	1
WeinellEntry2712	1	1	1	1
WeinellEntry2714	1	1	1	1
WeinellEntry2715	1	1	1	1
WeinellEntry2718	1	1	1	1
WeinellEntry2720	1	1	1	1
WeinellEntry2721	1	1	1	1
WeinellEntry2722	1	1	1	1
WeinellEntry2723	1	1	1	1
WeinellEntry2724	1	1	1	1
WeinellEntry2725	1	1	1	1
WeinellEntry2726	1	1	1	1
WeinellEntry2727	1	1	1	1
WeinellEntry2728	1	1	1	1
WeinellEntry2730	1	1	1	1
WeinellEntry2731	1	1	1	1
WeinellEntry2732	1	1	1	1
WeinellEntry2733	1	1	1	1
