locus.name	type	includes.genes	locus.altname1	locus.altname2	locus.altname3	Weinell2024.alignments
locus1480	REE	LOC106555913	WeinellEntry1755	REE_1469	sample66_0000002581	TRUE
locus1481	REE	LOC106544312	WeinellEntry1756	REE_1470	sample66_0000002582	TRUE
locus1482	REE	KLHL36	WeinellEntry1757	REE_1471	sample66_0000002583	TRUE
locus1483	REE	SLC23A3	WeinellEntry1758	REE_1472	sample66_0000002584	TRUE
locus1484	REE	LOC106552142	WeinellEntry1759	REE_1473	sample66_0000002585	TRUE
locus1485	REE	FUK	WeinellEntry1760	REE_1474	sample66_0000002586	TRUE
locus1486	REE	LOC106541037	WeinellEntry1761	REE_1475	sample66_0000002589	TRUE
locus1487	REE	LOC106552540	WeinellEntry1762	REE_1476	sample66_0000002594	TRUE
locus1488	REE	LOC106552863	WeinellEntry1763	REE_1477	sample66_0000002595	TRUE
locus1489	REE	LOC106544415	WeinellEntry1765	REE_1478	sample66_0000002615	TRUE
locus1490	REE	MCM9	WeinellEntry1766	REE_1479	sample66_0000002633	TRUE
locus1491	REE	FAM13C	WeinellEntry1767	REE_1480	sample66_0000002646	TRUE
locus1492	REE	LOC106540356	WeinellEntry1768	REE_1481	sample66_0000002655	TRUE
locus1493	REE	AGRN	WeinellEntry1769	REE_1482	sample66_0000002657	TRUE
locus1494	REE	EVI2B	WeinellEntry1770	REE_1483	sample66_0000002663	TRUE
locus1495	REE	NCMAP	WeinellEntry1773	REE_1484	sample66_0000002666	TRUE
locus1496	REE	LOC106551737	WeinellEntry1774	REE_1485	sample66_0000002667	TRUE
locus1497	REE	LGALS4	WeinellEntry1775	REE_1486	sample66_0000002671	TRUE
locus1498	REE	NCAPG2	WeinellEntry1776	REE_1487	sample66_0000002675	TRUE
locus1500	REE	LOC106553628	WeinellEntry1778	REE_1488	sample66_0000002683	TRUE
locus1501	REE	SLX4	WeinellEntry1779	REE_1489	sample66_0000002684	TRUE
locus1502	REE	XRCC4	WeinellEntry1780	REE_1490	sample66_0000002685	TRUE
locus1503	REE	LOC106552186	WeinellEntry1781	REE_1491	sample66_0000002686	TRUE
locus1504	REE	CARD9	WeinellEntry1782	REE_1492	sample66_0000002687	TRUE
locus1505	REE	CCDC13	WeinellEntry1783	REE_1493	sample66_0000002688	TRUE
locus1506	REE	LOC106547917	WeinellEntry1784	REE_1494	sample66_0000002691	TRUE
locus1507	REE	LOC106549527	WeinellEntry1785	REE_1495	sample66_0000002692	TRUE
locus1508	REE	TOR4A	WeinellEntry1786	REE_1496	sample66_0000002693	TRUE
locus1509	REE	LOC106553620	WeinellEntry1787	REE_1497	sample66_0000002694	TRUE
locus1510	REE	LOC106548179	WeinellEntry1788	REE_1498	sample66_0000002695	TRUE
locus1511	REE	APBB1IP	WeinellEntry1789	REE_1499	sample66_0000002696	TRUE
locus1512	REE	LOC106556277	WeinellEntry1790	REE_1500	sample66_0000002698	TRUE
locus1513	REE	LOC106544513	WeinellEntry1791	REE_1501	sample66_0000002699	TRUE
locus1514	REE	LOC106551099	WeinellEntry1792	REE_1502	sample66_0000002700	TRUE
locus1515	REE	LOC106551590	WeinellEntry1793	REE_1503	sample66_0000002703	TRUE
locus1516	REE	LOC106543779	WeinellEntry1794	REE_1504	sample66_0000002704	TRUE
locus1517	REE	LOC106550352	WeinellEntry1795	REE_1505	sample66_0000002706	TRUE
locus1518	REE	LOC106546201	WeinellEntry1796	REE_1506	sample66_0000002708	TRUE
locus1519	REE	LOC106546419	WeinellEntry1797	REE_1507	sample66_0000002709	TRUE
locus1520	REE	TRAF1	WeinellEntry1798	REE_1508	sample66_0000002711	TRUE
locus1521	REE	LOC106543134	WeinellEntry1799	REE_1509	sample66_0000002712	TRUE
locus1522	REE	ADGRF5	WeinellEntry1802	REE_1510	sample66_0000002714	TRUE
locus1523	REE	LOC106538206	WeinellEntry1803	REE_1511	sample66_0000002715	TRUE
locus1524	REE	TOX4	WeinellEntry1804	REE_1512	sample66_0000002716	TRUE
locus1525	REE	LOC106551101	WeinellEntry1805	REE_1513	sample66_0000002717	TRUE
locus1526	REE	LOC106538976	WeinellEntry1806	REE_1514	sample66_0000002718	TRUE
locus1527	REE	TRIP4	WeinellEntry1807	REE_1515	sample66_0000002719	TRUE
locus1528	REE	LOC106537663	WeinellEntry1808	REE_1516	sample66_0000002720	TRUE
locus1529	REE	CLMN	WeinellEntry1809	REE_1517	sample66_0000002722	TRUE
locus1530	REE	FGL2	WeinellEntry1810	REE_1518	sample66_0000002723	TRUE
locus1531	REE	ZNF683	WeinellEntry1811	REE_1519	sample66_0000002725	TRUE
locus1532	REE	TICAM1	WeinellEntry1812	REE_1520	sample66_0000002727	TRUE
locus1533	REE	LOC106541801	WeinellEntry1813	REE_1521	sample66_0000002729	TRUE
locus1535	immune	LOC106542452_Intron1_Exon2_Intron2	WeinellEntry1826	immune_1	sample66_0000002731	TRUE
locus1536	immune	LOC106545552_Intron1_Exon2_Intron2	WeinellEntry1830	immune_2	sample66_0000002732	TRUE
locus1537	immune	LOC106545552_Intron2_Exon3_Intron3	WeinellEntry1831	immune_3	sample66_0000002733	TRUE
locus1538	immune	LOC106546432_Intron1_Exon2_Intron2	WeinellEntry1832	immune_4	sample66_0000002735	TRUE
locus1539	immune	LOC106546432_Intron3_Exon4_Intergenic	WeinellEntry1834	immune_5	sample66_0000002737	TRUE
locus1540	immune	LOC106546433_Intergenic_Exon1_Intron1	WeinellEntry1835	immune_6	sample66_0000002738	TRUE
locus1541	immune	LOC106549729_Intron2_Exon3_Intron3	WeinellEntry1842	immune_7	sample66_0000002740	TRUE
locus1542	immune	LOC106550851_Intergenic_Exon1_Intron1	WeinellEntry1844	immune_8	sample66_0000002741	TRUE
locus1543	immune	LOC106552817_Intron3_Exon4_Intron4	WeinellEntry1849	immune_9	sample66_0000002742	TRUE
locus1544	immune	LOC106555388_Intergenic_Exon1_Intron1	WeinellEntry1852	immune_10	sample66_0000002745	TRUE
locus1545	immune	LOC106555388_Intron1_Exon2_Intron2	WeinellEntry1853	immune_11	sample66_0000002746	TRUE
locus1546	immune	LOC106555388_Intron3_Exon4_Intron4	WeinellEntry1855	immune_12	sample66_0000002747	TRUE
locus1547	immune	LOC106556126_Intron1_Exon2_Intron2	WeinellEntry1857;WeinellEntry1944	immune_13	sample66_0000002748	TRUE
locus1548	immune	CIITA_Intron3_Exon4_Intron4	WeinellEntry1859	immune_14	sample66_0000002749	TRUE
locus1549	immune	CIITA_Intron4_Exon5_Intron5	WeinellEntry1860	immune_15	sample66_0000002750	TRUE
locus1550	immune	CIITA_Intron15_Exon16_Intergenic	WeinellEntry1868	immune_16	sample66_0000002751	TRUE
locus1551	immune	LOC106537644_Intron3_Exon4_Intron4	WeinellEntry1870	immune_17	sample66_0000002752	TRUE
locus1552	immune	LOC106537644_Intron4_Exon5_Intergenic	WeinellEntry1871	immune_18	sample66_0000002754	TRUE
locus1553	immune	LOC106549729_Intergenic_Exon1_Intron1	WeinellEntry1886	immune_19	sample66_0000002755	TRUE
locus1554	immune	LOC106549729_Intron4_Exon5_Intergenic	WeinellEntry1887	immune_20	sample66_0000002756	TRUE
locus1555	immune	LOC106550851_Intron2_Exon3_Intron3	WeinellEntry1888	immune_21	sample66_0000002757	TRUE
locus1556	immune	LOC106550851_Intron3_Exon4_Intron4	WeinellEntry1889	immune_22	sample66_0000002758	TRUE
locus1557	immune	LOC106552817_Intergenic_Exon1_Intron1	WeinellEntry1890	immune_23	sample66_0000002759	TRUE
locus1558	immune	LOC106552817_Intron1_Exon2_Intron2	WeinellEntry1891	immune_24	sample66_0000002760	TRUE
locus1559	immune	LOC106552817_Intron2_Exon3_Intron3	WeinellEntry1892	immune_25	sample66_0000002761	TRUE
locus1560	immune	LOC106556126_Intron2_Exon3_Intron3	WeinellEntry1896	immune_26	sample66_0000002763	TRUE
locus1561	immune	LOC106550851_Intron4_Exon5_Intron5	WeinellEntry1898	immune_27	sample66_0000002764	TRUE
locus1562	REE	PTPN20	WeinellEntry1899	REE_1522	sample66_0000002769	TRUE
locus1563	REE	LOC106554870	WeinellEntry1900	REE_1523	sample66_0000002770	TRUE
locus1564	REE	LOC106546120	WeinellEntry1901	REE_1524	sample66_0000002775	TRUE
locus1565	REE	LOC106553930	WeinellEntry1902	REE_1525	sample66_0000002776	TRUE
locus1566	REE	NCAPH2	WeinellEntry1903	REE_1526	sample66_0000002777	TRUE
locus1567	REE	LOC106555732	WeinellEntry1904	REE_1527	sample66_0000002779	TRUE
locus1568	REE	SPR	WeinellEntry1905	REE_1528	sample66_0000002780	TRUE
locus1569	REE	MDM1	WeinellEntry1906	REE_1529	sample66_0000002782	TRUE
locus1570	REE	LOC106552182	WeinellEntry1907	REE_1530	sample66_0000002783	TRUE
locus1571	REE	SCARB2	WeinellEntry1908	REE_1531	sample66_0000002785	TRUE
locus1572	REE	LOC106553385	WeinellEntry1909	REE_1532	sample66_0000002788	TRUE
locus1573	REE	LOC106553315	WeinellEntry1910	REE_1533	sample66_0000002789	TRUE
locus1574	REE	LOC106555157	WeinellEntry1911	REE_1534	sample66_0000002790	TRUE
locus1575	REE	TREX2	WeinellEntry1912	REE_1535	sample66_0000002792	TRUE
locus1576	REE	FASTKD1	WeinellEntry1913	REE_1536	sample66_0000002793	TRUE
locus1577	REE	KIF7	WeinellEntry1914	REE_1537	sample66_0000002796	TRUE
locus1578	REE	CLSPN	WeinellEntry1915	REE_1538	sample66_0000002798	TRUE
locus1579	REE	SAMHD1	WeinellEntry1916	REE_1539	sample66_0000002799	TRUE
locus1580	REE	HOXD11	WeinellEntry1917	REE_1540	sample66_0000002800	TRUE
locus1581	REE	LOC106551738	WeinellEntry1918	REE_1541	sample66_0000002802	TRUE
locus1582	REE	LOC106552942	WeinellEntry1919	REE_1542	sample66_0000002804	TRUE
locus1583	REE	LOC106545229	WeinellEntry1920	REE_1543	sample66_0000002806	TRUE
locus1584	REE	MARCO	WeinellEntry1921	REE_1544	sample66_0000002815	TRUE
locus1585	REE	LOC106549570	WeinellEntry1923	REE_1545	sample66_0000002816	TRUE
locus1586	REE	LOC106545706	WeinellEntry1924	REE_1546	sample66_0000002817	TRUE
locus1587	REE	LOC106550782	WeinellEntry1925	REE_1547	sample66_0000002819	TRUE
locus1588	REE	LOC106551552	WeinellEntry1926	REE_1548	sample66_0000002820	TRUE
locus1589	REE	LOC106537649	WeinellEntry1927	REE_1549	sample66_0000002821	TRUE
locus1590	REE	LOC106556688	WeinellEntry1928	REE_1550	sample66_0000002823	TRUE
locus1591	REE	ACHE	WeinellEntry1930	REE_1551	sample66_0000002824	TRUE
locus1592	REE	SLC38A8	WeinellEntry1931	REE_1552	sample66_0000002827	TRUE
locus1593	REE	LOC106554916	WeinellEntry1932	REE_1553	sample66_0000002828	TRUE
locus1594	REE	LOC106546883	WeinellEntry1933	REE_1554	sample66_0000002830	TRUE
locus1595	REE	MIS18BP1	WeinellEntry1934	REE_1555	sample66_0000002831	TRUE
locus1596	REE	LOC106554650	WeinellEntry1935	REE_1556	sample66_0000002832	TRUE
locus1597	REE	LOC106539388	WeinellEntry1936	REE_1557	sample66_0000002835	TRUE
locus1598	REE	LTBP3	WeinellEntry1937	REE_1558	sample66_0000002838	TRUE
locus1599	REE	PLEKHA2	WeinellEntry1938	REE_1559	sample66_0000002840	TRUE
locus1600	REE	LOC106548492	WeinellEntry1939	REE_1560	sample66_0000002841	TRUE
locus1601	REE	SLC44A4	WeinellEntry1940	REE_1561	sample66_0000002842	TRUE
locus1602	REE	RNF207	WeinellEntry1942	REE_1562	sample66_0000002843	TRUE
locus1603	REE	RAD21	WeinellEntry1943	REE_1563	sample66_0000002845	TRUE
locus1604	REE	SENP5	WeinellEntry1945	REE_1564	sample66_0000002848	TRUE
locus1605	REE	TSPAN33	WeinellEntry1947	REE_1565	sample66_0000002849	TRUE
locus1607	REE	FGG	WeinellEntry1950	REE_1566	sample66_0000002854	TRUE
locus1608	REE	LOC106555033	WeinellEntry1951	REE_1567	sample66_0000002856	TRUE
locus1609	REE	MYO9B	WeinellEntry1952	REE_1568	sample66_0000002860	TRUE
locus1610	REE	LOC106552700	WeinellEntry1953	REE_1569	sample66_0000002862	TRUE
locus1611	REE	LOC106543778	WeinellEntry1954	REE_1570	sample66_0000002863	TRUE
locus1612	REE	LOC106539402	WeinellEntry1956	REE_1571	sample66_0000002864	TRUE
locus1613	REE	H6PD	WeinellEntry1957	REE_1572	sample66_0000002868	TRUE
locus1614	REE	ZCCHC4	WeinellEntry1958	REE_1573	sample66_0000002870	TRUE
locus1615	REE	VPS13D	WeinellEntry1961	REE_1574	sample66_0000002871	TRUE
locus1616	REE	LOC106538170	WeinellEntry1962	REE_1575	sample66_0000002873	TRUE
locus1617	REE	LOC106540657	WeinellEntry1963	REE_1576	sample66_0000002874	TRUE
locus1618	REE	AJAP1	WeinellEntry1965	REE_1577	sample66_0000002875	TRUE
locus1619	REE	ERCC4	WeinellEntry1967	REE_1578	sample66_0000002876	TRUE
locus1620	REE	M1AP	WeinellEntry1968	REE_1579	sample66_0000002880	TRUE
locus1621	REE	SAC3D1	WeinellEntry1969	REE_1580	sample66_0000002881	TRUE
locus1622	REE	GPR150	WeinellEntry1970	REE_1581	sample66_0000002882	TRUE
locus1623	REE	N4BP2	WeinellEntry1971	REE_1582	sample66_0000002883	TRUE
locus1624	REE	GAL3ST2	WeinellEntry1972	REE_1583	sample66_0000002885	TRUE
locus1625	REE	LOC106540868	WeinellEntry1973	REE_1584	sample66_0000002887	TRUE
locus1626	REE	PROM2	WeinellEntry1974	REE_1585	sample66_0000002888	TRUE
locus1627	REE	LOC106556316	WeinellEntry1975	REE_1586	sample66_0000002890	TRUE
locus1628	REE	LOC106551831	WeinellEntry1976	REE_1587	sample66_0000002894	TRUE
locus1629	REE	AGPAT5	WeinellEntry1977	REE_1588	sample66_0000002895	TRUE
locus1630	REE	TM7SF2	WeinellEntry1978	REE_1589	sample66_0000002896	TRUE
locus1631	REE	SLC25A53	WeinellEntry1980	REE_1590	sample66_0000002899	TRUE
locus1632	REE	LOC106548702	WeinellEntry1981	REE_1591	sample66_0000002902	TRUE
locus1633	REE	LOC106543995	WeinellEntry1982	REE_1592	sample66_0000002903	TRUE
locus1634	REE	LRRN4	WeinellEntry1983	REE_1593	sample66_0000002910	TRUE
locus1635	REE	LOC106539578	WeinellEntry1984	REE_1594	sample66_0000002911	TRUE
locus1636	REE	CDHR4	WeinellEntry1985	REE_1595	sample66_0000002913	TRUE
locus1637	REE	LOC106543318	WeinellEntry1986	REE_1596	sample66_0000002914	TRUE
locus1638	REE	TAF3	WeinellEntry1987	REE_1597	sample66_0000002916	TRUE
locus1640	REE	LOC106538473	WeinellEntry1989	REE_1598	sample66_0000002920	TRUE
locus1641	REE	LOC106556160	WeinellEntry1990	REE_1599	sample66_0000002921	TRUE
locus1642	REE	PUSL1	WeinellEntry1992	REE_1600	sample66_0000002922	TRUE
locus1643	REE	LOC106539150	WeinellEntry1993	REE_1601	sample66_0000002923	TRUE
locus1644	REE	CMC4	WeinellEntry1994	REE_1602	sample66_0000002924	TRUE
locus1645	REE	IL21R	WeinellEntry1995	REE_1603	sample66_0000002925	TRUE
locus1646	REE	ADAMTSL2	WeinellEntry1996	REE_1604	sample66_0000002926	TRUE
locus1647	REE	LRRC61	WeinellEntry1997	REE_1605	sample66_0000002927	TRUE
locus1648	REE	AQP9	WeinellEntry1998	REE_1606	sample66_0000002929	TRUE
locus1649	REE	PDIA2	WeinellEntry1999	REE_1607	sample66_0000002931	TRUE
locus1650	REE	TMEM67	WeinellEntry2000	REE_1608	sample66_0000002934	TRUE
locus1651	REE	LOC106548929	WeinellEntry2001	REE_1609	sample66_0000002935	TRUE
locus1652	REE	FAM110C	WeinellEntry2003	REE_1610	sample66_0000002937	TRUE
locus1653	REE	BACH1	WeinellEntry2004	REE_1611	sample66_0000002942	TRUE
locus1654	REE	LOC106554734	WeinellEntry2005	REE_1612	sample66_0000002946	TRUE
locus1655	REE	LOC106550175	WeinellEntry2006	REE_1613	sample66_0000002949	TRUE
locus1656	REE	NOP9	WeinellEntry2007	REE_1614	sample66_0000002953	TRUE
locus1657	REE	NMNAT1	WeinellEntry2008	REE_1615	sample66_0000002955	TRUE
locus1658	REE	IL23R	WeinellEntry2009	REE_1616	sample66_0000002956	TRUE
locus1659	REE	LOC106540005	WeinellEntry2010	REE_1617	sample66_0000002957	TRUE
locus1660	REE	LOC106538295	WeinellEntry2011	REE_1618	sample66_0000002958	TRUE
locus1661	REE	RCCD1	WeinellEntry2012	REE_1619	sample66_0000002961	TRUE
locus1662	REE	LOC106549771	WeinellEntry2013	REE_1620	sample66_0000002965	TRUE
locus1663	REE	LOC106550038	WeinellEntry2014	REE_1621	sample66_0000002967	TRUE
locus1664	REE	LOC106555877	WeinellEntry2015	REE_1622	sample66_0000002968	TRUE
locus1665	REE	LOC106556395	WeinellEntry2017	REE_1623	sample66_0000002972	TRUE
locus1666	REE	LOC106550575	WeinellEntry2018	REE_1624	sample66_0000002973	TRUE
locus1667	REE	NDUFA10	WeinellEntry2019	REE_1625	sample66_0000002976	TRUE
locus1668	REE	MYO18B	WeinellEntry2020	REE_1626	sample66_0000002978	TRUE
locus1669	REE	SRPX2	WeinellEntry2021	REE_1627	sample66_0000002979	TRUE
locus1670	REE	LOC106556243	WeinellEntry2022	REE_1628	sample66_0000002981	TRUE
locus1671	REE	LOC106546668	WeinellEntry2023	REE_1629	sample66_0000002984	TRUE
locus1672	REE	LOC106554757	WeinellEntry2024	REE_1630	sample66_0000002987	TRUE
locus1673	REE	RFTN1	WeinellEntry2025	REE_1631	sample66_0000002988	TRUE
locus1674	REE	LOC106551621	WeinellEntry2026	REE_1632	sample66_0000002994	TRUE
locus1675	REE	SIK2	WeinellEntry2028	REE_1633	sample66_0000002995	TRUE
locus1676	UCE	LOC106544634_Intron7	WeinellEntry2153	UCE_1004	sample66_0000002998	TRUE
locus1677	UCE	NA	WeinellEntry2154	UCE_1005	sample66_0000003000	TRUE
locus1678	UCE	CAMKMT_Intron4_Exon5	WeinellEntry2155	UCE_1012	sample66_0000003003	TRUE
locus1679	UCE	NA	WeinellEntry2156	UCE_1014	sample66_0000003004	TRUE
locus1680	UCE	NA	WeinellEntry2157	UCE_1018	sample66_0000003005	TRUE
locus1681	UCE	NA	WeinellEntry2158	UCE_1025	sample66_0000003007	TRUE
locus1682	UCE	NFIA_Intron2	WeinellEntry2159	UCE_1026	sample66_0000003009	TRUE
locus1683	UCE	NA	WeinellEntry2160	UCE_1036	sample66_0000003010	TRUE
locus1684	UCE	ZEB2_Intron2	WeinellEntry2161	UCE_1038	sample66_0000003011	TRUE
locus1685	UCE	NA	WeinellEntry2162	UCE_1040	sample66_0000003012	TRUE
locus1686	UCE	NA	WeinellEntry2164	UCE_1044	sample66_0000003016	TRUE
locus1687	UCE	NA	WeinellEntry2165	UCE_1047	sample66_0000003020	TRUE
locus1688	UCE	NA	WeinellEntry2166	UCE_1050	sample66_0000003023	TRUE
locus1689	UCE	NA	WeinellEntry2167	UCE_1051	sample66_0000003024	TRUE
locus1690	UCE	LOC106551986_Intron3	WeinellEntry2168	UCE_1052	sample66_0000003025	TRUE
locus1691	UCE	NA	WeinellEntry2169	UCE_1053	sample66_0000003030	TRUE
locus1692	UCE	CCDC178.isoformX1_Intron17	WeinellEntry2170	UCE_1055	sample66_0000003033	TRUE
locus1693	UCE	RANBP17_Intron14	WeinellEntry2171	UCE_1056	sample66_0000003034	TRUE
locus1694	UCE	LOC106553059_Intron6	WeinellEntry2173	UCE_1059	sample66_0000003036	TRUE
locus1695	UCE	BNC2_Intron1	WeinellEntry2174	UCE_106	sample66_0000003037	TRUE
locus1696	UCE	SPATA17_Intron5	WeinellEntry2175	UCE_1061	sample66_0000003038	TRUE
locus1697	UCE	NA	WeinellEntry2176	UCE_1062	sample66_0000003042	TRUE
locus1698	UCE	NA	WeinellEntry2177	UCE_1063	sample66_0000003044	TRUE
locus1699	UCE	NA	WeinellEntry2178	UCE_1065	sample66_0000003047	TRUE
locus1700	UCE	NA	WeinellEntry2179	UCE_1068	sample66_0000003052	TRUE
locus1701	UCE	NA	WeinellEntry2180	UCE_1069	sample66_0000003053	TRUE
locus1702	UCE	NA	WeinellEntry2181	UCE_1077	sample66_0000003057	TRUE
locus1703	UCE	NA	WeinellEntry2182	UCE_1081	sample66_0000003061	TRUE
locus1704	UCE	NA	WeinellEntry2184	UCE_1085	sample66_0000003062	TRUE
locus1705	UCE	NA	WeinellEntry2185	UCE_1090	sample66_0000003063	TRUE
locus1706	UCE	NA	WeinellEntry2186	UCE_1092	sample66_0000003067	TRUE
locus1707	UCE	NA	WeinellEntry2187	UCE_1094	sample66_0000003068	TRUE
locus1708	UCE	NA	WeinellEntry2188	UCE_1098	sample66_0000003069	TRUE
locus1709	UCE	RUNX1T1_Intron2	WeinellEntry2190	UCE_1102	sample66_0000003070	TRUE
locus1710	UCE	NA	WeinellEntry2191	UCE_1107	sample66_0000003071	TRUE
locus1711	UCE	NA	WeinellEntry2194	UCE_1113	sample66_0000003072	TRUE
locus1712	UCE	NA	WeinellEntry2195	UCE_1122	sample66_0000003073	TRUE
locus1713	UCE	NA	WeinellEntry2196	UCE_1127	sample66_0000003078	TRUE
locus1714	UCE	NA	WeinellEntry2197	UCE_1128	sample66_0000003082	TRUE
locus1715	UCE	NA	WeinellEntry2198	UCE_1131	sample66_0000003083	TRUE
locus1716	UCE	NA	WeinellEntry2199	UCE_1133	sample66_0000003088	TRUE
locus1717	UCE	NA	WeinellEntry2201	UCE_1135	sample66_0000003089	TRUE
locus1718	UCE	NA	WeinellEntry2202	UCE_1138	sample66_0000003090	TRUE
locus1719	UCE	DPH6_Intron11	WeinellEntry2203	UCE_1141	sample66_0000003092	TRUE
locus1720	UCE	LOC106542169_Intron11	WeinellEntry2204	UCE_1143	sample66_0000003093	TRUE
locus1721	UCE	NA	WeinellEntry2205	UCE_1148	sample66_0000003095	TRUE
locus1722	UCE	NA	WeinellEntry2206	UCE_115	sample66_0000003098	TRUE
locus1723	UCE	TCF7L2_Intron4	WeinellEntry2207	UCE_1150	sample66_0000003100	TRUE
locus1724	UCE	NA	WeinellEntry2208	UCE_1154	sample66_0000003103	TRUE
locus1725	UCE	NA	WeinellEntry2209	UCE_1159	sample66_0000003105	TRUE
locus1726	UCE	CLINT1	WeinellEntry2210	UCE_1163	sample66_0000003107	TRUE
locus1727	UCE	NA	WeinellEntry2211	UCE_1167	sample66_0000003108	TRUE
locus1728	UCE	SATB1	WeinellEntry2212	UCE_117	sample66_0000003110	TRUE
locus1729	UCE	NA	WeinellEntry2213	UCE_1170	sample66_0000003113	TRUE
locus1730	UCE	NA	WeinellEntry2214	UCE_1172	sample66_0000003115	TRUE
locus1731	UCE	NA	WeinellEntry2215	UCE_1174	sample66_0000003117	TRUE
locus1732	UCE	NA	WeinellEntry2217	UCE_1177	sample66_0000003118	TRUE
locus1733	UCE	NA	WeinellEntry2218	UCE_1181	sample66_0000003119	TRUE
locus1734	UCE	NA	WeinellEntry2219	UCE_1187	sample66_0000003120	TRUE
locus1735	UCE	NA	WeinellEntry2220	UCE_1188	sample66_0000003121	TRUE
locus1736	UCE	PLAG1	WeinellEntry2221	UCE_1190	sample66_0000003126	TRUE
locus1737	UCE	NA	WeinellEntry2222	UCE_1191	sample66_0000003127	TRUE
locus1738	UCE	NA	WeinellEntry2223	UCE_1194	sample66_0000003128	TRUE
locus1739	UCE	NA	WeinellEntry2224	UCE_12	sample66_0000000570	TRUE
locus1740	UCE	NA	WeinellEntry2225	UCE_1200	sample66_0000000287	TRUE
locus1741	UCE	NA	WeinellEntry2226	UCE_1202	sample66_0000000871	TRUE
locus1742	UCE	SCAF8	WeinellEntry2227	UCE_1203	sample66_0000000602	TRUE
locus1743	UCE	NA	WeinellEntry2228	UCE_1205	sample66_0000000397	TRUE
locus1744	UCE	EIF3H	WeinellEntry2229	UCE_1206	sample66_0000000103	TRUE
locus1745	UCE	LOC106544549	WeinellEntry2231	UCE_1210	sample66_0000000421	TRUE
locus1746	UCE	NA	WeinellEntry2232	UCE_1211	sample66_0000000656	TRUE
locus1747	UCE	NA	WeinellEntry2233	UCE_1222	sample66_0000001213	TRUE
locus1748	UCE	NA	WeinellEntry2234	UCE_1225	sample66_0000001525	TRUE
locus1749	UCE	NA	WeinellEntry2235	UCE_1232	sample66_0000000325	TRUE
locus1750	UCE	LOC106542727	WeinellEntry2236	UCE_1233	sample66_0000001460	TRUE
locus1751	UCE	LOC106539128	WeinellEntry2237	UCE_1234	sample66_0000000700	TRUE
locus1752	UCE	NA	WeinellEntry2238	UCE_1239	sample66_0000000555	TRUE
locus1753	UCE	NA	WeinellEntry2239	UCE_124	sample66_0000000995	TRUE
locus1754	UCE	LOC106547896	WeinellEntry2240	UCE_1241	sample66_0000001349	TRUE
locus1755	UCE	NA	WeinellEntry2241	UCE_1242	sample66_0000000359	TRUE
locus1756	UCE	CCDC178	WeinellEntry2242	UCE_1245	sample66_0000000992	TRUE
locus1757	UCE	NA	WeinellEntry2244	UCE_1250	sample66_0000000117	TRUE
locus1758	UCE	MEF2A	WeinellEntry2245	UCE_1252	sample66_0000000726	TRUE
locus1759	UCE	ESRRG	WeinellEntry2246	UCE_1253	sample66_0000000066	TRUE
locus1760	UCE	RAPGEF2	WeinellEntry2247	UCE_1255	sample66_0000002825	TRUE
locus1761	UCE	NA	WeinellEntry2248	UCE_1256	sample66_0000000458	TRUE
locus1762	UCE	NA	WeinellEntry2249	UCE_1257	sample66_0000001196	TRUE
locus1763	UCE	NA	WeinellEntry2250	UCE_1259	sample66_0000003075	TRUE
locus1764	UCE	NA	WeinellEntry2251	UCE_1263	sample66_0000000107	TRUE
locus1765	UCE	NA	WeinellEntry2252	UCE_1264	sample66_0000000160	TRUE
locus1766	UCE	ETV1	WeinellEntry2253	UCE_1265	sample66_0000000050	TRUE
locus1767	UCE	NA	WeinellEntry2254	UCE_1267	sample66_0000000255	TRUE
locus1768	UCE	NA	WeinellEntry2255	UCE_127	sample66_0000000369	TRUE
locus1769	UCE	NA	WeinellEntry2256	UCE_1271	sample66_0000000681	TRUE
locus1770	UCE	NA	WeinellEntry2257	UCE_1272	sample66_0000000442	TRUE
locus1771	UCE	NA	WeinellEntry2258	UCE_1276	sample66_0000000161	TRUE
locus1772	UCE	ESRRG	WeinellEntry2259	UCE_1278	sample66_0000001339	TRUE
locus1773	UCE	FOXP1	WeinellEntry2260	UCE_128	sample66_0000001316	TRUE
locus1774	UCE	NA	WeinellEntry2261	UCE_1281	sample66_0000001169	TRUE
locus1775	UCE	NA	WeinellEntry2262	UCE_129	sample66_0000000622	TRUE
locus1776	UCE	NA	WeinellEntry2263	UCE_1290	sample66_0000000111	TRUE
locus1777	UCE	NA	WeinellEntry2264	UCE_1295	sample66_0000000738	TRUE
locus1778	UCE	NA	WeinellEntry2265	UCE_1297	sample66_0000001584	TRUE
locus1779	UCE	FAM172A	WeinellEntry2266	UCE_1299	sample66_0000000367	TRUE
locus1780	UCE	NA	WeinellEntry2267	UCE_1301	sample66_0000001533	TRUE
locus1781	UCE	NA	WeinellEntry2268	UCE_1304	sample66_0000001610	TRUE
locus1782	UCE	TLE4	WeinellEntry2269	UCE_1305	sample66_0000001500	TRUE
locus1783	UCE	ZFHX4	WeinellEntry2270	UCE_1309	sample66_0000002861	TRUE
locus1784	UCE	NA	WeinellEntry2271	UCE_1311	sample66_0000001066	TRUE
locus1785	UCE	NA	WeinellEntry2273	UCE_1314	sample66_0000000284	TRUE
locus1786	UCE	NA	WeinellEntry2274	UCE_1318	sample66_0000000840	TRUE
locus1787	UCE	WTAP	WeinellEntry2275	UCE_1319	sample66_0000000463	TRUE
