locus	chr	location
group2322	m3	chrm3_inner
group2552	m3	chrm3_inner
group2638	m3	chrm3_inner
group2647	m3	chrm3_inner
group2830	m3	chrm3_inner
group46	m4	chrm4_inner
group180	m4	chrm4_inner
group363	m4	chrm4_inner
group427	m4	chrm4_inner
group612	m4	chrm4_inner
group659	m4	chrm4_inner
group665	m4	chrm4_inner
group667	m4	chrm4_inner
group713	m4	chrm4_inner
group790	m4	chrm4_inner
group797	m4	chrm4_inner
group827	m4	chrm4_inner
group834	m4	chrm4_inner
group855	m4	chrm4_inner
group890	m4	chrm4_inner
group905	m4	chrm4_inner
group930	m4	chrm4_inner
group937	m4	chrm4_inner
group1045	m4	chrm4_inner
group1125	m4	chrm4_inner
group1226	m4	chrm4_inner
group1313	m4	chrm4_inner
group1337	m4	chrm4_inner
group1418	m4	chrm4_inner
group1474	m4	chrm4_inner
group1659	m4	chrm4_inner
group1832	m4	chrm4_inner
group2253	m4	chrm4_inner
group2331	m4	chrm4_inner
group2390	m4	chrm4_inner
group2545	m4	chrm4_inner
group2589	m4	chrm4_inner
group2632	m4	chrm4_inner
group2727	m4	chrm4_inner
group2787	m4	chrm4_inner
group3019	m4	chrm4_inner
group169	m5	chrm5_inner
group279	m5	chrm5_inner
group316	m5	chrm5_inner
group1063	m5	chrm5_inner
group1801	m5	chrm5_inner
group2085	m5	chrm5_inner
group249	m6	chrm6_inner
group252	m6	chrm6_inner
group399	m6	chrm6_inner
group438	m6	chrm6_inner
group462	m6	chrm6_inner
group586	m6	chrm6_inner
group590	m6	chrm6_inner
group708	m6	chrm6_inner
group765	m6	chrm6_inner
group1149	m6	chrm6_inner
group1413	m6	chrm6_inner
group1531	m6	chrm6_inner
group1577	m6	chrm6_inner
group1747	m6	chrm6_inner
group2104	m6	chrm6_inner
group2178	m6	chrm6_inner
group2324	m6	chrm6_inner
group3046	m6	chrm6_inner
group132	m7	chrm7_inner
group415	m7	chrm7_inner
group424	m7	chrm7_inner
group471	m7	chrm7_inner
group531	m7	chrm7_inner
group550	m7	chrm7_inner
group574	m7	chrm7_inner
group1202	m7	chrm7_inner
group1792	m7	chrm7_inner
group1816	m7	chrm7_inner
group1829	m7	chrm7_inner
group1942	m7	chrm7_inner
group2168	m7	chrm7_inner
group2298	m7	chrm7_inner
group2873	m7	chrm7_inner
group3091	m7	chrm7_inner
group332	m8	chrm8_inner
group365	m8	chrm8_inner
group371	m8	chrm8_inner
group423	m8	chrm8_inner
group492	m8	chrm8_inner
group1023	m8	chrm8_inner
group1420	m8	chrm8_inner
group1988	m8	chrm8_inner
group1995	m8	chrm8_inner
group2195	m8	chrm8_inner
group2281	m8	chrm8_inner
group3004	m8	chrm8_inner
group3029	m8	chrm8_inner
group28	m9	chrm9_inner
group122	m9	chrm9_inner
group304	m9	chrm9_inner
group383	m9	chrm9_inner
group490	m9	chrm9_inner
group527	m9	chrm9_inner
group595	m9	chrm9_inner
group607	m9	chrm9_inner
group1753	m9	chrm9_inner
group1831	m9	chrm9_inner
group1948	m9	chrm9_inner
group2005	m9	chrm9_inner
group2033	m9	chrm9_inner
group2045	m9	chrm9_inner
group2123	m9	chrm9_inner
group2400	m9	chrm9_inner
group2423	m9	chrm9_inner
group2497	m9	chrm9_inner
group2667	m9	chrm9_inner
group2871	m9	chrm9_inner
group23	Z	chrZ_inner
group75	Z	chrZ_inner
group164	Z	chrZ_inner
group188	Z	chrZ_inner
group286	Z	chrZ_inner
group309	Z	chrZ_inner
group320	Z	chrZ_inner
group361	Z	chrZ_inner
group395	Z	chrZ_inner
group443	Z	chrZ_inner
group499	Z	chrZ_inner
group510	Z	chrZ_inner
group515	Z	chrZ_inner
group517	Z	chrZ_inner
group523	Z	chrZ_inner
group541	Z	chrZ_inner
group679	Z	chrZ_inner
group680	Z	chrZ_inner
group687	Z	chrZ_inner
group691	Z	chrZ_inner
group738	Z	chrZ_inner
group779	Z	chrZ_inner
group791	Z	chrZ_inner
group856	Z	chrZ_inner
group865	Z	chrZ_inner
group896	Z	chrZ_inner
group910	Z	chrZ_inner
group950	Z	chrZ_inner
group1006	Z	chrZ_inner
group1013	Z	chrZ_inner
group1024	Z	chrZ_inner
group1037	Z	chrZ_inner
group1140	Z	chrZ_inner
group1174	Z	chrZ_inner
group1190	Z	chrZ_inner
group1198	Z	chrZ_inner
group1211	Z	chrZ_inner
group1242	Z	chrZ_inner
group1259	Z	chrZ_inner
group1285	Z	chrZ_inner
group1305	Z	chrZ_inner
group1322	Z	chrZ_inner
group1336	Z	chrZ_inner
group1403	Z	chrZ_inner
group1482	Z	chrZ_inner
group1524	Z	chrZ_inner
group1541	Z	chrZ_inner
group1645	Z	chrZ_inner
group1646	Z	chrZ_inner
group1677	Z	chrZ_inner
group1701	Z	chrZ_inner
group1775	Z	chrZ_inner
group1785	Z	chrZ_inner
group1826	Z	chrZ_inner
group1834	Z	chrZ_inner
group1949	Z	chrZ_inner
group1963	Z	chrZ_inner
group2072	Z	chrZ_inner
group2181	Z	chrZ_inner
group2228	Z	chrZ_inner
group2230	Z	chrZ_inner
group2274	Z	chrZ_inner
group2299	Z	chrZ_inner
group2461	Z	chrZ_inner
group2481	Z	chrZ_inner
group2482	Z	chrZ_inner
group2514	Z	chrZ_inner
group2564	Z	chrZ_inner
group2576	Z	chrZ_inner
group2602	Z	chrZ_inner
group2607	Z	chrZ_inner
group2615	Z	chrZ_inner
group2659	Z	chrZ_inner
group2662	Z	chrZ_inner
group2668	Z	chrZ_inner
group2684	Z	chrZ_inner
group2719	Z	chrZ_inner
group2775	Z	chrZ_inner
group2780	Z	chrZ_inner
group2860	Z	chrZ_inner
group3018	Z	chrZ_inner
group3032	Z	chrZ_inner
