supergroup1	WeinellEntry2195	sample66_0000001716_group1
supergroup20366	NA	NA
supergroup20367	NA	NA
supergroup20368	NA	NA
supergroup20369	NA	NA
supergroup20370	NA	NA
supergroup20371	NA	NA
supergroup20372	NA	NA
supergroup20373	NA	NA
supergroup20374	NA	NA
supergroup20375	NA	NA
supergroup20376	NA	NA
supergroup20377	NA	NA
supergroup20378	NA	NA
supergroup20379	NA	NA
supergroup20380	NA	NA
supergroup20381	NA	NA
supergroup20382	NA	NA
supergroup20383	NA	NA
supergroup20384	NA	NA
supergroup20385	NA	NA
supergroup20386	NA	NA
supergroup20387	NA	NA
supergroup20388	NA	NA
supergroup20389	NA	NA
supergroup20390	NA	NA
supergroup20391	NA	NA
supergroup20392	NA	NA
supergroup20393	NA	NA
supergroup20394	NA	NA
supergroup20395	NA	NA
supergroup20396	NA	NA
supergroup20397	NA	NA
supergroup20398	NA	NA
supergroup20399	NA	NA
supergroup20400	NA	NA
supergroup20401	NA	NA
supergroup20402	NA	NA
supergroup20403	NA	NA
supergroup20404	NA	NA
supergroup20405	NA	NA
supergroup20406	NA	NA
supergroup20407	NA	NA
supergroup20408	NA	NA
supergroup20409	NA	NA
supergroup20410	NA	NA
supergroup20411	NA	NA
supergroup20412	NA	NA
supergroup20413	NA	NA
supergroup20414	NA	NA
supergroup20415	NA	NA
supergroup20416	NA	NA
supergroup20417	NA	NA
supergroup20418	NA	NA
supergroup20419	NA	NA
supergroup20420	NA	NA
supergroup20421	NA	NA
supergroup20422	NA	NA
supergroup20423	NA	NA
supergroup20424	NA	NA
supergroup20425	NA	NA
supergroup20426	NA	NA
supergroup20427	NA	NA
supergroup20428	NA	NA
supergroup20429	NA	NA
supergroup20430	NA	NA
supergroup20431	NA	NA
supergroup20432	NA	NA
supergroup20433	NA	NA
supergroup20434	NA	NA
supergroup20435	NA	NA
supergroup20436	NA	NA
supergroup20437	NA	NA
supergroup20438	NA	NA
supergroup20439	NA	NA
supergroup20440	NA	NA
supergroup20441	NA	NA
supergroup20442	NA	NA
supergroup20443	NA	NA
supergroup20444	NA	NA
supergroup20445	NA	NA
supergroup20446	NA	NA
supergroup20447	NA	NA
supergroup20448	NA	NA
supergroup20449	NA	NA
supergroup20450	NA	NA
supergroup20451	NA	NA
supergroup20452	NA	NA
supergroup20453	NA	NA
supergroup20454	NA	NA
supergroup20455	NA	NA
supergroup20456	NA	NA
supergroup20457	NA	NA
supergroup20458	NA	NA
supergroup20459	NA	NA
supergroup20460	NA	NA
supergroup20462	NA	NA
supergroup20463	NA	NA
supergroup20464	NA	NA
supergroup20465	NA	NA
supergroup20466	NA	NA
supergroup20467	NA	NA
supergroup20468	NA	NA
supergroup20469	NA	NA
supergroup20470	NA	NA
supergroup20471	NA	NA
supergroup20472	NA	NA
supergroup20473	NA	NA
supergroup20474	NA	NA
supergroup20475	NA	NA
supergroup20476	NA	NA
supergroup20477	NA	NA
supergroup20478	NA	NA
supergroup20479	NA	NA
supergroup20480	NA	NA
supergroup20481	NA	NA
supergroup20482	NA	NA
supergroup20483	NA	NA
supergroup20484	NA	NA
supergroup20485	NA	NA
supergroup20486	NA	NA
supergroup20487	NA	NA
supergroup20488	NA	NA
supergroup20489	NA	NA
supergroup20490	NA	NA
supergroup20491	NA	NA
supergroup20492	NA	NA
supergroup20493	NA	NA
supergroup20494	NA	NA
supergroup20495	NA	NA
supergroup20496	NA	NA
supergroup20497	NA	NA
supergroup20498	NA	NA
supergroup20499	NA	NA
supergroup20500	NA	NA
supergroup20501	NA	NA
supergroup20502	NA	NA
supergroup20503	NA	NA
supergroup20504	NA	NA
supergroup20505	NA	NA
supergroup20506	NA	NA
supergroup20507	NA	NA
supergroup20508	NA	NA
supergroup20509	NA	NA
supergroup20510	NA	NA
supergroup20511	NA	NA
supergroup20512	NA	NA
supergroup20513	NA	NA
supergroup20514	NA	NA
supergroup20515	NA	NA
supergroup20516	NA	NA
supergroup20517	NA	NA
supergroup20518	NA	NA
supergroup20519	NA	NA
supergroup20520	NA	NA
supergroup20521	NA	NA
supergroup20522	NA	NA
supergroup20523	NA	NA
supergroup20524	NA	NA
supergroup20525	NA	NA
supergroup20526	NA	NA
supergroup20527	NA	NA
supergroup20528	NA	NA
supergroup20529	NA	NA
supergroup20530	NA	NA
supergroup20531	NA	NA
supergroup20532	NA	NA
supergroup20533	NA	NA
supergroup20534	NA	NA
supergroup20535	NA	NA
supergroup20536	NA	NA
supergroup20537	NA	NA
supergroup20538	NA	NA
supergroup20539	NA	NA
supergroup20540	NA	NA
supergroup20541	NA	NA
supergroup20542	NA	NA
supergroup20543	NA	NA
supergroup20544	NA	NA
supergroup20545	NA	NA
supergroup20546	NA	NA
supergroup20547	NA	NA
supergroup20548	NA	NA
supergroup20549	NA	NA
supergroup20550	NA	NA
supergroup20551	NA	NA
supergroup20552	NA	NA
supergroup20553	NA	NA
supergroup20554	NA	NA
supergroup20555	NA	NA
supergroup20556	NA	NA
supergroup20557	NA	NA
supergroup20558	NA	NA
supergroup20559	NA	NA
supergroup20560	NA	NA
supergroup20561	NA	NA
supergroup20562	NA	NA
supergroup20563	NA	NA
supergroup20564	NA	NA
supergroup20565	NA	NA
supergroup20566	NA	NA
supergroup20567	NA	NA
supergroup20568	NA	NA
supergroup20569	NA	NA
supergroup20570	NA	NA
supergroup20571	NA	NA
supergroup20572	NA	NA
supergroup20573	NA	NA
supergroup20574	NA	NA
supergroup20575	NA	NA
supergroup20576	NA	NA
supergroup20577	NA	NA
supergroup20578	NA	NA
supergroup20579	NA	NA
supergroup20580	NA	NA
supergroup20581	NA	NA
supergroup20582	NA	NA
supergroup20583	NA	NA
supergroup20584	NA	NA
supergroup20585	NA	NA
supergroup20586	NA	NA
supergroup20587	NA	NA
supergroup20588	NA	NA
supergroup20589	NA	NA
supergroup20590	NA	NA
supergroup20591	NA	NA
supergroup20592	NA	NA
supergroup20593	NA	NA
supergroup20594	NA	NA
supergroup20595	NA	NA
supergroup20596	NA	NA
supergroup20597	NA	NA
supergroup20598	NA	NA
supergroup20599	NA	NA
supergroup20600	NA	NA
supergroup20601	NA	NA
supergroup20602	NA	NA
supergroup20603	NA	NA
supergroup20604	NA	NA
supergroup20605	NA	NA
supergroup20606	NA	NA
supergroup20607	NA	NA
supergroup20608	NA	NA
supergroup20609	NA	NA
supergroup20610	NA	NA
supergroup20611	NA	NA
supergroup20612	NA	NA
supergroup20613	NA	NA
supergroup20614	NA	NA
supergroup20615	NA	NA
supergroup20616	NA	NA
supergroup20617	NA	NA
supergroup20618	NA	NA
supergroup20619	NA	NA
supergroup20620	NA	NA
supergroup20621	NA	NA
supergroup20622	NA	NA
supergroup20623	NA	NA
supergroup20624	NA	NA
supergroup20625	NA	NA
supergroup20626	NA	NA
supergroup20627	NA	NA
supergroup20628	NA	NA
supergroup20629	NA	NA
supergroup20630	NA	NA
supergroup20631	NA	NA
supergroup20632	NA	NA
supergroup20633	NA	NA
supergroup20634	NA	NA
supergroup20635	NA	NA
supergroup20636	NA	NA
supergroup20637	NA	NA
supergroup20638	NA	NA
supergroup20639	NA	NA
supergroup20640	NA	NA
supergroup20641	NA	NA
supergroup20642	NA	NA
supergroup20643	NA	NA
supergroup20644	NA	NA
supergroup20645	NA	NA
supergroup20646	NA	NA
supergroup20647	NA	NA
supergroup20648	NA	NA
supergroup20649	NA	NA
supergroup20650	NA	NA
supergroup20651	NA	NA
supergroup20652	NA	NA
supergroup20653	NA	NA
supergroup20654	NA	NA
supergroup20655	NA	NA
supergroup20656	NA	NA
supergroup20657	NA	NA
supergroup20658	NA	NA
supergroup20659	NA	NA
supergroup20660	NA	NA
supergroup20661	NA	NA
supergroup20662	NA	NA
supergroup20663	NA	NA
supergroup20664	NA	NA
supergroup20665	NA	NA
supergroup20666	NA	NA
supergroup20667	NA	NA
supergroup20668	NA	NA
supergroup20669	NA	NA
supergroup20670	NA	NA
supergroup20671	NA	NA
supergroup20672	NA	NA
supergroup20673	NA	NA
supergroup20674	NA	NA
supergroup20675	NA	NA
supergroup20676	NA	NA
supergroup20677	NA	NA
supergroup20678	NA	NA
supergroup20679	NA	NA
supergroup20680	NA	NA
supergroup20681	NA	NA
supergroup20682	NA	NA
supergroup20683	NA	NA
supergroup20684	NA	NA
supergroup20685	NA	NA
supergroup20686	NA	NA
supergroup20687	NA	NA
supergroup20688	NA	NA
supergroup20689	NA	NA
supergroup20690	NA	NA
supergroup20691	NA	NA
supergroup20692	NA	NA
supergroup20693	NA	NA
supergroup20694	NA	NA
supergroup20695	NA	NA
supergroup20696	NA	NA
supergroup20697	NA	NA
supergroup20698	NA	NA
supergroup20699	NA	NA
supergroup20700	NA	NA
supergroup20701	NA	NA
supergroup20702	NA	NA
supergroup20703	NA	NA
supergroup20704	NA	NA
supergroup20705	NA	NA
supergroup20706	NA	NA
supergroup20707	NA	NA
supergroup20708	NA	NA
supergroup20709	NA	NA
supergroup20710	NA	NA
supergroup20711	NA	NA
supergroup20712	NA	NA
supergroup20713	NA	NA
supergroup20714	NA	NA
supergroup20715	NA	NA
supergroup20716	NA	NA
supergroup20717	NA	NA
supergroup20718	NA	NA
supergroup20719	NA	NA
supergroup20720	NA	NA
supergroup20721	NA	NA
supergroup20722	NA	NA
supergroup20723	NA	NA
supergroup20724	NA	NA
supergroup20725	NA	NA
supergroup20726	NA	NA
supergroup20727	NA	NA
supergroup20728	NA	NA
supergroup20729	NA	NA
supergroup20730	NA	NA
supergroup20731	NA	NA
supergroup20732	NA	NA
supergroup20733	NA	NA
supergroup20734	NA	NA
supergroup20735	NA	NA
supergroup20736	NA	NA
supergroup20737	NA	NA
supergroup20738	NA	NA
supergroup20739	NA	NA
supergroup20740	NA	NA
supergroup20741	NA	NA
supergroup20742	NA	NA
supergroup20743	NA	NA
supergroup20744	NA	NA
supergroup20745	NA	NA
supergroup20746	NA	NA
supergroup20747	NA	NA
supergroup20748	NA	NA
supergroup20749	NA	NA
supergroup20750	NA	NA
supergroup20751	NA	NA
supergroup20752	NA	NA
supergroup20753	NA	NA
supergroup20754	NA	NA
supergroup20755	NA	NA
supergroup20756	NA	NA
supergroup20757	NA	NA
supergroup20758	NA	NA
supergroup20759	NA	NA
supergroup20760	NA	NA
supergroup20761	NA	NA
supergroup20762	NA	NA
supergroup20763	NA	NA
supergroup20764	NA	NA
supergroup20765	NA	NA
supergroup20766	NA	NA
supergroup20767	NA	NA
supergroup20768	NA	NA
supergroup20769	NA	NA
supergroup20771	NA	NA
supergroup20772	NA	NA
supergroup20773	NA	NA
supergroup20774	NA	NA
supergroup20775	NA	NA
supergroup20776	NA	NA
supergroup20777	NA	NA
supergroup20778	NA	NA
supergroup20779	NA	NA
supergroup20780	NA	NA
supergroup20781	NA	NA
supergroup20782	NA	NA
supergroup20783	NA	NA
supergroup20784	NA	NA
supergroup20785	NA	NA
supergroup20786	NA	NA
supergroup20787	NA	NA
supergroup20788	NA	NA
supergroup20789	NA	NA
supergroup20790	NA	NA
supergroup20791	NA	NA
supergroup20792	NA	NA
supergroup20793	NA	NA
supergroup20794	NA	NA
supergroup20795	NA	NA
supergroup20796	NA	NA
supergroup20797	NA	NA
supergroup20798	NA	NA
supergroup20799	NA	NA
supergroup20800	NA	NA
supergroup20801	NA	NA
supergroup20802	NA	NA
supergroup20803	NA	NA
supergroup20804	NA	NA
supergroup20805	NA	NA
supergroup20806	NA	NA
supergroup20807	NA	NA
supergroup20808	NA	NA
supergroup20809	NA	NA
supergroup20810	NA	NA
supergroup20811	NA	NA
supergroup20812	NA	NA
supergroup20813	NA	NA
supergroup20814	NA	NA
supergroup20815	NA	NA
supergroup20816	NA	NA
supergroup20817	NA	NA
supergroup20818	NA	NA
supergroup20819	NA	NA
supergroup20820	NA	NA
supergroup20821	NA	NA
supergroup20822	NA	NA
supergroup20823	NA	NA
supergroup20824	NA	NA
supergroup20825	NA	NA
supergroup20826	NA	NA
supergroup20827	NA	NA
supergroup20828	NA	NA
supergroup20829	NA	NA
supergroup20830	NA	NA
supergroup20831	NA	NA
supergroup20832	NA	NA
supergroup20833	NA	NA
supergroup20834	NA	NA
supergroup20835	NA	NA
supergroup20836	NA	NA
supergroup20837	NA	NA
supergroup20838	NA	NA
supergroup20839	NA	NA
supergroup20840	NA	NA
supergroup20841	NA	NA
supergroup20842	NA	NA
supergroup20843	NA	NA
supergroup20844	NA	NA
supergroup20845	NA	NA
supergroup20846	NA	NA
supergroup20847	NA	NA
supergroup20848	NA	NA
supergroup20849	NA	NA
supergroup20850	NA	NA
supergroup20851	NA	NA
supergroup20852	NA	NA
supergroup20853	NA	NA
supergroup20854	NA	NA
supergroup20855	NA	NA
supergroup20856	NA	NA
supergroup20857	NA	NA
supergroup20858	NA	NA
supergroup20859	NA	NA
supergroup20860	NA	NA
supergroup20861	NA	NA
supergroup20862	NA	NA
supergroup20863	NA	NA
supergroup20864	NA	NA
supergroup20865	NA	NA
supergroup20866	NA	NA
supergroup20867	NA	NA
supergroup20868	NA	NA
supergroup20869	NA	NA
supergroup20870	NA	NA
supergroup20871	NA	NA
supergroup20872	NA	NA
supergroup20873	NA	NA
supergroup20874	NA	NA
supergroup20875	NA	NA
supergroup20877	NA	NA
supergroup20878	NA	NA
supergroup20879	NA	NA
supergroup20880	NA	NA
supergroup20881	NA	NA
supergroup20882	NA	NA
supergroup20883	NA	NA
supergroup20884	NA	NA
supergroup20885	NA	NA
supergroup20886	NA	NA
supergroup20887	NA	NA
supergroup20888	NA	NA
supergroup20889	NA	NA
supergroup20890	NA	NA
supergroup20891	NA	NA
supergroup20892	NA	NA
supergroup20893	NA	NA
supergroup20894	NA	NA
supergroup20895	NA	NA
supergroup20896	NA	NA
supergroup20897	NA	NA
supergroup20898	NA	NA
supergroup20899	NA	NA
supergroup20900	NA	NA
supergroup20901	NA	NA
supergroup20902	NA	NA
supergroup20903	NA	NA
supergroup20904	NA	NA
supergroup20905	NA	NA
supergroup20906	NA	NA
supergroup20907	NA	NA
supergroup20908	NA	NA
supergroup20909	NA	NA
supergroup20910	NA	NA
supergroup20911	NA	NA
supergroup20912	NA	NA
supergroup20913	NA	NA
supergroup20914	NA	NA
supergroup20915	NA	NA
supergroup20916	NA	NA
supergroup20917	NA	NA
supergroup20918	NA	NA
supergroup20919	NA	NA
supergroup20920	NA	NA
supergroup20921	NA	NA
supergroup20922	NA	NA
supergroup20923	NA	NA
supergroup20925	NA	NA
supergroup20926	NA	NA
supergroup20927	NA	NA
supergroup20928	NA	NA
supergroup20929	NA	NA
supergroup20930	NA	NA
supergroup20931	NA	NA
supergroup20932	NA	NA
supergroup20933	NA	NA
supergroup20934	NA	NA
supergroup20935	NA	NA
supergroup20936	NA	NA
supergroup20937	NA	NA
supergroup20938	NA	NA
supergroup20939	NA	NA
supergroup20940	NA	NA
supergroup20941	NA	NA
supergroup20942	NA	NA
supergroup20943	NA	NA
supergroup20944	NA	NA
supergroup20945	NA	NA
supergroup20946	NA	NA
supergroup20947	NA	NA
supergroup20948	NA	NA
supergroup20949	NA	NA
supergroup20950	NA	NA
supergroup20951	NA	NA
supergroup20952	NA	NA
supergroup20953	NA	NA
supergroup20954	NA	NA
supergroup20955	NA	NA
supergroup20956	NA	NA
supergroup20957	NA	NA
supergroup20958	NA	NA
supergroup20959	NA	NA
supergroup20960	NA	NA
supergroup20961	NA	NA
supergroup20962	NA	NA
supergroup20963	NA	NA
supergroup20964	NA	NA
supergroup20965	NA	NA
supergroup20966	NA	NA
supergroup20967	NA	NA
supergroup20968	NA	NA
supergroup20969	NA	NA
supergroup20970	NA	NA
supergroup20971	NA	NA
supergroup20972	NA	NA
supergroup20973	NA	NA
supergroup20974	NA	NA
supergroup20975	NA	NA
supergroup20976	NA	NA
supergroup20977	NA	NA
supergroup20978	NA	NA
supergroup20979	NA	NA
supergroup20980	NA	NA
supergroup20981	NA	NA
supergroup20982	NA	NA
supergroup20983	NA	NA
supergroup20984	NA	NA
supergroup20985	NA	NA
supergroup20986	NA	NA
supergroup20987	NA	NA
supergroup20988	NA	NA
supergroup20989	NA	NA
supergroup20990	NA	NA
supergroup20991	NA	NA
supergroup20992	NA	NA
supergroup20993	NA	NA
supergroup20994	NA	NA
supergroup20995	NA	NA
supergroup20996	NA	NA
supergroup20997	NA	NA
supergroup20998	NA	NA
supergroup20999	NA	NA
supergroup21000	NA	NA
supergroup21001	NA	NA
supergroup21002	NA	NA
supergroup21003	NA	NA
supergroup21004	NA	NA
supergroup21005	NA	NA
supergroup21006	NA	NA
supergroup21007	NA	NA
supergroup21008	NA	NA
supergroup21009	NA	NA
supergroup21010	NA	NA
supergroup21011	NA	NA
supergroup21012	NA	NA
supergroup21013	NA	NA
supergroup21014	NA	NA
supergroup21015	NA	NA
supergroup21016	NA	NA
supergroup21017	NA	NA
supergroup21018	NA	NA
supergroup21019	NA	NA
supergroup21020	NA	NA
supergroup21021	NA	NA
supergroup21022	NA	NA
supergroup21023	NA	NA
supergroup21024	NA	NA
supergroup21025	NA	NA
supergroup21026	NA	NA
supergroup21027	NA	NA
supergroup21028	NA	NA
supergroup21029	NA	NA
supergroup21030	NA	NA
supergroup21031	NA	NA
supergroup21032	NA	NA
supergroup21033	NA	NA
supergroup21034	NA	NA
supergroup21035	NA	NA
supergroup21036	NA	NA
supergroup21037	NA	NA
supergroup21038	NA	NA
supergroup21039	NA	NA
supergroup21040	NA	NA
supergroup21041	NA	NA
supergroup21042	NA	NA
supergroup21043	NA	NA
supergroup21044	NA	NA
supergroup21045	NA	NA
supergroup21046	NA	NA
supergroup21047	NA	NA
supergroup21048	NA	NA
supergroup21049	NA	NA
supergroup21050	NA	NA
supergroup21051	NA	NA
supergroup21052	NA	NA
supergroup21053	NA	NA
supergroup21054	NA	NA
supergroup21055	NA	NA
supergroup21056	NA	NA
supergroup21057	NA	NA
supergroup21058	NA	NA
supergroup21059	NA	NA
supergroup21060	NA	NA
supergroup21061	NA	NA
supergroup21062	NA	NA
supergroup21063	NA	NA
supergroup21064	NA	NA
supergroup21065	NA	NA
supergroup21066	NA	NA
supergroup21067	NA	NA
supergroup21068	NA	NA
supergroup21069	NA	NA
supergroup21070	NA	NA
supergroup21071	NA	NA
supergroup21072	NA	NA
supergroup21073	NA	NA
supergroup21074	NA	NA
supergroup21075	NA	NA
supergroup21076	NA	NA
supergroup21077	NA	NA
supergroup21078	NA	NA
supergroup21079	NA	NA
supergroup21080	NA	NA
supergroup21081	NA	NA
supergroup21082	NA	NA
supergroup21083	NA	NA
supergroup21084	NA	NA
supergroup21086	NA	NA
supergroup21087	NA	NA
supergroup21088	NA	NA
supergroup21089	NA	NA
supergroup21090	NA	NA
supergroup21091	NA	NA
supergroup21092	NA	NA
supergroup21093	NA	NA
supergroup21094	NA	NA
supergroup21095	NA	NA
supergroup21096	NA	NA
supergroup21097	NA	NA
supergroup21098	NA	NA
supergroup21099	NA	NA
supergroup21100	NA	NA
supergroup21101	NA	NA
supergroup21102	NA	NA
supergroup21103	NA	NA
supergroup21104	NA	NA
supergroup21105	NA	NA
supergroup21106	NA	NA
supergroup21107	NA	NA
supergroup21108	NA	NA
supergroup21109	NA	NA
supergroup21110	NA	NA
supergroup21111	NA	NA
supergroup21112	NA	NA
supergroup21113	NA	NA
supergroup21114	NA	NA
supergroup21115	NA	NA
supergroup21116	NA	NA
supergroup21117	NA	NA
supergroup21118	NA	NA
supergroup21119	NA	NA
supergroup21120	NA	NA
supergroup21121	NA	NA
supergroup21122	NA	NA
supergroup21123	NA	NA
supergroup21124	NA	NA
supergroup21125	NA	NA
supergroup21126	NA	NA
supergroup21127	NA	NA
supergroup21128	NA	NA
supergroup21129	NA	NA
supergroup21130	NA	NA
supergroup21132	NA	NA
supergroup21133	NA	NA
supergroup21134	NA	NA
supergroup21136	NA	NA
supergroup21137	NA	NA
supergroup21138	NA	NA
supergroup21139	NA	NA
supergroup21140	NA	NA
supergroup21141	NA	NA
supergroup21142	NA	NA
supergroup21143	NA	NA
supergroup21144	NA	NA
supergroup21145	NA	NA
supergroup21146	NA	NA
supergroup21147	NA	NA
supergroup21148	NA	NA
supergroup21149	NA	NA
supergroup21150	NA	NA
supergroup21151	NA	NA
supergroup21152	NA	NA
supergroup21153	NA	NA
supergroup21154	NA	NA
supergroup21155	NA	NA
supergroup21156	NA	NA
supergroup21157	NA	NA
supergroup21158	NA	NA
supergroup21159	NA	NA
supergroup21160	NA	NA
supergroup21161	NA	NA
supergroup21162	NA	NA
supergroup21163	NA	NA
supergroup21164	NA	NA
supergroup21165	NA	NA
supergroup21166	NA	NA
supergroup21167	NA	NA
supergroup21168	NA	NA
supergroup21169	NA	NA
supergroup21170	NA	NA
supergroup21171	NA	NA
supergroup21172	NA	NA
supergroup21173	NA	NA
supergroup21174	NA	NA
supergroup21175	NA	NA
supergroup21177	NA	NA
supergroup21178	NA	NA
supergroup21179	NA	NA
supergroup21180	NA	NA
supergroup21181	NA	NA
supergroup21182	NA	NA
supergroup21183	NA	NA
supergroup21184	NA	NA
supergroup21185	NA	NA
supergroup21186	NA	NA
supergroup21187	NA	NA
supergroup21188	NA	NA
supergroup21189	NA	NA
supergroup21190	NA	NA
supergroup21191	NA	NA
supergroup21192	NA	NA
supergroup21193	NA	NA
supergroup21194	NA	NA
supergroup21195	NA	NA
supergroup21196	NA	NA
supergroup21197	NA	NA
supergroup21198	NA	NA
supergroup21199	NA	NA
supergroup21200	NA	NA
supergroup21201	NA	NA
supergroup21202	NA	NA
supergroup21203	NA	NA
supergroup21204	NA	NA
supergroup21205	NA	NA
supergroup21206	NA	NA
supergroup21207	NA	NA
supergroup21208	NA	NA
supergroup21209	NA	NA
supergroup21210	NA	NA
supergroup21211	NA	NA
supergroup21212	NA	NA
supergroup21213	NA	NA
supergroup21214	NA	NA
supergroup21215	NA	NA
supergroup21216	NA	NA
supergroup21217	NA	NA
supergroup21218	NA	NA
supergroup21219	NA	NA
supergroup21220	NA	NA
supergroup21221	NA	NA
supergroup21222	NA	NA
supergroup21223	NA	NA
supergroup21224	NA	NA
supergroup21225	NA	NA
supergroup21226	NA	NA
supergroup21227	NA	NA
supergroup21228	NA	NA
supergroup21229	NA	NA
supergroup21230	NA	NA
supergroup21231	NA	NA
supergroup21232	NA	NA
supergroup21233	NA	NA
supergroup21234	NA	NA
supergroup21235	NA	NA
supergroup21236	NA	NA
supergroup21237	NA	NA
supergroup21238	NA	NA
supergroup21239	NA	NA
supergroup21240	NA	NA
supergroup21241	NA	NA
supergroup21242	NA	NA
supergroup21243	NA	NA
supergroup21244	NA	NA
supergroup21245	NA	NA
supergroup21246	NA	NA
supergroup21247	NA	NA
supergroup21248	NA	NA
supergroup21249	NA	NA
supergroup21250	NA	NA
supergroup21251	NA	NA
supergroup21252	NA	NA
supergroup21253	NA	NA
supergroup21254	NA	NA
supergroup21255	NA	NA
supergroup21256	NA	NA
supergroup21257	NA	NA
supergroup21258	NA	NA
supergroup21259	NA	NA
supergroup21260	NA	NA
supergroup21261	NA	NA
supergroup21262	NA	NA
supergroup21263	NA	NA
supergroup21264	NA	NA
supergroup21265	NA	NA
supergroup21266	NA	NA
supergroup21267	NA	NA
supergroup21268	NA	NA
supergroup21269	NA	NA
supergroup21270	NA	NA
supergroup21271	NA	NA
supergroup21272	NA	NA
supergroup21273	NA	NA
supergroup21274	NA	NA
supergroup21276	NA	NA
supergroup21277	NA	NA
supergroup21278	NA	NA
supergroup21279	NA	NA
supergroup21280	NA	NA
supergroup21281	NA	NA
supergroup21282	NA	NA
supergroup21283	NA	NA
supergroup21284	NA	NA
supergroup21285	NA	NA
supergroup21286	NA	NA
supergroup21287	NA	NA
supergroup21288	NA	NA
supergroup21289	NA	NA
supergroup21290	NA	NA
supergroup21291	NA	NA
supergroup21292	NA	NA
supergroup21293	NA	NA
supergroup21294	NA	NA
supergroup21295	NA	NA
supergroup21296	NA	NA
supergroup21297	NA	NA
supergroup21298	NA	NA
supergroup21299	NA	NA
supergroup21300	NA	NA
supergroup21301	NA	NA
supergroup21302	NA	NA
supergroup21303	NA	NA
supergroup21304	NA	NA
supergroup21305	NA	NA
supergroup21306	NA	NA
supergroup21307	NA	NA
supergroup21308	NA	NA
supergroup21309	NA	NA
supergroup21310	NA	NA
supergroup21311	NA	NA
supergroup21312	NA	NA
supergroup21313	NA	NA
supergroup21314	NA	NA
supergroup21315	NA	NA
supergroup21316	NA	NA
supergroup21317	NA	NA
supergroup21318	NA	NA
supergroup21319	NA	NA
supergroup21320	NA	NA
supergroup21321	NA	NA
supergroup21322	NA	NA
supergroup21323	NA	NA
supergroup21324	NA	NA
supergroup21325	NA	NA
supergroup21326	NA	NA
supergroup21327	NA	NA
supergroup21328	NA	NA
supergroup21329	NA	NA
supergroup21330	NA	NA
supergroup21331	NA	NA
supergroup21332	NA	NA
supergroup21333	NA	NA
supergroup21334	NA	NA
supergroup21335	NA	NA
supergroup21336	NA	NA
supergroup21337	NA	NA
supergroup21338	NA	NA
supergroup21339	NA	NA
supergroup21340	NA	NA
supergroup21341	NA	NA
supergroup21342	NA	NA
supergroup21343	NA	NA
supergroup21344	NA	NA
supergroup21345	NA	NA
supergroup21346	NA	NA
supergroup21347	NA	NA
supergroup21348	NA	NA
supergroup21349	NA	NA
supergroup21351	NA	NA
supergroup21352	NA	NA
supergroup21353	NA	NA
supergroup21354	NA	NA
supergroup21355	NA	NA
supergroup21356	NA	NA
supergroup21357	NA	NA
supergroup21358	NA	NA
supergroup21359	NA	NA
supergroup21360	NA	NA
supergroup21361	NA	NA
supergroup21362	NA	NA
supergroup21363	NA	NA
supergroup21364	NA	NA
supergroup21365	NA	NA
supergroup21366	NA	NA
supergroup21367	NA	NA
supergroup21368	NA	NA
supergroup21369	NA	NA
supergroup21370	NA	NA
supergroup21371	NA	NA
supergroup21372	NA	NA
supergroup21373	NA	NA
supergroup21374	NA	NA
supergroup21375	NA	NA
supergroup21376	NA	NA
supergroup21377	NA	NA
supergroup21378	NA	NA
supergroup21379	NA	NA
supergroup21380	NA	NA
supergroup21381	NA	NA
supergroup21382	NA	NA
supergroup21383	NA	NA
supergroup21384	NA	NA
supergroup21385	NA	NA
supergroup21386	NA	NA
supergroup21387	NA	NA
supergroup21388	NA	NA
supergroup21389	NA	NA
supergroup21390	NA	NA
supergroup21391	NA	NA
supergroup21392	NA	NA
supergroup21393	NA	NA
supergroup21394	NA	NA
supergroup21395	NA	NA
supergroup21396	NA	NA
supergroup21397	NA	NA
supergroup21398	NA	NA
supergroup21399	NA	NA
supergroup21400	NA	NA
supergroup21401	NA	NA
supergroup21402	NA	NA
supergroup21403	NA	NA
supergroup21404	NA	NA
supergroup21405	NA	NA
supergroup21406	NA	NA
supergroup21407	NA	NA
supergroup21408	NA	NA
supergroup21409	NA	NA
supergroup21410	NA	NA
supergroup21411	NA	NA
supergroup21412	NA	NA
supergroup21413	NA	NA
supergroup21414	NA	NA
supergroup21415	NA	NA
supergroup21416	NA	NA
supergroup21417	NA	NA
supergroup21418	NA	NA
supergroup21419	NA	NA
supergroup21420	NA	NA
supergroup21421	NA	NA
supergroup21422	NA	NA
supergroup21423	NA	NA
supergroup21424	NA	NA
supergroup21425	NA	NA
supergroup21426	NA	NA
supergroup21427	NA	NA
supergroup21428	NA	NA
supergroup21429	NA	NA
supergroup21430	NA	NA
supergroup21431	NA	NA
supergroup21432	NA	NA
supergroup21433	NA	NA
supergroup21434	NA	NA
supergroup21435	NA	NA
supergroup21436	NA	NA
supergroup21437	NA	NA
supergroup21438	NA	NA
supergroup21439	NA	NA
supergroup21440	NA	NA
supergroup21441	NA	NA
supergroup21442	NA	NA
supergroup21443	NA	NA
supergroup21444	NA	NA
supergroup21445	NA	NA
supergroup21446	NA	NA
supergroup21447	NA	NA
supergroup21448	NA	NA
supergroup21449	NA	NA
