locus	blockname	blockname_genespace
group2250	chr2block6	naja_thamnophis_naja_thamnophis_2_2_1_4_0
group2256	chr2block3	naja_thamnophis_naja_thamnophis_2_3_1_1_0
group2309	chr2block3	naja_thamnophis_naja_thamnophis_2_3_1_1_0
group2328	chr2block9	naja_thamnophis_naja_thamnophis_2_NW_022473899.1_1_1_0
group2335	chr2block6	naja_thamnophis_naja_thamnophis_2_2_1_4_0
group2351	chr2block2	naja_thamnophis_naja_thamnophis_2_2_1_3_0
group2357	chr2block9	naja_thamnophis_naja_thamnophis_2_NW_022473899.1_1_1_0
group2366	chr2block5	naja_thamnophis_naja_thamnophis_2_2_1_2_0
group2372	chr2block3	naja_thamnophis_naja_thamnophis_2_3_1_1_0
group2389	chr2block6	naja_thamnophis_naja_thamnophis_2_2_1_4_0
group2416	chr2block6	naja_thamnophis_naja_thamnophis_2_2_1_4_0
group2432	chr2block6	naja_thamnophis_naja_thamnophis_2_2_1_4_0
group2437	chr2block6	naja_thamnophis_naja_thamnophis_2_2_1_4_0
group2446	chr2block3	naja_thamnophis_naja_thamnophis_2_3_1_1_0
group2478	chr2block7	naja_thamnophis_naja_thamnophis_2_3_1_2_0
group2523	chr2block6	naja_thamnophis_naja_thamnophis_2_2_1_4_0
group2528	chr2block5	naja_thamnophis_naja_thamnophis_2_2_1_2_0
group2537	chr2block6	naja_thamnophis_naja_thamnophis_2_2_1_4_0
group2563	chr2block6	naja_thamnophis_naja_thamnophis_2_2_1_4_0
group2566	chr2block3	naja_thamnophis_naja_thamnophis_2_3_1_1_0
group2578	chr2block3	naja_thamnophis_naja_thamnophis_2_3_1_1_0
group2584	chr2block6	naja_thamnophis_naja_thamnophis_2_2_1_4_0
group2585	chr2block6	naja_thamnophis_naja_thamnophis_2_2_1_4_0
group2600	chr2block6	naja_thamnophis_naja_thamnophis_2_2_1_4_0
group2648	chr2block6	naja_thamnophis_naja_thamnophis_2_2_1_4_0
group2654	chr2block6	naja_thamnophis_naja_thamnophis_2_2_1_4_0
group2663	chr2block6	naja_thamnophis_naja_thamnophis_2_2_1_4_0
group2669	chr2block6	naja_thamnophis_naja_thamnophis_2_2_1_4_0
group2679	chr2block6	naja_thamnophis_naja_thamnophis_2_2_1_4_0
group2681	chr2block6	naja_thamnophis_naja_thamnophis_2_2_1_4_0
group2688	chr2block6	naja_thamnophis_naja_thamnophis_2_2_1_4_0
group2700	chr2block6	naja_thamnophis_naja_thamnophis_2_2_1_4_0
group2707	chr2block3	naja_thamnophis_naja_thamnophis_2_3_1_1_0
group2720	chr2block6	naja_thamnophis_naja_thamnophis_2_2_1_4_0
group2750	chr2block5	naja_thamnophis_naja_thamnophis_2_2_1_2_0
group2777	chr2block6	naja_thamnophis_naja_thamnophis_2_2_1_4_0
group2784	chr2block6	naja_thamnophis_naja_thamnophis_2_2_1_4_0
group2792	chr2block6	naja_thamnophis_naja_thamnophis_2_2_1_4_0
group2793	chr2block8	naja_thamnophis_naja_thamnophis_2_3_1_4_0
group2815	chr2block6	naja_thamnophis_naja_thamnophis_2_2_1_4_0
group2820	chr2block1	naja_thamnophis_naja_thamnophis_2_2_1_1_0
group2829	chr2block6	naja_thamnophis_naja_thamnophis_2_2_1_4_0
group2866	chr2block6	naja_thamnophis_naja_thamnophis_2_2_1_4_0
group2870	chr2block6	naja_thamnophis_naja_thamnophis_2_2_1_4_0
group2882	chr2block6	naja_thamnophis_naja_thamnophis_2_2_1_4_0
group2914	chr2block6	naja_thamnophis_naja_thamnophis_2_2_1_4_0
group2922	chr2block6	naja_thamnophis_naja_thamnophis_2_2_1_4_0
group2926	chr2block6	naja_thamnophis_naja_thamnophis_2_2_1_4_0
group2928	chr2block6	naja_thamnophis_naja_thamnophis_2_2_1_4_0
group2948	chr2block6	naja_thamnophis_naja_thamnophis_2_2_1_4_0
group2957	chr2block6	naja_thamnophis_naja_thamnophis_2_2_1_4_0
group2988	chr2block6	naja_thamnophis_naja_thamnophis_2_2_1_4_0
group3005	chr2block6	naja_thamnophis_naja_thamnophis_2_2_1_4_0
group3006	chr2block6	naja_thamnophis_naja_thamnophis_2_2_1_4_0
group3008	chr2block5	naja_thamnophis_naja_thamnophis_2_2_1_2_0
group3028	chr2block6	naja_thamnophis_naja_thamnophis_2_2_1_4_0
group3034	chr2block6	naja_thamnophis_naja_thamnophis_2_2_1_4_0
group3040	chr2block3	naja_thamnophis_naja_thamnophis_2_3_1_1_0
group3042	chr2block6	naja_thamnophis_naja_thamnophis_2_2_1_4_0
group3045	chr2block3	naja_thamnophis_naja_thamnophis_2_3_1_1_0
group3048	chr2block6	naja_thamnophis_naja_thamnophis_2_2_1_4_0
group3051	chr2block6	naja_thamnophis_naja_thamnophis_2_2_1_4_0
group3061	chr2block3	naja_thamnophis_naja_thamnophis_2_3_1_1_0
group3080	chr2block6	naja_thamnophis_naja_thamnophis_2_2_1_4_0
group3089	chr2block6	naja_thamnophis_naja_thamnophis_2_2_1_4_0
group3099	chr2block6	naja_thamnophis_naja_thamnophis_2_2_1_4_0
group3106	chr2block6	naja_thamnophis_naja_thamnophis_2_2_1_4_0
group38	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group60	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group85	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group101	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group119	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group147	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group162	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group166	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group241	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group242	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group259	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group289	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group295	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group297	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group298	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group322	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group325	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group345	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group357	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group370	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group397	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group402	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group417	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group444	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group458	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group461	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group465	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group478	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group487	chr3block1	naja_thamnophis_naja_thamnophis_3_11_1_1_0
group488	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group554	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group564	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group588	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group616	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group617	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group620	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group632	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group637	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group641	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group643	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group647	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group658	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group663	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group668	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group670	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group676	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group686	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group693	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group694	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group698	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group699	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group702	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group703	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group706	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group707	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group717	chr3block2	naja_thamnophis_naja_thamnophis_3_6_1_1_0
group721	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group728	chr3block2	naja_thamnophis_naja_thamnophis_3_6_1_1_0
group730	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group731	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group735	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group745	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group753	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group757	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group760	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group762	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group763	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group771	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group776	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group780	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group782	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group786	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group788	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group789	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group793	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group801	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group802	chr3block2	naja_thamnophis_naja_thamnophis_3_6_1_1_0
group811	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group819	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group838	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group841	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group846	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group858	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group859	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group862	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group864	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group892	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group901	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group912	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group922	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group926	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group927	chr3block1	naja_thamnophis_naja_thamnophis_3_11_1_1_0
group939	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group940	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group945	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group952	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group954	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group962	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group974	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group983	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group996	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group1000	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1005	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group1007	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1009	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group1012	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group1021	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1026	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1033	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group1041	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1056	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group1060	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1076	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group1082	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group1093	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1094	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1097	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1110	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group1115	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1118	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group1121	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1129	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1143	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1153	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1165	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group1166	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1170	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1172	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1175	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1176	chr3block1	naja_thamnophis_naja_thamnophis_3_11_1_1_0
group1179	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1180	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1192	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group1203	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1205	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group1206	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group1209	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1213	chr3block2	naja_thamnophis_naja_thamnophis_3_6_1_1_0
group1231	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1237	chr3block2	naja_thamnophis_naja_thamnophis_3_6_1_1_0
group1262	chr3block2	naja_thamnophis_naja_thamnophis_3_6_1_1_0
group1263	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1271	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1272	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1273	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1274	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group1286	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group1295	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1296	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group1297	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group1299	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group1302	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group1307	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group1316	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group1320	chr3block1	naja_thamnophis_naja_thamnophis_3_11_1_1_0
group1321	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group1326	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1329	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group1333	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1338	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1345	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group1348	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group1349	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1353	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group1361	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1369	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group1373	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group1379	chr3block2	naja_thamnophis_naja_thamnophis_3_6_1_1_0
group1387	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1392	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1395	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group1398	chr3block2	naja_thamnophis_naja_thamnophis_3_6_1_1_0
group1400	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group1401	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1402	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1407	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1408	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group1422	chr3block2	naja_thamnophis_naja_thamnophis_3_6_1_1_0
group1429	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group1432	chr3block2	naja_thamnophis_naja_thamnophis_3_6_1_1_0
group1433	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group1436	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1437	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group1442	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group1443	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1455	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1459	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group1466	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1471	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1475	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1480	chr3block2	naja_thamnophis_naja_thamnophis_3_6_1_1_0
group1501	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group1511	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group1520	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group1527	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group1530	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1552	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1553	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group1559	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group1560	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1566	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1585	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1592	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group1613	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group1625	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group1632	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1638	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group1655	chr3block1	naja_thamnophis_naja_thamnophis_3_11_1_1_0
group1656	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1663	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group1664	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group1670	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1671	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1699	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1700	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1717	chr3block1	naja_thamnophis_naja_thamnophis_3_11_1_1_0
group1721	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group1726	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group1750	chr3block2	naja_thamnophis_naja_thamnophis_3_6_1_1_0
group1758	chr3block2	naja_thamnophis_naja_thamnophis_3_6_1_1_0
group1760	chr3block1	naja_thamnophis_naja_thamnophis_3_11_1_1_0
group1762	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1763	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group1768	chr3block1	naja_thamnophis_naja_thamnophis_3_11_1_1_0
group1777	chr3block2	naja_thamnophis_naja_thamnophis_3_6_1_1_0
group1807	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1822	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group1838	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group1860	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group1872	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1923	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1945	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group1951	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group1955	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1958	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group1967	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group1985	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group2014	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group2027	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group2030	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group2036	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group2039	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group2048	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group2049	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group2057	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group2062	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group2073	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group2100	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group2110	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group2169	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group2171	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group2211	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group2273	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group2305	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group2332	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group2353	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group2359	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group2367	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group2377	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group2405	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group2421	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group2448	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group2471	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group2492	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group2534	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group2538	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group2550	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group2580	chr3block1	naja_thamnophis_naja_thamnophis_3_11_1_1_0
group2627	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group2629	chr3block1	naja_thamnophis_naja_thamnophis_3_11_1_1_0
group2722	chr3block2	naja_thamnophis_naja_thamnophis_3_6_1_1_0
group2724	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group2725	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group2753	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group2760	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group2814	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group2827	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group2861	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group2877	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group2892	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group2903	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group2941	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group2954	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group2975	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group2986	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group3011	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group3013	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group3021	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group3031	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group3050	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group3064	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group3067	chr3block4	naja_thamnophis_naja_thamnophis_3_5_1_1_0
group3094	chr3block3	naja_thamnophis_naja_thamnophis_3_8_1_1_0
group5	chr4block14	naja_thamnophis_naja_thamnophis_4_9_1_7_0
group11	chr4block11	naja_thamnophis_naja_thamnophis_4_9_1_1_0
group34	chr4block6	naja_thamnophis_naja_thamnophis_4_9_1_2_0
group37	chr4block14	naja_thamnophis_naja_thamnophis_4_9_1_7_0
group134	chr4block6	naja_thamnophis_naja_thamnophis_4_9_1_2_0
group160	chr4block1	naja_thamnophis_naja_thamnophis_4_10_1_1_0
group168	chr4block6	naja_thamnophis_naja_thamnophis_4_9_1_2_0
group177	chr4block14	naja_thamnophis_naja_thamnophis_4_9_1_7_0
group185	chr4block14	naja_thamnophis_naja_thamnophis_4_9_1_7_0
group204	chr4block14	naja_thamnophis_naja_thamnophis_4_9_1_7_0
