Thamnophis_sirtalis.locus	num.Species	CountCover	absolutePIS	percentPIS	mean.pident	pident.Thamnophis_sirtalis	pident.Anolis_carolinensis	pident.Gekko_japonicus	pident.Pogona_vitticeps	pident.Crotalus_horridus	pident.Crotalus_mitchellii	pident.Ophiophagus_hannah	pident.Pantherophis_guttatus	pident.Protobothrops_mucrosquamatus	pident.Python_bivittatus	pident.Vipera_berus	gene.name	locus.length.Thamnophis_sirtalis	mean.variable.sites	min.pident.all	min.pident.subgroup
NW_013657713.1:1661376-1664222	11	1242	174	14.01	81.65	100	76.15	72.98	69.07	80.63	80.63	89.34	90.07	81.16	75.64	82.46	NKTR	2846	0.18	69.07	75.64
NW_013659519.1:178073-178696	11	553	137	24.77	81.65	100	62.17	56.25	62.81	87.24	86.98	91.99	89.45	88.28	84.94	88.02	LOC106551899	623	0.18	56.25	84.94
NW_013657863.1:815017-815181	11	162	62	38.27	81.65	100	73.08	64.2	66.05	88.44	88.19	69.75	90.74	87.33	82.72	87.65	LOC106538784	164	0.18	64.2	69.75
NW_013659642.1:84639-84841	11	201	72	35.82	81.66	100	70.18	65.66	67.68	83.58	83.08	92.54	89.55	83.84	78.28	83.84	LOC106552399	202	0.18	65.66	78.28
NW_013659916.1:102997-103580	11	579	180	31.09	81.66	100	43.71	69.43	67.37	88.82	86.94	91.71	92.23	87.39	82.75	87.91	LOC106553255	583	0.18	43.71	82.75
NW_013658478.1:255636-255772	11	135	53	39.26	81.66	100	62.79	75	65.12	87.41	88.89	70.54	92.25	89.63	81.48	85.19	LOC106545780	136	0.18	62.79	70.54
NW_013657756.1:469642-469763	11	120	41	34.17	81.66	100	74.17	65.83	64.96	75	89.17	89.17	88.33	87.5	75.83	88.33	LOC106556477	121	0.18	64.96	75
NW_013658193.1:284161-284520	11	279	54	19.35	81.66	100	74.36	65.74	71.6	84.96	84.15	89.55	91.81	78.69	77.52	79.92	TATDN2	359	0.18	65.74	77.52
NW_013657761.1:17874-18320	11	438	140	31.96	81.67	100	65.45	69.77	66.67	86.07	86.07	86.15	86.81	88.13	77.16	86.07	LOC106556814	446	0.18	65.45	77.16
NW_013658140.1:128723-128860	11	138	35	25.36	81.67	100	73.98	72.46	58.12	84.06	84.78	86.82	89.13	82.61	84.5	81.88	LOC106542676	137	0.18	58.12	81.88
NW_013659247.1:128146-128308	11	162	56	34.57	81.67	100	62.35	62.96	67.28	85.19	85.19	92.59	93.08	85.19	79.63	84.91	LOC106550713	162	0.18	62.35	79.63
NW_013657891.1:884226-884416	11	191	66	34.55	81.67	100	61.83	64.37	69.54	86.77	86.24	86.56	91.4	85.19	78.84	87.63	LOC106539215	190	0.18	61.83	78.84
NW_013657847.1:697847-699541	11	969	237	24.46	81.68	100	65.88	68.06	68.46	85.35	85.55	87.38	90.54	85.66	76.88	84.73	LOC106538485	1694	0.18	65.88	76.88
NW_013658626.1:334499-334816	11	315	129	40.95	81.68	100	57.37	62.09	60.9	88.14	88.21	90.79	87.3	89.42	85.4	88.89	LOC106547029	317	0.18	57.37	85.4
NW_013657846.1:575494-575638	11	144	52	36.11	81.68	100	65.19	63.89	54.17	88.19	87.5	90.97	89.58	88.19	82.64	88.19	LOC106538457	144	0.18	54.17	82.64
NW_013658162.1:112609-112798	11	189	63	33.33	81.68	100	61.49	61.38	62.43	88.36	87.3	91.53	89.42	87.83	82.01	86.77	LOC106542907	189	0.18	61.38	82.01
NW_013659462.1:4241-4395	11	153	72	47.06	81.69	100	57.52	65.33	59.48	86.93	86.27	94.12	93.33	88.89	84.97	81.7	LOC106551680	154	0.18	57.52	81.7
NW_013661209.1:12692-13119	11	381	114	29.92	81.69	100	66.07	69.35	68.35	83.75	82.91	87.74	91.24	81.88	83.89	83.42	LOC106555868	427	0.18	66.07	81.88
NW_013659411.1:24094-24290	11	195	55	28.21	81.7	100	67.69	69.52	74.73	82.46	81.58	88.21	87.69	84.21	82.11	80.49	LOC106551480	196	0.18	67.69	80.49
NW_013657804.1:1068247-1069206	11	813	277	34.07	81.7	100	74.55	73.51	63.91	80.37	80.62	81.83	94.9	81.85	86.67	80.49	LOC106537682	959	0.18	63.91	80.37
NW_013659831.1:83848-84418	11	570	121	21.23	81.71	100	56.67	72.01	69.97	83.9	83.33	88.95	89.65	85.03	84.22	85.03	LOC106553007	570	0.18	56.67	83.33
NW_013659564.1:249108-249445	11	336	78	23.21	81.71	100	49.23	65	67.57	90.77	88.69	89.88	88.1	90.09	81.98	87.5	LOC106552094	337	0.18	49.23	81.98
NW_013657794.1:1165893-1166107	11	132	44	33.33	81.71	100	67.39	71.97	63.57	84.09	84.09	86.05	91.67	84.09	83.33	82.58	ITGB4	214	0.18	63.57	82.58
NW_013658804.1:183062-183224	11	159	58	36.48	81.72	100	62.7	63.64	57.45	87.58	86.42	89.31	91.36	88.24	81.25	90.97	MAP3K6	162	0.18	57.45	81.25
NW_013658440.1:352722-353002	11	279	98	35.13	81.72	100	65.59	65.59	67.38	85.66	86.74	87.1	87.81	86.74	79.57	86.74	PRSS53	280	0.18	65.59	79.57
NW_013657864.1:920254-920410	11	156	46	29.49	81.72	100	69.5	65.28	67.38	86.54	86.54	89.1	89.74	85.26	76.92	82.69	LOC106538797	156	0.18	65.28	76.92
NW_013657914.1:772557-773507	11	942	337	35.77	81.73	100	71.26	68.06	69.44	81.84	81.94	82.65	84.29	92.57	85.09	81.84	LOC106539584	950	0.18	68.06	81.84
NW_013658949.1:169749-170327	11	312	101	32.37	81.73	100	42.19	77.38	38.27	91.27	91.53	94.39	94.17	90.48	88.1	91.26	SETD5	578	0.18	38.27	88.1
NW_013657928.1:1038409-1039260	11	852	218	25.59	81.73	100	69.26	67.92	60.57	81.92	82.16	92.49	94.48	82.9	85.45	81.9	LOC106539805	851	0.18	60.57	81.9
NW_013657945.1:965768-966107	11	339	97	28.61	81.74	100	65.13	70.32	70.32	83.33	84.07	88.74	90.86	84.66	79.65	82.01	LOC106540084	339	0.18	65.13	79.65
NW_013658444.1:102836-103090	11	249	67	26.91	81.74	100	64.29	56.52	60.87	87.07	90.48	89.68	90.08	89.9	82.56	87.69	NBN	254	0.18	56.52	82.56
NW_013657694.1:1727396-1727923	11	392	115	29.34	81.74	100	60.46	67.66	58.5	89.81	89.81	90.26	90.24	86.86	80.26	85.3	LOC106539542	527	0.18	58.5	80.26
NW_013658767.1:207631-208011	11	381	141	37.01	81.74	100	61.52	62.43	64.5	90.03	90.81	90.55	71.65	90.55	86.61	90.51	LOC106548054	380	0.18	61.52	71.65
NW_013658417.1:41999-42205	11	207	42	20.29	81.74	100	73.81	69.05	71.54	83.57	83.09	85.99	90.82	81.82	76.39	83.09	LRRC47	206	0.18	69.05	76.39
NW_013660083.1:101194-101510	11	316	68	21.52	81.75	100	65.28	76.19	69.39	85.71	85.58	86.81	87.18	85.4	74.04	83.65	LOC106553763	316	0.18	65.28	74.04
NW_013659992.1:197616-197853	11	220	77	35	81.75	100	65.28	65.74	66.67	84.47	85.39	89.95	89.95	85.39	79.63	86.76	LRMP	237	0.18	65.28	79.63
NW_013657849.1:832602-832737	11	135	39	28.89	81.75	100	74.07	67.41	60.74	88.15	87.41	82.22	84.44	85.19	84.44	85.19	LOC106538516	135	0.18	60.74	82.22
NW_013658659.1:210629-210788	11	159	54	33.96	81.75	100	70.44	73.58	69.18	81.76	81.13	88.68	92.98	79.87	78.62	83.02	FIBCD1	159	0.18	69.18	78.62
NW_013660306.1:44925-45098	11	174	56	32.18	81.75	100	71.26	65.5	69.05	83.91	82.18	85.96	87.36	83.63	85.38	85.06	LOC106554333	173	0.18	65.5	82.18
NW_013657937.1:208186-208344	11	95	29	30.53	81.75	100	49.12	50.88	52.63	90.67	90.67	94.67	97.33	90.67	92	90.67	GTPBP6	158	0.18	49.12	90.67
NW_013658073.1:911801-914317	11	1047	211	20.15	81.75	100	65.69	43.53	44.36	92.17	92.15	94.49	94.78	92.48	86.86	92.79	MAP10	2516	0.18	43.53	86.86
NW_013657831.1:87435-87561	11	126	38	30.16	81.76	100	71.88	75.4	67.46	82.54	82.54	80.65	89.68	83.33	81.75	84.13	LOC106538212	126	0.18	67.46	80.65
NW_013659659.1:103938-104081	11	144	40	27.78	81.76	100	70.21	68.89	68.22	84.72	84.72	86.81	87.18	85.42	80.56	82.64	PIH1D2	143	0.18	68.22	80.56
NW_013659959.1:137066-138008	11	942	391	41.51	81.76	100	61.87	62.09	62.53	91.19	90.55	93.84	75.9	90.98	79.45	90.98	LOC106553358	942	0.18	61.87	75.9
NW_013657945.1:429364-429664	11	300	95	31.67	81.76	100	47.31	54.67	64.44	90.33	91	91.55	92.26	90.67	87.21	89.96	LOC106540069	300	0.18	47.31	87.21
NW_013659239.1:148374-148543	11	156	43	27.56	81.76	100	66.67	62.7	72.59	85.61	86.36	91.3	92.31	82.61	74.47	84.78	MGST1	169	0.18	62.7	74.47
NW_013659511.1:92617-92927	11	309	105	33.98	81.77	100	69.58	71.84	73.2	83.82	83.5	82.52	80.91	84.79	84.79	84.47	LOC106551869	310	0.18	69.58	80.91
NW_013658186.1:16078-16223	11	135	49	36.3	81.77	100	74.42	68.22	66.67	83.7	82.22	88.64	93.83	83.7	78.79	79.26	LOC106543133	145	0.18	66.67	78.79
NW_013658559.1:453824-454008	11	183	64	34.97	81.77	100	68.31	65.57	71.58	83.06	84.15	89.07	89.07	84.7	79.78	84.15	LOC106546531	184	0.18	65.57	79.78
NW_013659699.1:113909-115557	11	898	99	11.02	81.77	100	61.26	71.74	71.79	83.67	83.17	86	92.2	82.17	79.77	87.71	LOC106552592	1648	0.18	61.26	79.77
NW_013659613.1:61855-62247	11	392	70	17.86	81.77	100	66.08	66.08	73.25	85.96	72.22	90.85	91.83	86.58	79.23	87.39	LOC106552296	392	0.18	66.08	72.22
NW_013660046.1:86889-87680	11	792	136	17.17	81.77	100	58.85	67.97	62.04	91.41	92.03	92.3	92.42	91.67	71.11	79.68	LOC106553645	791	0.18	58.85	71.11
NW_013657716.1:1898276-1899202	11	927	353	38.08	81.77	100	51.74	73.97	57.73	92.56	92.13	82.63	76.27	92.34	87.92	92.23	LOC106545959	926	0.18	51.74	76.27
NW_013659615.1:195457-195617	11	159	56	35.22	81.77	100	64.1	67.95	67.95	89.31	80.77	91.67	89.94	86.54	82.05	79.25	LOC106552300	160	0.18	64.1	79.25
NW_013660365.1:83458-83644	11	186	52	27.96	81.77	100	66.67	72.22	67.21	83.33	83.87	90.2	89.25	82.26	81.72	82.8	LOC106554465	186	0.18	66.67	81.72
NW_013658912.1:252407-252626	11	219	70	31.96	81.78	100	68.23	61.02	61.98	86.3	86.3	89.04	92.59	85.84	84.02	84.26	IL12RB2	219	0.18	61.02	84.02
NW_013658379.1:96055-96240	11	177	61	34.46	81.78	100	58.33	74.24	57.45	83.05	83.91	94.25	94.35	83.62	86.21	84.18	LOC106544978	185	0.18	57.45	83.05
NW_013657828.1:919905-920205	11	294	91	30.95	81.78	100	70.97	68.73	73.4	83.85	83.85	84.95	90.38	83.67	79.04	80.76	LOC106538130	300	0.18	68.73	79.04
NW_013658374.1:568880-569058	11	177	51	28.81	81.78	100	74.58	81.92	66.67	68.33	68.33	94.92	94.92	69.17	91.53	89.27	LOC106544933	178	0.18	66.67	68.33
NW_013657920.1:940661-941580	11	483	68	14.08	81.79	100	74.75	77.78	88.89	79.63	79.37	82.14	88.75	78.41	70.16	79.79	AUNIP	919	0.18	70.16	70.16
NW_013658984.1:58518-58807	11	288	83	28.82	81.79	100	63.33	63.47	63.01	86.11	86.46	88.19	89.58	86.46	84.85	88.19	HEPH	289	0.18	63.01	84.85
NW_013660269.1:53142-53618	11	387	112	28.94	81.79	100	69.9	71.84	65.87	83.46	82.95	90.48	91.8	84.5	73.81	85.07	WHSC1	476	0.18	65.87	73.81
NW_013657847.1:661681-663210	11	1458	340	23.32	81.79	100	66.84	69.62	71.37	85.92	83.21	87.4	89.12	83.92	78.03	84.27	LOC106538492	1529	0.18	66.84	78.03
NW_013658160.1:191669-192011	11	339	97	28.61	81.79	100	37.17	70.75	75.52	87.02	86.73	90.56	93.22	87.02	85.29	86.43	FBXL22	342	0.18	37.17	85.29
NW_013657729.1:830957-831117	11	159	50	31.45	81.8	100	59.83	63.19	66.04	87.42	86.79	83.65	93.71	89.31	79.87	89.94	LOC106549301	160	0.18	59.83	79.87
NW_013659274.1:33899-35763	11	1080	122	11.3	81.8	100	62.32	60.7	59.41	89.12	88.03	89.77	91.3	89.66	80.2	89.25	ETAA1	1864	0.18	59.41	80.2
NW_013658563.1:449459-450493	11	852	132	15.49	81.8	100	69.42	74.9	68.42	81.96	82.75	87.19	88.96	86.1	75.6	84.5	LOC106546568	1034	0.18	68.42	75.6
NW_013658550.1:495237-495512	11	276	76	27.54	81.8	100	61.54	63.64	79.41	82.97	83.33	89.04	92.03	83.7	80.8	83.33	KCNE3	275	0.18	61.54	80.8
NW_013659541.1:91522-94122	11	1770	331	18.7	81.81	100	68.25	67.8	67.69	81.69	87.59	87.97	88.3	87.88	78.15	84.59	CCDC87	2600	0.18	67.69	78.15
NW_013660169.1:35097-35821	11	390	139	35.64	81.81	100	78.95	45.63	44.87	90.62	90.1	90.75	91.72	90.89	87.13	89.27	PEAK1	724	0.18	44.87	87.13
NW_013658970.1:156746-157248	11	480	128	26.67	81.81	100	70.54	65.44	68.79	84.58	85	88.54	89.38	83.75	81.21	82.71	IDS	502	0.18	65.44	81.21
NW_013657961.1:509351-509655	11	237	72	30.38	81.81	100	68.03	65.45	66.06	83.97	82.7	91.56	91.14	85.65	79.32	86.08	LOC106540383	304	0.18	65.45	79.32
NW_013658133.1:607788-607954	11	165	47	28.48	81.82	100	69.7	72.73	74.55	83.03	82.42	85.45	81.82	84.24	84.85	81.21	DPP7	166	0.18	69.7	81.21
NW_013658365.1:307924-308052	11	126	53	42.06	81.82	100	64.29	74.6	76.19	84.92	84.92	66.67	92.86	84.92	84.13	86.51	THOP1	128	0.18	64.29	66.67
NW_013658510.1:40361-40588	11	225	69	30.67	81.82	100	73.78	69.7	69.44	81.78	81.33	88.89	86.22	82.22	83.11	83.56	DMXL2	227	0.18	69.44	81.33
NW_013658140.1:145253-145449	11	196	57	29.08	81.82	100	62.22	65.93	67.5	85.64	86.24	90.26	88.72	85.13	80.21	88.21	LOC106542674	196	0.18	62.22	80.21
NW_013658071.1:430611-431276	11	381	85	22.31	81.82	100	71.26	70.41	73.03	79.53	79.17	91.76	94.2	80.41	78.93	81.36	MKI67	665	0.18	70.41	78.93
NW_013658331.1:309242-309412	11	171	53	30.99	81.83	100	64.88	50.6	67.84	87.72	88.3	89.47	84.62	90.64	85.96	90.06	RNH1	170	0.18	50.6	84.62
NW_013659495.1:225551-226358	11	777	141	18.15	81.83	100	64	60.54	68.36	86.2	85.55	87.48	89	88.02	84.9	86.07	TNFRSF11A	807	0.18	60.54	84.9
NW_013659214.1:10210-10755	11	525	153	29.14	81.83	100	57.75	75.24	74.81	83.81	84.19	82.67	82.63	84.38	86.1	88.57	LOC106550576	545	0.18	57.75	82.63
NW_013661188.1:38095-38316	11	216	58	26.85	81.83	100	71.79	60.32	68.75	84.72	84.26	91.32	90.41	84.72	82.39	81.48	ITGB1BP2	221	0.18	60.32	81.48
NW_013659883.1:63482-63694	11	213	63	29.58	81.83	100	65.41	62.89	58.17	85.92	84.51	89.67	93.43	85.45	87.42	87.32	LOC106553151	212	0.18	58.17	84.51
NW_013657878.1:732348-732509	11	162	54	33.33	81.84	100	73.46	75.93	51.11	82.72	84.57	90.12	89.51	82.1	84.57	86.16	LOC106539016	161	0.18	51.11	82.1
NW_013657874.1:1040210-1040763	11	387	79	20.41	81.84	100	66.67	71.11	60.53	83.33	82.73	92.05	93.72	82.95	80.78	86.41	USP54	553	0.18	60.53	80.78
NW_013661440.1:4234-5804	11	1452	324	22.31	81.84	100	70.25	73.52	72.98	83.47	83.2	84.38	87.19	83.47	78.1	83.71	LOC106556133	1570	0.18	70.25	78.1
NW_013657980.1:860038-860220	11	181	58	32.04	81.85	100	67.22	65.56	67.22	85.06	83.91	92.22	92.78	85.88	80	80.56	LOC106540604	182	0.18	65.56	80
NW_013658525.1:460530-460745	11	216	74	34.26	81.85	100	62.5	62.96	55.56	88.43	88.26	93.43	92.02	90.14	79.78	87.32	LOC106546210	215	0.18	55.56	79.78
NW_013658498.1:269954-270142	11	189	49	25.93	81.85	100	76.1	75.31	73.46	82.54	83.6	83.07	85.06	82.01	77.78	81.48	OLFML2A	188	0.18	73.46	77.78
NW_013658057.1:511607-511782	11	175	42	24	81.86	100	69.01	39.66	70.11	90.23	90.23	88.89	89.66	89.08	85.06	88.51	LEKR1	175	0.18	39.66	85.06
NW_013658252.1:436628-437201	11	573	229	39.97	81.86	100	58.46	64.46	59.82	73.47	72.6	95.74	96.72	93.26	91.62	94.3	LOC106543786	573	0.18	58.46	72.6
NW_013657823.1:735118-736841	11	807	65	8.05	81.86	100	80.43	57.64	63.83	89.33	88.58	89.89	85.45	90.26	66.88	88.2	LOC106538034	1723	0.18	57.64	66.88
NW_013657756.1:181323-181626	11	303	81	26.73	81.86	100	36.48	74.92	70.3	89.44	89.11	88.12	93.4	89.11	80.86	88.78	VMO1	303	0.18	36.48	80.86
NW_013657844.1:73132-73428	11	294	92	31.29	81.86	100	74.04	75.38	70.65	82.31	82.65	84.21	82.99	81.75	84.21	82.31	LOC106538418	296	0.18	70.65	81.75
NW_013657917.1:1173358-1173528	11	169	65	38.46	81.87	100	67.86	63.52	72.02	84.26	86.06	87.27	90.48	85.12	78.57	85.45	LOC106539632	170	0.18	63.52	78.57
NW_013659231.1:34851-35522	11	669	113	16.89	81.88	100	69.17	63.07	69.74	84.86	84.7	89.29	90.03	85.35	76.88	87.56	LOC106550641	671	0.18	63.07	76.88
NW_013657745.1:1322525-1322656	11	132	49	37.12	81.88	100	59.46	65.87	65.87	88.64	87.88	84.85	91.47	89.39	75	92.25	LOC106553340	131	0.18	59.46	75
NW_013662068.1:3184-3583	11	213	56	26.29	81.88	100	63.64	35.34	64.62	89.08	90.8	94.35	92.64	90.23	90.34	89.66	LOC106556561	399	0.18	35.34	89.08
NW_013658662.1:456134-456275	11	138	45	32.61	81.88	100	60.74	71.11	67.41	86.96	86.96	84.06	87.68	87.68	81.88	86.23	LOC106547295	141	0.18	60.74	81.88
NW_013659570.1:137347-137658	11	309	106	34.3	81.88	100	70.23	69.31	67.66	83.5	85.37	88.35	90.04	82.52	80.58	83.17	MRPL40	311	0.18	67.66	80.58
NW_013658986.1:320571-321258	11	342	88	25.73	81.88	100	61.84	59.16	69.05	87.43	86.55	89.51	88.02	90.48	83.02	85.67	POLG2	687	0.18	59.16	83.02
NW_013658556.1:485962-486237	11	273	100	36.63	81.89	100	72.22	65.93	67.4	84.62	82.05	86.81	86.08	86.45	82.42	86.81	LOC106546495	275	0.18	65.93	82.05
NW_013657723.1:478329-478623	11	294	71	24.15	81.89	100	38.53	74.51	81.63	84.69	85.37	91.16	90.48	84.35	84.69	85.37	PVRL4	294	0.18	38.53	84.35
NW_013658423.1:64487-64630	11	141	42	29.79	81.89	100	65.25	69.5	68.09	87.23	87.23	83.33	89.39	86.52	80.56	83.69	CATSPER4	143	0.18	65.25	80.56
NW_013659084.1:182993-184566	11	1101	262	23.8	81.89	100	65.19	68.13	62.47	86.01	85.74	88.34	90.39	85.56	82.9	86.1	ITPRIPL1	1573	0.18	62.47	82.9
NW_013658016.1:350574-350694	11	120	43	35.83	81.89	100	69.17	70	74.17	80	80	87.5	90	81.67	84.17	84.17	PLD3	120	0.18	69.17	80
NW_013659106.1:36708-37696	11	981	319	32.52	81.9	100	56.94	61.19	58.86	88.79	88.48	92.15	93.22	88.48	85.35	87.46	LOC106549996	988	0.18	56.94	85.35
NW_013657939.1:347100-347220	11	120	41	34.17	81.9	100	66.67	31.31	65	92.5	92.5	92.5	89.17	93.33	85.47	92.5	FAM227A	120	0.18	31.31	85.47
NW_013659735.1:53525-54871	11	1347	327	24.28	81.91	100	69.62	60.45	66.41	85.89	86.12	90.05	90.71	85.67	79.89	86.23	LOC106552687	1346	0.18	60.45	79.89
NW_013660880.1:30188-30379	11	189	58	30.69	81.91	100	73.54	67.2	71.96	84.13	79.37	84.13	88.89	85.19	80.95	85.71	LOC106555378	191	0.18	67.2	79.37
NW_013658733.1:212232-213167	11	924	322	34.85	81.91	100	61.65	71.3	63.05	93.68	69.92	70.3	93.93	92.95	91.22	93.06	LOC106547798	935	0.18	61.65	69.92
NW_013657769.1:481177-482697	11	1065	90	8.45	81.92	100	63.58	67.74	73.23	82.83	84.05	90.03	89.66	85.26	80.26	84.43	LOC106557014	1520	0.18	63.58	80.26
NW_013662434.1:1802-1996	11	195	74	37.95	81.92	100	75.38	71.28	72.82	71.28	71.28	89.74	89.29	89.23	83.08	87.69	LOC106556643	194	0.18	71.28	71.28
NW_013662440.1:3915-4109	11	195	74	37.95	81.92	100	75.38	71.28	72.82	71.28	71.28	89.74	89.29	89.23	83.08	87.69	LOC106556644	194	0.18	71.28	71.28
NW_013659818.1:3729-3968	11	240	81	33.75	81.92	100	62.87	64.98	64.56	87.87	91.45	86.32	85	87.08	79.32	91.67	LOC106552950	239	0.18	62.87	79.32
NW_013658246.1:88394-89097	11	183	41	22.4	81.92	100	68.18	41.67	83.33	87.78	86.67	90.33	86.27	86.11	85.56	85.25	TBX3	703	0.18	41.67	85.25
NW_013657703.1:1651564-1651766	11	201	59	29.35	81.93	100	67.25	73.22	73.23	82.59	83.08	88.06	86.07	83.58	82.51	81.59	LOC106542578	202	0.18	67.25	81.59
NW_013661234.1:10882-11008	11	126	52	41.27	81.93	100	61.11	72.5	70.83	77.24	80.16	94.31	87.3	80.95	84.13	92.68	LOC106555912	126	0.18	61.11	77.24
NW_013660958.1:20515-22121	11	1380	562	40.72	81.93	100	56.9	63.26	67.61	91.67	91.67	92.26	68.36	91.54	85.29	92.67	LOC106555507	1606	0.18	56.9	68.36
NW_013658270.1:26439-26948	11	507	140	27.61	81.93	100	63.95	67.22	65.51	89.68	88.89	85.04	83.43	90.34	80.32	86.88	LOC106543988	509	0.18	63.95	80.32
NW_013660719.1:52283-52478	11	195	53	27.18	81.93	100	69.52	60.61	67.54	85.64	85.13	87.18	93.85	84.1	81.54	86.15	LOC106555122	195	0.18	60.61	81.54
NW_013658188.1:245105-245256	11	151	59	39.07	81.93	100	74.67	72.67	72.92	65.31	90	89.33	92	92	87.07	65.31	HSPG2	151	0.18	65.31	65.31
NW_013658681.1:183234-183383	11	150	47	31.33	81.94	100	59.03	73.33	73.33	87.33	87.33	71.57	90	87.33	84.72	87.33	LOC106547431	149	0.18	59.03	71.57
NW_013659601.1:141471-141632	11	159	54	33.96	81.94	100	67.97	69.28	67.41	86.16	85.53	85.53	88.05	88.05	78.43	84.91	IL17RC	161	0.18	67.41	78.43
NW_013657769.1:467055-467204	11	150	54	36	81.94	100	56.67	65.33	64.67	88.67	88.67	92.67	93.33	86	76	89.33	LOC106557005	149	0.18	56.67	76
NW_013657689.1:1064764-1065316	11	397	117	29.47	81.94	100	60.29	62.87	60.29	92.88	72.22	95.51	97	93.63	72.63	94.01	LOC106537964	552	0.18	60.29	72.22
NW_013657982.1:795309-795459	11	150	46	30.67	81.94	100	64.67	70.37	61.9	85.33	85.33	86	89.33	86	87.76	84.67	IL10RA	150	0.18	61.9	84.67
NW_013658160.1:696218-697032	11	491	88	17.92	81.94	100	59.39	65.42	34.97	91.62	91.41	94.68	95.93	91.62	85.89	90.45	WDR72	814	0.18	34.97	85.89
NW_013659912.1:50236-51195	11	960	368	38.33	81.95	100	63.08	61.76	63.74	90.59	83.55	90.37	81.6	90.52	84.9	91.35	LOC106553241	959	0.18	61.76	81.6
NW_013660517.1:35953-36156	11	201	61	30.35	81.95	100	73.13	70.15	70.15	82.59	82.59	90.05	88.56	82.59	79.1	82.59	LOC106554759	203	0.18	70.15	79.1
NW_013657729.1:297491-297719	11	168	66	39.29	81.95	100	61.54	54.76	56.74	93.33	92.59	90.69	89.71	91.85	80.67	89.63	LOC106549331	228	0.18	54.76	80.67
NW_013658787.1:160254-160425	11	105	27	25.71	81.96	100	72.73	70.71	76.77	74.75	74.75	99.05	95	74.75	88.33	74.75	LOC106548176	171	0.18	70.71	74.75
NW_013660972.1:17001-17602	11	532	53	9.96	81.97	100	43.95	70.51	77.3	87.5	87.5	90.91	91.38	87.5	78.85	86.22	LOC106555535	601	0.18	43.95	78.85
NW_013658436.1:185835-186029	11	192	43	22.4	81.97	100	69.14	70.45	74.81	83.33	84.38	86.79	91.15	83.33	79.59	78.65	LOC106545462	194	0.18	69.14	78.65
NW_013657893.1:676044-676970	11	609	65	10.67	81.97	100	77.33	78.35	35.06	86.51	86.51	89.23	89.24	87.3	86.58	85.6	ZNF488	926	0.18	35.06	85.6
NW_013658884.1:272848-273136	11	288	103	35.76	81.98	100	67.12	64.93	73.25	82.64	82.29	96.44	93.4	83.68	79.86	78.12	LOC106548766	288	0.18	64.93	78.12
NW_013658737.1:269515-270662	11	1125	344	30.58	81.98	100	65.09	62.89	61.71	87.85	87.63	90.01	89.51	88.44	81.65	86.97	LOC106547841	1147	0.18	61.71	81.65
NW_013658856.1:165422-165600	11	144	37	25.69	81.98	100	74.31	73.61	75	83.33	81.25	90.15	76.19	82.64	79.86	85.42	LOC106548587	178	0.18	73.61	76.19
NW_013659008.1:100660-105456	11	2071	529	25.54	81.98	100	36.23	37.53	79.45	91.51	91.45	94.11	94.37	92.6	91.44	93.11	HIVEP3	4796	0.18	36.23	91.44
NW_013661988.1:6940-7171	11	231	61	26.41	81.98	100	74.47	63.98	73.33	82.25	81.37	89.61	90.91	82.25	82.25	81.39	LOC106556529	231	0.18	63.98	81.37
NW_013660644.1:31697-32800	11	927	214	23.09	81.99	100	71.52	70.89	73	85.01	85.27	87.36	87.52	85.22	71.72	84.36	LOC106554991	1103	0.18	70.89	71.72
NW_013658053.1:160118-160279	11	156	47	30.13	81.99	100	69.23	69.87	69.87	82.05	82.35	91.03	89.1	82.35	82.05	83.97	LOC106541579	161	0.18	69.23	82.05
NW_013657819.1:983409-984298	11	545	97	17.8	81.99	100	38.35	73.25	41.04	93.09	92.63	93.02	94.79	92.61	90.67	92.45	CNST	889	0.18	38.35	90.67
NW_013659906.1:43624-43851	11	228	82	35.96	81.99	100	63.73	64.22	64.22	86.34	88.13	85.53	91.89	86.4	86.84	84.65	LOC106553215	227	0.18	63.73	84.65
NW_013661259.1:10932-11118	11	183	58	31.69	82	100	72.13	67.21	77.4	86.89	86.89	85.79	89.07	84.7	84.7	67.26	LOC106555949	186	0.18	67.21	67.26
NW_013658270.1:364859-365017	11	159	47	29.56	82.01	100	64.74	72.55	70.44	85.53	84.91	88.68	86.79	85.53	77.36	85.53	PON2	158	0.18	64.74	77.36
NW_013658089.1:537031-537181	11	150	50	33.33	82.01	100	56.76	68.67	69.33	86	86.67	90.67	90.67	85.33	82	86	CCBL1	150	0.18	56.76	82
NW_013657705.1:1981382-1982059	11	381	126	33.07	82.01	100	64.39	61.2	61.47	86.83	86.56	90.55	92.13	88.17	84.25	86.55	FASTKD2	677	0.18	61.2	84.25
NW_013658285.1:22025-22151	11	123	47	38.21	82.01	100	76.92	68.33	61.67	86.99	84.55	76.42	93.16	87.8	74.8	91.45	LOC106544106	126	0.18	61.67	74.8
NW_013657829.1:1268742-1269368	11	627	165	26.32	82.02	100	62.93	68.99	70.29	85.81	85.17	87.88	89.95	85.01	79.43	86.76	ADAMTS4	626	0.18	62.93	79.43
NW_013660064.1:4368-4859	11	270	94	34.81	82.02	100	72.38	71.6	77.48	77.41	78.15	90	91.85	80.37	81.12	81.85	LOC106553706	491	0.18	71.6	77.41
