target.locus	gene	mRNA	CDS	subject.NCBI.coordinates	accession.homolog	subject.start.homolog	subject.end.homolog	subject.contig.sense	Gene.ID	Gene.Name	Gene.Range	Gene.target.Sense	mRNA.Range	mRNA.target.Sense	CDS.Range	CDS.target.Sense	CDS_codon_start	target_codon_start
WeinellEntry1759	yes	yes	yes	NW_013659570.1:140271-140511	NW_013659570.1	140271	140511	1	106552142	LOC106552142	<1..>241	-1	<1..>185;<1..>185	-1;-1	57..>185;57..>185	-1;-1	1;1	3;3
WeinellEntry1760	yes	yes	yes	NW_013658730.1:222136-222376	NW_013658730.1	222136	222376	1	106547771	FUK	<1..>241	1	<35..>206	1	<35..>206	1	1	2
WeinellEntry1761	yes	yes	yes	NW_013658014.1:836682-837042	NW_013658014.1	836682	837042	1	106541037	LOC106541037	<1..>361	-1	<38..>324	-1	<38..>324	-1	1	2
WeinellEntry1762	yes	yes	yes	NW_013659681.1:134299-134539	NW_013659681.1	134299	134539	1	106552540	LOC106552540	<1..>241	1	<31..>210	1	<31..>210	1	2	2
WeinellEntry1763	yes	yes	yes	NW_013659795.1:51009-52449	NW_013659795.1	51009	52449	1	106552863	LOC106552863	<1..>1441	1	<1..>1441	1	31..1410	1	1	1
WeinellEntry1765	yes	yes	yes	NW_013658315.1:29653-30253	NW_013658315.1	29653	30253	1	106544415	LOC106544415	16..585	-1	16..585	-1	16..585	-1	1	2
WeinellEntry1766	yes	yes	yes	NW_013658326.1:363057-364617	NW_013658326.1	363057	364617	1	106544537	MCM9	<1..>1561	-1	<1..>1511	-1	50..>1511	-1	2	1
WeinellEntry1767	yes	yes	yes	NW_013657808.1:920570-920810	NW_013657808.1	920570	920810	1	106537760	FAM13C	<1..>241	1	<20..>222	1	<20..>222	1	—	–
WeinellEntry1768	yes	yes	yes	NW_013657960.1:575262-575502	NW_013657960.1	575262	575502	1	106540356	LOC106540356	<1..>241	1	<31..>211	1	<31..>211	1	1	1
WeinellEntry1769	yes	yes	yes	NW_013657862.1:890325-890805	NW_013657862.1	890325	890805	1	106538772	AGRN	<1..>481	-1	<55..>426	-1	<55..>426	-1	3	1
WeinellEntry1770	yes	yes	yes	NW_013658274.1:568301-569261	NW_013658274.1	568301	569261	1	106544021	EVI2B	<1..>961	1	<40..>961	1	60..902	1	1	3
WeinellEntry1773	yes	yes	yes	NW_013658480.1:342597-342837	NW_013658480.1	342597	342837	1	106545802	NCMAP	<1..>241	-1	<1..>194	-1	47..>194	-1	2	1
WeinellEntry1774	yes	yes	yes	NW_013659475.1:204091-205291	NW_013659475.1	204091	205291	1	106551737	LOC106551737	51..1151	-1	51..1151	-1	51..1151	-1	1	3
WeinellEntry1775	yes	yes	yes	NW_013658359.1:586491-586731	NW_013658359.1	586491	586731	1	106544768	LGALS4	<20..>241	1	<20..>222	1	<20..>222	1	3	1
WeinellEntry1776	yes	yes	yes	NW_013658041.1:572785-573025	NW_013658041.1	572785	573025	1	106541413	NCAPG2	<1..>241	-1	<27..>214	-1	<27..>214	-1	3	3
WeinellEntry1777	yes	yes	yes	NW_013660188.1:93914-94154	NW_013660188.1	93914	94154	1	106554027	LOC106554027	<1..>241	1	<48..>241	1	<48..193	1	3	2
WeinellEntry1778	yes	yes	yes	NW_013660041.1:88907-89507	NW_013660041.1	88907	89507	1	106553628	LOC106553628	<1..>544	-1	<58..>544	-1	<58..>544	-1	2	2
WeinellEntry1779	yes	yes	yes	NW_013657739.1:1130240-1130480	NW_013657739.1	1130240	1130480	1	106551600	SLX4	<1..>241	1	<36..>205	1	<36..>205	1	1	3
WeinellEntry1780	yes	yes	yes	NW_013658065.1:165356-165596	NW_013658065.1	165356	165596	1	106541723	XRCC4	<1..>241	1	<49..>193;<49..>193;<49..>193	1;1;1	<49..>193;<49..>193;<49..>193	1;1;1	3;3;3	3;3;3
WeinellEntry1781	yes	yes	yes	NW_013659584.1:144068-144308	NW_013659584.1	144068	144308	1	106552186	LOC106552186	<1..241	1	<36..241	1	<36..205	1	3	2
WeinellEntry1782	yes	yes	yes	NW_013657967.1:10213-10453	NW_013657967.1	10213	10453	1	106540449	CARD9	<1..>241	-1	<25..>216	-1	<25..>216	-1	1	2
WeinellEntry1783	yes	yes	yes	NW_013657847.1:743057-743297	NW_013657847.1	743057	743297	1	106538496	CCDC13	<1..>241	1	<44..>198	1	<44..>198	1	2	3
WeinellEntry1784	yes	yes	yes	NW_013658748.1:411137-412097	NW_013658748.1	411137	412097	1	106547917	LOC106547917	<1..>961	1	<39..>922	1	<39..>922	1	3	2
WeinellEntry1785	yes	yes	yes	NW_013659012.1:86529-86769	NW_013659012.1	86529	86769	1	106549528;106549527	LOC106549528;LOC106549527	<1..>241;<1..>241	1;-1	<58..>184;<58..>184;<58..>184;<58..>184	-1;-1;-1;-1	<58..>184;<58..>184;<58..>184;<58..>184	-1;-1;-1;-1	1;1;1;1	1;1;1;1
WeinellEntry1786	yes	yes	yes	NW_013660679.1:50514-51834	NW_013660679.1	50514	51834	1	106555056	TOR4A	<1..>1321	1	<36..>1321	1	<36..1285	1	3	2
WeinellEntry1787	yes	yes	yes	NW_013660037.1:103112-103472	NW_013660037.1	103112	103472	1	106553620	LOC106553620	<1..>361	1	<57..>361	1	<57..305	1	1	3
WeinellEntry1788	yes	yes	yes	NW_013658787.1:376900-377140	NW_013658787.1	376900	377140	1	106548179	LOC106548179	<1..>241	1	<7..>234	1	<7..>234	1	1	1
WeinellEntry1789	yes	yes	yes	NW_013657690.1:1815789-1816389	NW_013657690.1	1815789	1816389	1	106538571;106538578	APBB1IP;LOC106538578	<1..>601;<1..>601	1;-1	<36..>601	1	<36..566	1	1	3
WeinellEntry1790	yes	yes	yes	NW_013661604.1:7513-7753	NW_013661604.1	7513	7753	1	106556277	LOC106556277	<1..>241	-1	<51..>190	-1	<51..>190	-1	1	1
WeinellEntry1791	yes	yes	yes	NW_013658324.1:402818-403058	NW_013658324.1	402818	403058	1	106544513	LOC106544513	<1..>241	1	<45..>197	1	<45..>197	1	2	1
WeinellEntry1792	yes	yes	yes	NW_013659327.1:74152-74992	NW_013659327.1	74152	74992	1	106551099	LOC106551099	<1..>841	1	<1..>809	1	33..>809	1	1	3
WeinellEntry1793	yes	yes	yes	NW_013657739.1:1099446-1099686	NW_013657739.1	1099446	1099686	1	106551590	LOC106551590	<1..>241	1	<38..>204	1	<38..>204	1	1	2
WeinellEntry1794	yes	yes	yes	NW_013658252.1:356410-357370	NW_013658252.1	356410	357370	1	106543779	LOC106543779	10..951	-1	10..951	-1	10..951	-1	1	2
WeinellEntry1795	yes	yes	yes	NW_013659173.1:296729-296969	NW_013659173.1	296729	296969	1	106550352	LOC106550352	<1..>241	1	<58..>183	1	<58..>183	1	3	3
WeinellEntry1796	yes	yes	yes	NW_013658525.1:472871-473831	NW_013658525.1	472871	473831	1	106546201	LOC106546201	7..954	-1	7..954	-1	7..954	-1	1	2
WeinellEntry1797	yes	yes	yes	NW_013658548.1:448151-448271	NW_013658548.1	448151	448271	1	106546419	LOC106546419	<1..>121	1	<1..>121	1	<1..>121	1	3	3
WeinellEntry1798	yes	yes	yes	NW_013660165.1:104286-104526	NW_013660165.1	104286	104526	1	106553969	TRAF1	<1..209	-1	<32..209	-1	<32..209	-1	1	3
WeinellEntry1799	yes	yes	yes	NW_013658186.1:24292-25612	NW_013658186.1	24292	25612	1	106543134	LOC106543134	55..1314	-1	55..1314	-1	55..1266	-1	1	2
WeinellEntry1802	yes	yes	yes	NW_013657715.1:1183683-1183923	NW_013657715.1	1183683	1183923	1	106545853	ADGRF5	<1..>241	1	<31..>210	1	<31..>210	1	1	1
WeinellEntry1803	yes	yes	yes	NW_013657831.1:263302-264022	NW_013657831.1	263302	264022	1	106538206	LOC106538206	10..>721	-1	10..>711	-1	10..>711	-1	1	2
WeinellEntry1804	yes	yes	yes	NW_013659183.1:13279-14119	NW_013659183.1	13279	14119	1	106550410	TOX4	<1..>841	1	<51..>790	1	<51..>790	1	1	3
WeinellEntry1805	yes	yes	yes	NW_013659328.1:159628-159988	NW_013659328.1	159628	159988	1	106551101	LOC106551101	<1..324	1	<37..324	1	<37..324	1	1	1
WeinellEntry1806	yes	yes	yes	NW_013657875.1:570110-570470	NW_013657875.1	570110	570470	1	106538976	LOC106538976	<1..>361	-1	<20..>341	-1	<20..>341	-1	1	3
WeinellEntry1807	yes	yes	yes	NW_013659809.1:122507-122747	NW_013659809.1	122507	122747	1	106552925	TRIP4	<1..>241	-1	<59..>182	-1	<59..>182	-1	—	–
WeinellEntry1808	yes	yes	yes	NW_013657804.1:809465-810065	NW_013657804.1	809465	810065	1	106537663	LOC106537663	12..590	-1	12..590	-1	12..590	-1	1	3
WeinellEntry1809	yes	yes	yes	NW_013658354.1:354173-355493	NW_013658354.1	354173	355493	1	106544729	CLMN	<1..>1321	1	<31..>1290	1	<31..>1290	1	1	1
WeinellEntry1810	yes	yes	yes	NW_013659154.1:72481-73201	NW_013659154.1	72481	73201	1	106550267	FGL2	<1..686	-1	<50..686	-1	<50..671	-1	1	3
WeinellEntry1811	yes	yes	yes	NW_013658631.1:146029-146389	NW_013658631.1	146029	146389	1	106547068	ZNF683	<1..>361	1	<55..>307	1	<55..>307	1	1	1
WeinellEntry1812	yes	yes	yes	NW_013659744.1:189454-191494	NW_013659744.1	189454	191494	1	106552723	TICAM1	<1..>2041	1	<1..>2041	1	30..2012	1	1	3
WeinellEntry1813	yes	yes	yes	NW_013658071.1:6158-7118	NW_013658071.1	6158	7118	1	106541801	LOC106541801	<1..>961	-1	<46..>961	-1	<46..916	-1	1	1
WeinellEntry1814	yes	yes	yes	NW_013661254.1:39696-40296	NW_013661254.1	39696	40296	1	106555942	ZNF619	<1..>594	-1	<1..>594	-1	8..>594	-1	3	1
WeinellEntry1826	yes	yes	yes	NW_013658125.1:617282-617642	NW_013658125.1	617282	617642	1	106542452	LOC106542452	<1..>361	-1	<43..>318	-1	<43..>318	-1	3	1
WeinellEntry1830	yes	yes	yes	NW_013658448.1:274138-274498	NW_013658448.1	274138	274498	1	106545552	LOC106545552	<1..>361	-1	<43..>318	-1	<43..>318	-1	3	1
WeinellEntry1831	yes	yes	yes	NW_013658448.1:272329-272689	NW_013658448.1	272329	272689	1	106545552	LOC106545552	<1..>361	-1	<40..>321	-1	<40..>321	-1	3	1
WeinellEntry1832	yes	yes	yes	NW_013658549.1:434888-435248	NW_013658549.1	434888	435248	1	106546432	LOC106546432	<1..>361	1	<58..>303	1	<58..>303	1	3	3
WeinellEntry1834	yes	yes	yes	NW_013658549.1:436542-437022	NW_013658549.1	436542	437022	1	106546432	LOC106546432	<1..453	1	<29..453	1	<29..453	1	3	1
WeinellEntry1835	yes	yes	yes	NW_013658549.1:454185-454665	NW_013658549.1	454185	454665	1	106546433	LOC106546433	<51..>481	1	<51..>431	1	<51..>431	1	1	3
WeinellEntry1842	yes	yes	yes	NW_013659059.1:9172-9532	NW_013659059.1	9172	9532	1	106549729	LOC106549729	<1..>361	1	<48..>313	1	<48..>313	1	2	1
WeinellEntry1844	yes	yes	yes	NW_013659278.1:18021-18381	NW_013659278.1	18021	18381	1	106550851	LOC106550851	<1..>315	-1	<46..>315	-1	<46..>315	-1	3	1
WeinellEntry1849	yes	yes	yes	NW_013659779.1:150157-150517	NW_013659779.1	150157	150517	1	106552817	LOC106552817	<1..>361	-1	<58..>303	-1	<58..>303	-1	3	1
WeinellEntry1852	yes	yes	yes	NW_013660884.1:39791-40031	NW_013660884.1	39791	40031	1	106555388	LOC106555388	<1..>241	-1	<38..>241	-1	<38..203	-1	1	3
WeinellEntry1853	yes	yes	yes	NW_013660884.1:34743-35103	NW_013660884.1	34743	35103	1	106555388	LOC106555388	<1..>361	-1	<43..>318	-1	<43..>318	-1	3	1
WeinellEntry1855	yes	yes	yes	NW_013660884.1:25205-25565	NW_013660884.1	25205	25565	1	106555388	LOC106555388	<1..>361	-1	<39..>323	-1	<39..>323	-1	3	2
WeinellEntry1857	yes	yes	yes	NW_013661433.1:31138-31498	NW_013661433.1	31138	31498	1	106556126	LOC106556126	<1..>361	1	<37..>324	1	<37..>324	1	3	3
WeinellEntry1859	yes	yes	yes	NW_013657739.1:623610-623730	NW_013657739.1	623610	623730	1	106551496	CIITA	<1..>121	1	<31..>90	1	<31..>90	1	3	3
WeinellEntry1860	yes	yes	yes	NW_013657739.1:623950-624070	NW_013657739.1	623950	624070	1	106551496	CIITA	<1..>121	1	<28..>93	1	<28..>93	1	3	3
WeinellEntry1868	yes	yes	yes	NW_013657739.1:630797-630917	NW_013657739.1	630797	630917	1	106551496	CIITA	<1..115	1	<23..115	1	<23..98	1	—	–
WeinellEntry1870	yes	yes	yes	NW_013657804.1:9124-9244	NW_013657804.1	9124	9244	1	106537644	LOC106537644	<1..>121	1	<10..>112	1	<10..>112	1	3	3
WeinellEntry1871	yes	yes	yes	NW_013657804.1:9317-9437	NW_013657804.1	9317	9437	1	106537644	LOC106537644	<1..92	1	<29..92	1	<29..92	1	2	3
WeinellEntry1886	yes	yes	yes	NW_013659059.1:1332-1452	NW_013659059.1	1332	1452	1	106549729	LOC106549729	<1..>121	1	<1..>82	1	39..>82	1	1	3
WeinellEntry1887	yes	yes	yes	NW_013659059.1:15120-15240	NW_013659059.1	15120	15240	1	106549729	LOC106549729	<1..>121	1	<18..>121	1	<18..103	1	3	2
WeinellEntry1888	yes	yes	yes	NW_013659278.1:14186-14306	NW_013659278.1	14186	14306	1	106550851	LOC106550851	<1..>121	-1	<15..>107	-1	<15..>107	-1	3	2
WeinellEntry1889	yes	yes	yes	NW_013659278.1:11705-11825	NW_013659278.1	11705	11825	1	106550851	LOC106550851	<1..>121	-1	<40..>81	-1	<40..>81	-1	3	1
WeinellEntry1890	yes	yes	yes	NW_013659779.1:153370-153490	NW_013659779.1	153370	153490	1	106552817	LOC106552817	<1..115	-1	<6..115	-1	<6..115	-1	1	1
WeinellEntry1891	yes	yes	yes	NW_013659779.1:153134-153254	NW_013659779.1	153134	153254	1	106552817	LOC106552817	<1..>121	-1	<26..>95	-1	<26..>95	-1	2	1
WeinellEntry1892	yes	yes	yes	NW_013659779.1:152598-152718	NW_013659779.1	152598	152718	1	106552817	LOC106552817	<1..>121	-1	<46..>76	-1	<46..>76	-1	—	–
WeinellEntry1896	yes	yes	yes	NW_013661433.1:33266-33386	NW_013661433.1	33266	33386	1	106556126	LOC106556126	<1..>121	1	<25..>96	1	<25..>96	1	3	3
WeinellEntry1898	yes	yes	yes	NW_013659278.1:10970-11090	NW_013659278.1	10970	11090	1	106550851	LOC106550851	<1..>121	-1	<15..>72	-1	50..>72	-1	3	1
WeinellEntry1899	yes	yes	yes	NW_013657893.1:711739-711979	NW_013657893.1	711739	711979	1	106539242	PTPN20	<1..>241	-1	<47..>195	-1	<47..>195	-1	3	1
WeinellEntry1900	yes	yes	yes	NW_013660584.1:28036-28276	NW_013660584.1	28036	28276	1	106554870	LOC106554870	<1..195	1	<46..195	1	<46..195	1	1	1
WeinellEntry1901	yes	yes	yes	NW_013658515.1:97651-97891	NW_013658515.1	97651	97891	1	106546120	LOC106546120	<1..>241	-1	<1..>206	-1	36..>206	-1	1	3
WeinellEntry1902	yes	yes	yes	NW_013660147.1:98133-98493	NW_013660147.1	98133	98493	1	106553930	LOC106553930	<52..>361	-1	<52..>309	-1	<52..>309	-1	1	2
WeinellEntry1903	yes	yes	yes	NW_013658692.1:103153-103393	NW_013658692.1	103153	103393	1	106547528	NCAPH2	<1..>241	-1	<57..>184	-1	<57..>184	-1	2	2
WeinellEntry1904	yes	yes	yes	NW_013661104.1:34885-35245	NW_013661104.1	34885	35245	1	106555732	LOC106555732	<1..>361	1	<27..>335	1	<27..>335	1	3	2
WeinellEntry1905	yes	yes	yes	NW_013659404.1:89684-89924	NW_013659404.1	89684	89924	1	106551439	SPR	<1..>241	-1	<1..>216	-1	26..>216	-1	3	1
WeinellEntry1906	yes	yes	yes	NW_013659578.1:147628-147988	NW_013659578.1	147628	147988	1	106552168	MDM1	<1..>361	-1	<45..>317;<45..>317	-1;-1	<45..>317;<45..>317	-1;-1	2;2	1;1
WeinellEntry1907	yes	yes	yes	NW_013659584.1:211354-211594	NW_013659584.1	211354	211594	1	106552182	LOC106552182	<1..>198	-1	<43..>198	-1	<43..>198	-1	3	1
WeinellEntry1908	yes	yes	yes	NW_013658763.1:378580-378820	NW_013658763.1	378580	378820	1	106548028	SCARB2	<1..>210	1	<32..>210	1	<32..>210	1	2	3
WeinellEntry1909	yes	yes	yes	NW_013659971.1:101807-102767	NW_013659971.1	101807	102767	1	106553385	LOC106553385	3..959	1	3..959	1	3..959	1	1	3
WeinellEntry1910	yes	yes	yes	NW_013659942.1:102335-102575	NW_013659942.1	102335	102575	1	106553315	LOC106553315	<1..>241	-1	<21..>220	-1	<21..>220	-1	2	2
WeinellEntry1911	yes	yes	yes	NW_013657752.1:644859-645099	NW_013657752.1	644859	645099	1	106555157	LOC106555157	<1..>241	1	<19..>241	1	<19..223	1	2	2
WeinellEntry1912	yes	yes	yes	NW_013661505.1:18637-19357	NW_013661505.1	18637	19357	1	106556192	TREX2	<1..698	-1	<1..698	-1	24..698	-1	1	3
WeinellEntry1913	yes	yes	yes	NW_013658300.1:359344-359944	NW_013658300.1	359344	359944	1	106544264	FASTKD1	<1..>601	-1	<58..>544	-1	<58..>544	-1	2	2
WeinellEntry1914	yes	yes	yes	NW_013659850.1:42460-42700	NW_013659850.1	42460	42700	1	106553064	KIF7	<1..>241	1	<22..>219	1	<22..>219	1	1	1
WeinellEntry1915	yes	yes	yes	NW_013657984.1:853123-853723	NW_013657984.1	853123	853723	1	106540679	CLSPN	<1..>601	1	<38..>564	1	<38..>564	1	2	3
WeinellEntry1916	yes	yes	yes	NW_013657805.1:140604-140844	NW_013657805.1	140604	140844	1	106537715	SAMHD1	<1..>241	1	<43..>198	1	<43..>198	1	1	1
WeinellEntry1917	yes	yes	yes	NW_013660855.1:12923-13643	NW_013660855.1	12923	13643	1	106555337	HOXD11	<1..>721	1	<1..>671	1	50..>671	1	1	2
WeinellEntry1918	yes	yes	yes	NW_013659476.1:209991-210951	NW_013659476.1	209991	210951	1	106551738	LOC106551738	10..951	1	10..951	1	10..951	1	1	1
WeinellEntry1919	yes	yes	yes	NW_013659816.1:37757-37997	NW_013659816.1	37757	37997	1	106552942	LOC106552942	<1..>241	-1	<42..>200	-1	<42..>200	-1	2	1
WeinellEntry1920	yes	yes	yes	NW_013658409.1:536777-537137	NW_013658409.1	536777	537137	1	106545229	LOC106545229	<1..>361	-1	<43..>333	-1	<43..318	-1	1	2
WeinellEntry1921	yes	yes	yes	NW_013658027.1:299078-299318	NW_013658027.1	299078	299318	1	106541260	MARCO	<1..>241	-1	<15..>227	-1	<15..>227	-1	3	2
WeinellEntry1923	yes	yes	yes	NW_013659020.1:74370-75090	NW_013659020.1	74370	75090	1	106549570	LOC106549570	<1..>721	1	<48..>674	1	<48..>674	1	1	3
WeinellEntry1924	yes	yes	yes	NW_013658467.1:177957-178917	NW_013658467.1	177957	178917	1	106545706	LOC106545706	9..953	-1	9..953	-1	9..953	-1	1	3
WeinellEntry1925	yes	yes	yes	NW_013659263.1:116623-116863	NW_013659263.1	116623	116863	1	106550782	LOC106550782	<1..>241	-1	<28..>213	-1	<28..>213	-1	1	2
WeinellEntry1926	yes	yes	yes	NW_013659432.1:44641-44881	NW_013659432.1	44641	44881	1	106551552	LOC106551552	<7..>241	1	<7..>235	1	<7..>235	1	1	1
WeinellEntry1927	yes	yes	yes	NW_013657804.1:670550-671510	NW_013657804.1	670550	671510	1	106537649	LOC106537649	12..950	-1	12..950	-1	12..950	-1	1	3
WeinellEntry1928	yes	yes	yes	NW_013663253.1:1465-25	NW_013663253.1	1465	25	1	106556688	LOC106556688	46..>1441	1	46..>1441	1	46..1395	1	1	1
WeinellEntry1930	yes	yes	yes	NW_013657756.1:110952-111192	NW_013657756.1	110952	111192	1	106556425	ACHE	<1..>241	1	<38..>204	1	<38..>204	1	2	3
WeinellEntry1931	yes	yes	yes	NW_013659667.1:51478-51718	NW_013659667.1	51478	51718	1	106552497	SLC38A8	<1..215	-1	<27..215	-1	<27..215	-1	1	3
WeinellEntry1932	yes	yes	yes	NW_013660611.1:40117-41437	NW_013660611.1	40117	41437	1	106554916	LOC106554916	39..1283	1	39..1283	1	39..1283	1	1	3
WeinellEntry1933	yes	yes	yes	NW_013657720.1:608460-609900	NW_013657720.1	608460	609900	1	106546883	LOC106546883	<1..>1441	1	<50..>1441	1	<50..1392	1	3	1
WeinellEntry1934	yes	yes	yes	NW_013658256.1:839401-839641	NW_013658256.1	839401	839641	1	106543838	MIS18BP1	<1..>241	1	<38..>204	1	<38..>204	1	2	3
WeinellEntry1935	yes	yes	yes	NW_013660451.1:26161-27721	NW_013660451.1	26161	27721	1	106554650	LOC106554650	<1..>1561	-1	<24..>1561	-1	<24..1538	-1	1	3
WeinellEntry1936	yes	yes	yes	NW_013657902.1:756309-756669	NW_013657902.1	756309	756669	1	106539388	LOC106539388	<1..>361	1	<41..>361	1	<41..320	1	2	3
WeinellEntry1937	yes	yes	yes	NW_013658607.1:418824-419064	NW_013658607.1	418824	419064	1	106546906	LTBP3	<1..>241	-1	<57..>185	-1	<57..>185	-1	3	2
WeinellEntry1938	yes	yes	yes	NW_013658760.1:297710-298190	NW_013658760.1	297710	298190	1	106548005	PLEKHA2	<1..>481	-1	<1..>425	-1	57..>425	-1	1	3
WeinellEntry1939	yes	yes	yes	NW_013658840.1:317438-318398	NW_013658840.1	317438	318398	1	106548492	LOC106548492	25..>961	-1	25..>936	-1	25..>936	-1	1	2
WeinellEntry1940	yes	yes	yes	NW_013661677.1:10414-10654	NW_013661677.1	10414	10654	1	106556338	SLC44A4	<1..>241	-1	<60..>182	-1	<60..>182	-1	3	2
WeinellEntry1942	yes	yes	yes	NW_013658824.1:121145-121385	NW_013658824.1	121145	121385	1	106548375	RNF207	<1..>241	1	<25..>217	1	<25..>217	1	2	2
WeinellEntry1943	yes	yes	yes	NW_013659000.1:108960-109200	NW_013659000.1	108960	109200	1	106549461	RAD21	<1..>241	1	<6..>235	1	<6..>235	1	3	2
WeinellEntry1944	yes	yes	yes	NW_013661433.1:31138-31498	NW_013661433.1	31138	31498	1	106556126	LOC106556126	<1..>361	1	<37..>324	1	<37..>324	1	3	3
WeinellEntry1945	yes	yes	yes	NW_013659800.1:25010-26570	NW_013659800.1	25010	26570	1	106552886	SENP5	<1..>1535	1	<1..>1535	1	26..>1535	1	1	2
WeinellEntry1947	yes	yes	yes	NW_013658638.1:110937-111177	NW_013658638.1	110937	111177	1	106547134	TSPAN33	<1..>201	-1	<40..>201	-1	<40..>201	-1	—	–
WeinellEntry1949	yes	yes	yes	NW_013660165.1:54726-55926	NW_013660165.1	54726	55926	1	106553968	LOC106553968	<1..>1201	1	<1..>1201	1	25..1176	1	1	1
WeinellEntry1950	yes	yes	yes	NW_013660031.1:135251-135491	NW_013660031.1	135251	135491	1	106553598	FGG	<1..>241	-1	<31..>211	-1	<31..>211	-1	1	1
WeinellEntry1951	yes	yes	yes	NW_013660663.1:78730-78970	NW_013660663.1	78730	78970	1	106555033	LOC106555033	<1..>241	1	<48..>241	1	<48..194	1	1	3
WeinellEntry1952	yes	yes	yes	NW_013658520.1:446972-447932	NW_013658520.1	446972	447932	1	106546168	MYO9B	<1..>961	-1	<34..>927;<34..>927;<34..>927;<34..>927;<34..>927	-1;-1;-1;-1;-1	<34..>927;<34..>927;<34..>927;<34..>927;<34..>927	-1;-1;-1;-1;-1	2;2;2;2;2	3;3;3;3;3
WeinellEntry1953	yes	yes	yes	NW_013659738.1:173106-173466	NW_013659738.1	173106	173466	1	106552700	LOC106552700	<1..>305	1	<57..>305	1	<57..>305	1	1	3
WeinellEntry1954	yes	yes	yes	NW_013658252.1:348504-349464	NW_013658252.1	348504	349464	1	106543778	LOC106543778	12..950	-1	12..950	-1	12..950	-1	1	3
WeinellEntry1956	yes	yes	yes	NW_013657903.1:225728-225968	NW_013657903.1	225728	225968	1	106539402	LOC106539402	<1..>241	-1	<45..>197	-1	<45..>197	-1	3	2
WeinellEntry1957	yes	yes	yes	NW_013658654.1:403611-404331	NW_013658654.1	403611	404331	1	106547251	H6PD	<1..>721	1	<34..>675;<34..>675	1;1	46..>675;46..>675	1;1	1;1	1;1
WeinellEntry1958	yes	yes	yes	NW_013658811.1:50770-51130	NW_013658811.1	50770	51130	1	106548309	ZCCHC4	<43..>361	1	<43..>318	1	<43..>318	1	2	2
WeinellEntry1961	yes	yes	yes	NW_013659551.1:114994-115354	NW_013659551.1	114994	115354	1	106552033	VPS13D	<1..>361	1	<48..>313	1	<48..>313	1	2	1
WeinellEntry1962	yes	yes	yes	NW_013657829.1:1495074-1496274	NW_013657829.1	1495074	1496274	1	106538170	LOC106538170	<1..>1201	-1	<1..>1191	-1	11..>1191	-1	3	1
WeinellEntry1963	yes	yes	yes	NW_013657982.1:743696-743936	NW_013657982.1	743696	743936	1	106540657	LOC106540657	<1..>241	1	<55..>186	1	<55..>186	1	3	3
WeinellEntry1965	yes	yes	yes	NW_013657917.1:41387-42227	NW_013657917.1	41387	42227	1	106539619	AJAP1	<55..>786	1	<55..>786	1	<55..>786	1	2	2
WeinellEntry1967	yes	yes	yes	NW_013657796.1:204780-205380	NW_013657796.1	204780	205380	1	106537486	ERCC4	<1..>601	1	<5..>596	1	<5..>596	1	3	1
WeinellEntry1968	yes	yes	yes	NW_013657872.1:135080-135320	NW_013657872.1	135080	135320	1	106538909	M1AP	<1..>241	1	<28..>213	1	<28..>213	1	1	1
WeinellEntry1969	yes	yes	yes	NW_013659132.1:251230-251830	NW_013659132.1	251230	251830	1	106550140	SAC3D1	<1..>601	1	<40..>601	1	<40..562	1	2	2
WeinellEntry1970	yes	yes	yes	NW_013659125.1:25999-27439	NW_013659125.1	25999	27439	1	106550111	GPR150	51..>1441	1	51..>1441	1	51..1391	1	1	3
WeinellEntry1971	yes	yes	yes	NW_013658387.1:79520-79760	NW_013658387.1	79520	79760	1	106545054	N4BP2	<1..>241	-1	<53..>188;<53..>188	-1;-1	<53..>188;<53..>188	-1;-1	2;2	1;1
WeinellEntry1972	yes	yes	yes	NW_013657684.1:1553889-1554249	NW_013657684.1	1553889	1554249	1	106554978	GAL3ST2	<1..>361	-1	<52..>310;<52..>310;<52..>310	-1;-1;-1	<52..>310;<52..>310;<52..>310	-1;-1;-1	2;2;2	2;2;2
WeinellEntry1973	yes	yes	yes	NW_013657698.1:357166-357526	NW_013657698.1	357166	357526	1	106540868	LOC106540868	<1..>361	1	<53..>308	1	<53..>308	1	2	3
WeinellEntry1974	yes	yes	yes	NW_013658234.1:455430-455670	NW_013658234.1	455430	455670	1	106543598	PROM2	<1..>241	-1	<21..>220	-1	<21..>220	-1	3	3
WeinellEntry1975	yes	yes	yes	NW_013661648.1:7707-7947	NW_013661648.1	7707	7947	1	106556316	LOC106556316	<1..>241	-1	<17..>225	-1	<17..>225	-1	2	3
WeinellEntry1976	yes	yes	yes	NW_013659502.1:12025-12505	NW_013659502.1	12025	12505	1	106551831	LOC106551831	39..>481	-1	39..>443	-1	39..>443	-1	1	3
WeinellEntry1977	yes	yes	yes	NW_013659179.1:210896-211136	NW_013659179.1	210896	211136	1	106550389	AGPAT5	<1..>201	-1	<40..>201	-1	<40..>201	-1	3	1
WeinellEntry1978	yes	yes	yes	NW_013659132.1:14805-15045	NW_013659132.1	14805	15045	1	106550138	TM7SF2	<1..>241	1	<52..>190	1	<52..>190	1	3	3
WeinellEntry1980	yes	yes	yes	NW_013658997.1:217556-218516	NW_013658997.1	217556	218516	1	106549442	SLC25A53	<1..909	1	<1..909	1	52..909	1	1	1
