,,%Identity,,,,,,,,,
QLTV01002713.1:63442-64400,LFLD01076677.1,100,26,0,0,716,741,295,270,0.003,48.2
QLTV01002713.1:63442-64400,LFLD01076677.1,96.154,26,1,0,716,741,73,48,0.14,43.7
QLTV01002713.1:63442-64400,LFLD01144262.1,100,25,0,0,717,741,369,393,0.011,46.4
QLTV01002713.1:63442-64400,LFLD01067976.1,100,25,0,0,718,742,1138,1114,0.011,46.4
QLTV01002713.1:63442-64400,LFLD01124804.1,77.778,63,11,2,667,729,4653,4712,0.04,45.5
QLTV01002713.1:63442-64400,LFLD01124079.1,100,24,0,0,716,739,2482,2505,0.04,44.6
QLTV01002713.1:63442-64400,LFLD01075845.1,100,24,0,0,716,739,4293,4316,0.04,44.6
QLTV01002713.1:63442-64400,LFLD01034958.1,88.235,34,4,0,209,242,1021,988,0.04,44.6
QLTV01002713.1:63442-64400,LFLD01154656.1,75.641,78,13,4,667,743,1917,1989,0.14,43.7
QLTV01002713.1:63442-64400,LFLD01136117.1,96.154,26,1,0,718,743,626,651,0.14,43.7
QLTV01002718.1:222777-223774,LFLD01087273.1,88.598,649,41,12,142,774,4872,5503,0,813
QLTV01002718.1:222777-223774,LFLD01087273.1,95.652,92,4,0,907,998,5586,5677,1.29E-33,149
QLTV01002718.1:222777-223774,LFLD01087273.1,89.815,108,7,2,1,104,4625,4732,6.69E-31,141
QLTV01002718.1:222777-223774,LFLD01069081.1,95.122,41,2,0,424,464,421,461,1.21E-08,66.2
QLTV01002718.1:222777-223774,LFLD01126307.1,85.714,56,7,1,410,464,1384,1439,1.47E-07,62.6
QLTV01002718.1:222777-223774,LFLD01093314.1,94.872,39,2,0,425,463,17410,17372,1.47E-07,62.6
QLTV01002718.1:222777-223774,LFLD01021756.1,94.872,39,2,0,424,462,18877,18839,1.47E-07,62.6
QLTV01002718.1:222777-223774,LFLD01009801.1,83.051,59,5,2,411,465,32057,32114,6.27E-06,58.1
QLTV01002718.1:222777-223774,LFLD01059303.1,94.444,36,2,0,429,464,5758,5793,6.27E-06,57.2
QLTV01002718.1:222777-223774,LFLD01053044.1,94.444,36,2,0,429,464,5760,5795,6.27E-06,57.2
QLTV01002718.1:222777-223774,LFLD01162463.1,88.372,43,5,0,411,453,9714,9756,2.19E-05,56.3
QLTV01002718.1:222777-223774,LFLD01105130.1,83.929,56,7,2,411,464,4006,3951,7.64E-05,54.5
QLTV01002718.1:2336898-2337817,LFLD01016950.1,94.984,937,30,4,1,920,8074,7138,0,1476
QLTV01002718.1:2336898-2337817,LFLD01165042.1,96.296,27,1,0,139,165,9043,9069,0.04,45.5
QLTV01002718.1:2336898-2337817,LFLD01119398.1,80.952,42,8,0,312,353,3709,3668,0.48,41
QLTV01002718.1:2336898-2337817,LFLD01118215.1,100,22,0,0,161,182,6909,6930,0.48,41
QLTV01002718.1:2336898-2337817,LFLD01086745.1,84.615,39,5,1,754,791,11018,10980,0.48,41
QLTV01002718.1:2336898-2337817,LFLD01003950.1,87.5,32,4,0,547,578,5875,5906,0.48,41
QLTV01002718.1:2336898-2337817,LFLD01115967.1,81.395,43,6,1,755,797,892,852,1.7,40.1
QLTV01002718.1:2336898-2337817,LFLD01082818.1,90.323,31,2,1,150,179,38419,38449,1.7,40.1
QLTV01002718.1:2336898-2337817,LFLD01066411.1,90.323,31,2,1,37,67,1489,1518,1.7,40.1
QLTV01002718.1:2336898-2337817,LFLD01063037.1,82.051,39,7,0,312,350,10655,10617,1.7,40.1
QLTV01002718.1:3423701-3424624,LFLD01113545.1,88.889,513,33,7,1,510,20107,19616,0,659
QLTV01002718.1:3423701-3424624,LFLD01113545.1,90.152,396,27,2,529,924,19514,19131,2.03E-151,541
QLTV01002718.1:3423701-3424624,LFLD01159699.1,70.43,186,47,3,611,788,6358,6173,1.57E-13,82.4
QLTV01002718.1:3423701-3424624,LFLD01037148.1,70.968,186,45,5,542,720,1942,1759,1.92E-12,78.8
QLTV01002718.1:3423701-3424624,LFLD01164880.1,77.273,88,15,2,609,691,628,715,4.22E-08,65.3
QLTV01002718.1:3423701-3424624,LFLD01118804.1,80.303,66,13,0,584,649,25536,25471,5.15E-07,61.7
QLTV01002718.1:3423701-3424624,LFLD01100136.1,73.585,106,23,2,597,702,2715,2615,5.15E-07,61.7
QLTV01002718.1:3423701-3424624,LFLD01144372.1,70.253,158,37,5,600,750,7712,7558,5.15E-07,60.8
QLTV01002718.1:3423701-3424624,LFLD01130778.1,73.333,105,27,1,684,787,47332,47436,5.15E-07,60.8
QLTV01002718.1:3423701-3424624,LFLD01021731.1,73.214,112,23,3,604,709,23860,23970,5.15E-07,60.8
QLTV01002718.1:3423701-3424624,LFLD01034304.1,81.356,59,11,0,655,713,13079,13137,6.27E-06,58.1
QLTV01002718.1:3423701-3424624,LFLD01034304.1,100,20,0,0,76,95,4669,4650,5.9,37.4
QLTV01002719.1:131043-131944,LFLD01129576.1,87.896,537,34,3,1,509,4710,4177,0,691
QLTV01002719.1:131043-131944,LFLD01129576.1,95.696,395,17,0,508,902,3923,3529,3.44E-180,636
QLTV01002719.1:131043-131944,LFLD01083821.1,87.879,33,4,0,117,149,14508,14476,0.14,42.8
QLTV01002719.1:131043-131944,LFLD01027755.1,92.857,28,2,0,125,152,10357,10384,0.14,42.8
QLTV01002719.1:131043-131944,LFLD01171786.1,83.784,37,6,0,713,749,2906,2870,0.48,41
QLTV01002719.1:131043-131944,LFLD01171500.1,92.593,27,2,0,828,854,741,767,0.48,41
QLTV01002719.1:131043-131944,LFLD01149920.1,87.5,32,4,0,557,588,1958,1989,0.48,41
QLTV01002719.1:131043-131944,LFLD01139536.1,92.593,27,2,0,635,661,7597,7571,0.48,41
QLTV01002719.1:131043-131944,LFLD01138915.1,92.593,27,2,0,644,670,1101,1075,0.48,41
QLTV01002719.1:131043-131944,LFLD01001952.1,92.593,27,2,0,100,126,710,736,0.48,41
QLTV01002719.1:131043-131944,LFLD01147072.1,90.323,31,2,1,335,364,835,865,1.7,40.1
QLTV01002827.1:106879-107823,LFLD01092841.1,80,180,25,3,707,875,7143,6964,7.14E-37,159
QLTV01002827.1:106879-107823,LFLD01092841.1,86.154,65,7,2,882,945,6340,6277,9.93E-10,70.7
QLTV01002827.1:106879-107823,LFLD01165661.1,85.366,41,6,0,66,106,756,796,0.003,48.2
QLTV01002827.1:106879-107823,LFLD01160792.1,85.366,41,6,0,483,523,5517,5477,0.003,48.2
QLTV01002827.1:106879-107823,LFLD01146448.1,90.323,31,3,0,603,633,5409,5439,0.14,43.7
QLTV01002827.1:106879-107823,LFLD01137815.1,86.842,38,4,1,857,893,1494,1531,0.14,43.7
QLTV01002827.1:106879-107823,LFLD01135219.1,96.154,26,1,0,643,668,14399,14424,0.14,43.7
QLTV01002827.1:106879-107823,LFLD01168664.1,85,40,5,1,755,794,2300,2262,0.14,42.8
QLTV01002827.1:106879-107823,LFLD01149601.1,87.879,33,4,0,75,107,2786,2754,0.14,42.8
QLTV01002827.1:106879-107823,LFLD01125348.1,85,40,5,1,484,523,8967,8929,0.14,42.8
QLTV01002827.1:106879-107823,LFLD01117052.1,84.211,38,6,0,576,613,15807,15844,0.14,42.8
QLTV01002840.1:1682690-1683637,LFLD01021639.1,91.505,977,46,8,1,948,27114,28082,0,1386
QLTV01002840.1:1682690-1683637,LFLD01166994.1,87.302,63,5,1,459,521,671,612,6.69E-12,77
QLTV01002840.1:1682690-1683637,LFLD01110147.1,92,50,2,1,459,508,2303,2350,9.93E-10,70.7
QLTV01002840.1:1682690-1683637,LFLD01000750.1,89.286,56,4,2,435,489,1206,1260,3.47E-09,68
QLTV01002840.1:1682690-1683637,LFLD01126039.1,87.037,54,7,0,459,512,5970,5917,1.21E-08,67.1
QLTV01002840.1:1682690-1683637,LFLD01104140.1,87.5,56,3,2,459,513,1984,1932,4.22E-08,65.3
QLTV01002840.1:1682690-1683637,LFLD01154180.1,87.037,54,5,1,459,512,2710,2659,4.22E-08,64.4
QLTV01002840.1:1682690-1683637,LFLD01126657.1,88.462,52,0,2,443,489,1514,1564,4.22E-08,64.4
QLTV01002840.1:1682690-1683637,LFLD01050928.1,91.837,49,2,2,442,489,4949,4902,4.22E-08,64.4
QLTV01002840.1:1682690-1683637,LFLD01156992.1,81.538,65,8,1,524,584,1137,1201,1.47E-07,63.5
QLTV01002840.1:277428-278369,LFLD01111920.1,91.005,945,50,9,1,942,724,1636,0,1313
QLTV01002840.1:277428-278369,LFLD01153335.1,82.979,47,6,1,521,567,727,683,0.011,47.3
QLTV01002840.1:277428-278369,LFLD01055647.1,93.75,32,1,1,571,602,9327,9297,0.011,46.4
QLTV01002840.1:277428-278369,LFLD01041475.1,79.63,54,9,1,524,577,2431,2380,0.011,46.4
QLTV01002840.1:277428-278369,LFLD01130241.1,81.633,49,5,2,449,495,2062,2108,0.14,43.7
QLTV01002840.1:277428-278369,LFLD01066823.1,80,50,8,1,260,307,17655,17606,0.14,43.7
QLTV01002840.1:277428-278369,LFLD01062136.1,90.909,33,2,1,523,554,3544,3512,0.14,43.7
QLTV01002840.1:277428-278369,LFLD01167935.1,87.879,33,4,0,764,796,1344,1312,0.14,42.8
QLTV01002840.1:277428-278369,LFLD01109889.1,92.857,28,2,0,444,471,3405,3378,0.14,42.8
QLTV01002840.1:277428-278369,LFLD01036233.1,87.879,33,4,0,700,732,5039,5007,0.14,42.8
QLTV01002845.1:3972073-3973070,LFLD01058800.1,88.169,617,49,6,11,621,1188,590,0,779
QLTV01002845.1:3972073-3973070,LFLD01058800.1,92.627,217,15,1,612,828,249,34,4.21E-84,316
QLTV01002845.1:3972073-3973070,LFLD01037283.1,85.714,63,9,0,6,68,9673,9611,8.15E-11,74.3
QLTV01002845.1:3972073-3973070,LFLD01172330.1,80.597,67,13,0,6,72,2649,2583,1.47E-07,63.5
QLTV01002845.1:3972073-3973070,LFLD01152104.1,80.597,67,13,0,3,69,8130,8196,1.47E-07,63.5
QLTV01002845.1:3972073-3973070,LFLD01043055.1,80.597,67,13,0,6,72,2880,2946,1.47E-07,63.5
QLTV01002845.1:3972073-3973070,LFLD01122227.1,78.205,78,16,1,1,78,9081,9005,5.15E-07,61.7
QLTV01002845.1:3972073-3973070,LFLD01110904.1,83.929,56,9,0,17,72,12290,12345,5.15E-07,61.7
QLTV01002845.1:3972073-3973070,LFLD01056482.1,79.412,68,14,0,2,69,7956,7889,5.15E-07,60.8
QLTV01002845.1:3972073-3973070,LFLD01120297.1,77.778,72,16,0,1,72,574,503,1.80E-06,59
QLTV01002845.1:3972073-3973070,LFLD01102654.1,79.104,67,14,0,3,69,4157,4091,1.80E-06,59
QLTV01002845.1:4905855-4906796,LFLD01114107.1,83.019,53,7,1,845,897,18790,18840,7.64E-05,53.6
QLTV01002845.1:4905855-4906796,LFLD01132342.1,82.143,56,6,3,665,718,169,116,0.011,47.3
QLTV01002845.1:4905855-4906796,LFLD01005379.1,83.721,43,7,0,855,897,22983,23025,0.011,47.3
QLTV01002845.1:4905855-4906796,LFLD01081130.1,88.571,35,4,0,113,147,30210,30244,0.011,46.4
QLTV01002845.1:4905855-4906796,LFLD01098784.1,71.429,84,13,2,818,898,545,470,0.04,45.5
QLTV01002845.1:4905855-4906796,LFLD01047003.1,80.392,51,8,1,72,120,7735,7685,0.04,45.5
QLTV01002845.1:4905855-4906796,LFLD01098739.1,93.103,29,2,0,83,111,2221,2249,0.04,44.6
QLTV01002845.1:4905855-4906796,LFLD01076041.1,93.103,29,2,0,862,890,9119,9147,0.04,44.6
QLTV01002845.1:4905855-4906796,LFLD01007478.1,80.851,47,5,1,64,110,30243,30285,0.04,44.6
QLTV01002845.1:4905855-4906796,LFLD01173547.1,82,50,7,2,669,717,919,967,0.14,43.7
QLTV01002878.1:249609-250593,LFLD01011060.1,94.058,993,43,5,2,985,8699,9684,0,1517
QLTV01002878.1:249609-250593,LFLD01018428.1,91.176,34,2,1,530,562,688,721,0.04,45.5
QLTV01002878.1:249609-250593,LFLD01159876.1,90.323,31,3,0,121,151,1831,1861,0.14,43.7
QLTV01002878.1:249609-250593,LFLD01159876.1,92.857,28,2,0,124,151,2015,2042,0.14,42.8
QLTV01002878.1:249609-250593,LFLD01159876.1,92.857,28,2,0,124,151,2078,2105,0.14,42.8
QLTV01002878.1:249609-250593,LFLD01052473.1,90.323,31,3,0,534,564,21082,21112,0.14,43.7
QLTV01002878.1:249609-250593,LFLD01140868.1,93.333,30,1,1,533,562,1178,1206,0.14,42.8
QLTV01002878.1:249609-250593,LFLD01093898.1,92.857,28,2,0,533,560,4041,4014,0.14,42.8
QLTV01002878.1:249609-250593,LFLD01086494.1,87.879,33,4,0,121,153,6912,6944,0.14,42.8
QLTV01002878.1:249609-250593,LFLD01029551.1,93.333,30,1,1,120,149,140,112,0.14,42.8
QLTV01002878.1:249609-250593,LFLD01155513.1,90,30,3,0,533,562,1422,1451,0.48,41.9
QLTV01002878.1:249609-250593,LFLD01135058.1,90,30,3,0,120,149,486,457,0.48,41.9
QLTV01002878.1:249609-250593,LFLD01135058.1,86.667,30,4,0,120,149,574,545,5.9,37.4
QLTV01002925.1:1621165-1622109,LFLD01016730.1,91.323,945,59,6,1,945,5255,6176,0,1329
QLTV01002925.1:1621165-1622109,LFLD01147558.1,94.444,36,1,1,716,751,1873,1839,7.64E-05,53.6
QLTV01002925.1:1621165-1622109,LFLD01017303.1,91.176,34,3,0,713,746,3752,3785,0.003,49.1
QLTV01002925.1:1621165-1622109,LFLD01014064.1,91.176,34,3,0,713,746,18412,18379,0.003,49.1
QLTV01002925.1:1621165-1622109,LFLD01127680.1,91.892,37,0,2,712,745,720,684,0.003,48.2
QLTV01002925.1:1621165-1622109,LFLD01073715.1,93.939,33,1,1,716,748,3814,3845,0.003,48.2
QLTV01002925.1:1621165-1622109,LFLD01045758.1,93.548,31,2,0,711,741,6218,6188,0.003,48.2
QLTV01002925.1:1621165-1622109,LFLD01011935.1,82.353,51,4,2,713,759,323,372,0.003,48.2
QLTV01002925.1:1621165-1622109,LFLD01166129.1,96.429,28,1,0,715,742,7712,7685,0.011,47.3
QLTV01002925.1:1621165-1622109,LFLD01127112.1,93.75,32,0,1,714,743,918,949,0.011,47.3
QLTV01002925.1:3933505-3934429,LFLD01078880.1,93.446,473,24,4,1,469,7042,6573,0,702
QLTV01002925.1:3933505-3934429,LFLD01078880.1,97.183,213,6,0,713,925,5775,5563,1.37E-96,358
QLTV01002925.1:3933505-3934429,LFLD01078880.1,88.933,253,20,2,465,717,6087,5843,6.67E-88,329
QLTV01002925.1:3933505-3934429,LFLD01055844.1,88.636,44,2,2,634,674,1439,1482,2.67E-04,51.8
QLTV01002925.1:3933505-3934429,LFLD01123501.1,88.889,36,4,0,624,659,465,430,0.003,48.2
QLTV01002925.1:3933505-3934429,LFLD01115323.1,90.909,33,3,0,631,663,15017,14985,0.011,47.3
QLTV01002925.1:3933505-3934429,LFLD01129622.1,82.222,45,8,0,615,659,54,10,0.011,46.4
QLTV01002925.1:3933505-3934429,LFLD01028863.1,93.333,30,2,0,630,659,38193,38164,0.011,46.4
QLTV01002925.1:3933505-3934429,LFLD01028584.1,88.571,35,4,0,622,656,4067,4101,0.011,46.4
QLTV01002925.1:3933505-3934429,LFLD01010742.1,93.333,30,2,0,630,659,5078,5049,0.011,46.4
QLTV01002925.1:3933505-3934429,LFLD01000090.1,88.571,35,4,0,629,663,1870,1836,0.011,46.4
QLTV01002925.1:3933505-3934429,LFLD01136361.1,84.091,44,6,1,617,659,304,261,0.04,45.5
QLTV01002925.1:3933505-3934429,LFLD01136361.1,86.667,30,4,0,626,655,288,259,5.9,37.4
QLTV01002925.1:724207-725168,LFLD01092803.1,98.337,962,16,0,1,962,11539,10578,0,1663
QLTV01002925.1:724207-725168,LFLD01009830.1,68.317,808,243,7,160,962,3870,3071,2.49E-74,284
QLTV01002925.1:724207-725168,LFLD01073727.1,65.714,280,88,4,411,686,1628,1353,1.47E-07,62.6
QLTV01002925.1:724207-725168,LFLD01016275.1,67.857,168,52,2,574,740,1977,1811,7.64E-05,53.6
QLTV01002925.1:724207-725168,LFLD01071843.1,70.968,93,27,0,458,550,16033,15941,0.011,47.3
QLTV01002925.1:724207-725168,LFLD01023877.1,88.571,35,4,0,858,892,1774,1740,0.011,46.4
QLTV01002925.1:724207-725168,LFLD01048033.1,83.333,42,7,0,450,491,31591,31632,0.04,45.5
QLTV01002925.1:724207-725168,LFLD01016276.1,70.103,97,29,0,458,554,6496,6400,0.04,45.5
QLTV01002925.1:724207-725168,LFLD01096922.1,93.103,29,2,0,655,683,489,461,0.04,44.6
QLTV01002925.1:724207-725168,LFLD01148001.1,87.5,32,4,0,460,491,5414,5445,0.48,41
QLTV01002927.1:140628-141615,LFLD01109434.1,94.621,409,19,1,533,941,1,406,0,637
QLTV01002927.1:140628-141615,LFLD01048659.1,79.817,218,36,6,30,244,2689,2901,9.29E-42,176
QLTV01002927.1:140628-141615,LFLD01048659.1,75.904,166,34,2,2,167,2245,2086,7.63E-24,116
QLTV01002927.1:140628-141615,LFLD01048659.1,80.198,101,19,1,1,100,2539,2439,1.06E-15,89.7
QLTV01002927.1:140628-141615,LFLD01074093.1,80.851,141,21,2,39,178,686,551,1.21E-27,130
QLTV01002927.1:140628-141615,LFLD01022350.1,79.503,161,21,7,92,248,3121,3273,1.79E-25,122
QLTV01002927.1:140628-141615,LFLD01016032.1,78.947,152,23,7,100,248,1713,1568,3.95E-21,107
QLTV01002927.1:140628-141615,LFLD01067466.1,77.622,143,22,5,94,233,3205,3340,5.87E-19,101
QLTV01002927.1:140628-141615,LFLD01067466.1,83.158,95,16,0,1,95,3105,3011,5.87E-19,100
QLTV01002927.1:140628-141615,LFLD01002471.1,76,150,31,3,93,242,5756,5900,5.87E-19,100
QLTV01002927.1:140628-141615,LFLD01002471.1,69.118,136,13,6,115,250,5627,5521,2.19E-05,56.3
QLTV01002927.1:140628-141615,LFLD01110955.1,76.25,160,24,7,92,248,825,677,2.05E-18,99.6
QLTV01002927.1:140628-141615,LFLD01110955.1,78.571,56,12,0,40,95,1124,1069,0.003,48.2
QLTV01002927.1:140628-141615,LFLD01068202.1,77.037,135,25,4,115,248,16972,16843,3.04E-16,92.4
QLTV01002927.1:140628-141615,LFLD01136258.1,81.053,95,18,0,1,95,17520,17426,3.04E-16,91.5
QLTV01002927.1:140628-141615,LFLD01136258.1,75.214,117,26,2,93,209,17647,17760,2.34E-11,75.2
QLTV01002927.1:987112-988072,LFLD01132282.1,94.268,820,20,5,14,831,1789,2583,0,1269
QLTV01002927.1:987112-988072,LFLD01132282.1,94.444,108,5,1,537,643,2685,2578,1.68E-38,165
QLTV01002927.1:987112-988072,LFLD01040983.1,80.365,219,29,9,726,939,26,235,3.24E-41,174
QLTV01002927.1:987112-988072,LFLD01010805.1,81.667,180,30,2,726,905,90527,90703,3.95E-40,170
QLTV01002927.1:987112-988072,LFLD01010805.1,64.583,192,51,3,770,961,53576,53750,0.14,42.8
QLTV01002927.1:987112-988072,LFLD01035534.1,76.271,236,50,4,726,961,5046,5275,2.05E-37,161
QLTV01002927.1:987112-988072,LFLD01053534.1,77.315,216,35,8,726,939,83,286,1.57E-32,146
QLTV01002927.1:987112-988072,LFLD01106489.1,75.926,216,46,4,746,961,4550,4341,5.49E-32,143
QLTV01002927.1:987112-988072,LFLD01000226.1,81.098,164,26,4,742,904,5515,5356,5.49E-32,143
QLTV01002927.1:987112-988072,LFLD01036218.1,73.18,261,55,6,714,961,19933,20191,1.92E-31,142
QLTV01002927.1:987112-988072,LFLD01078901.1,75,228,48,5,726,946,5036,5261,6.69E-31,141
QLTV01002927.1:987112-988072,LFLD01004851.1,76.355,203,44,3,760,961,3084,2885,6.69E-31,141
QLTV01002927.1:987112-988072,LFLD01004851.1,75,56,14,0,906,961,2806,2751,1.7,39.2
QLTV01002955.1:160839-161835,LFLD01002721.1,85.524,677,39,8,327,950,9584,10254,0,797
QLTV01002955.1:160839-161835,LFLD01002721.1,85.075,335,32,6,3,322,8935,9266,7.60E-100,369
QLTV01002955.1:160839-161835,LFLD01076069.1,72.146,219,55,5,1,216,2385,2600,4.81E-20,104
QLTV01002955.1:160839-161835,LFLD01113337.1,72.368,152,41,1,24,175,38904,39054,1.57E-13,82.4
QLTV01002955.1:160839-161835,LFLD01082505.1,71.023,176,45,3,23,195,481,309,5.49E-13,80.6
QLTV01002955.1:160839-161835,LFLD01171632.1,80.682,88,16,1,99,185,3738,3825,1.92E-12,79.7
QLTV01002955.1:160839-161835,LFLD01139460.1,77.143,105,23,1,91,195,680,577,1.92E-12,78.8
QLTV01002955.1:160839-161835,LFLD01074018.1,77.551,98,22,0,95,192,2670,2767,1.92E-12,78.8
QLTV01002955.1:160839-161835,LFLD01061311.1,71.591,176,46,4,1,175,4620,4792,1.92E-12,78.8
QLTV01002955.1:160839-161835,LFLD01050717.1,72.34,141,38,1,20,160,12828,12689,2.34E-11,76.1
QLTV01002955.1:160839-161835,LFLD01161233.1,73.438,128,33,1,48,175,1447,1321,2.34E-11,75.2
QLTV01002982.1:185703-186604,LFLD01023330.1,88.235,85,5,2,822,902,12874,12791,4.81E-20,104
QLTV01002982.1:185703-186604,LFLD01146203.1,88.571,35,3,1,685,719,10953,10920,0.14,42.8
QLTV01002982.1:185703-186604,LFLD01066807.1,90,30,3,0,657,686,11984,11955,0.48,41.9
QLTV01002982.1:185703-186604,LFLD01042828.1,96,25,1,0,302,326,11092,11116,0.48,41.9
QLTV01002982.1:185703-186604,LFLD01159986.1,88.235,34,3,1,132,164,5511,5478,0.48,41
QLTV01002982.1:185703-186604,LFLD01077468.1,88.235,34,3,1,341,374,3292,3324,0.48,41
QLTV01002982.1:185703-186604,LFLD01036900.1,87.5,32,4,0,689,720,17654,17623,0.48,41
QLTV01002982.1:185703-186604,LFLD01136651.1,95.833,24,1,0,862,885,298,275,1.7,40.1
QLTV01002982.1:185703-186604,LFLD01103440.1,95.833,24,1,0,253,276,6116,6139,1.7,40.1
QLTV01002982.1:185703-186604,LFLD01082487.1,85.294,34,5,0,718,751,2872,2839,1.7,40.1
QLTV01003097.1:734567-735562,LFLD01146280.1,93.379,1012,32,8,1,996,12556,11564,0,1519
QLTV01003097.1:734567-735562,LFLD01161399.1,83.929,56,9,0,635,690,7088,7143,5.15E-07,61.7
QLTV01003097.1:734567-735562,LFLD01006304.1,79.661,59,8,3,178,235,484,539,0.14,43.7
QLTV01003097.1:734567-735562,LFLD01098419.1,93.333,30,1,1,133,161,5524,5553,0.14,42.8
QLTV01003097.1:734567-735562,LFLD01072873.1,78.182,55,11,1,83,136,18086,18140,0.14,42.8
QLTV01003097.1:734567-735562,LFLD01145688.1,80.851,47,8,1,99,144,4259,4305,0.48,41.9
QLTV01003097.1:734567-735562,LFLD01107564.1,75,64,14,1,87,148,9933,9870,0.48,41.9
QLTV01003097.1:734567-735562,LFLD01093930.1,77.966,59,11,2,178,235,12925,12868,0.48,41.9
QLTV01003097.1:734567-735562,LFLD01129648.1,87.5,32,4,0,178,209,20176,20207,0.48,41
QLTV01003097.1:734567-735562,LFLD01121041.1,92.593,27,2,0,111,137,1996,2022,0.48,41
QLTV01003104.1:814750-815672,LFLD01056463.1,87.179,39,1,2,794,831,17880,17845,0.14,43.7
QLTV01003104.1:814750-815672,LFLD01167942.1,90,30,3,0,156,185,1515,1544,0.48,41.9
QLTV01003104.1:814750-815672,LFLD01103301.1,76.613,124,7,16,329,445,236,344,0.48,41.9
QLTV01003104.1:814750-815672,LFLD01132301.1,80,50,7,2,164,211,1749,1797,1.7,40.1
QLTV01003104.1:814750-815672,LFLD01056845.1,87.097,31,4,0,800,830,10126,10156,1.7,39.2
QLTV01003104.1:814750-815672,LFLD01136071.1,89.286,28,3,0,175,202,3573,3600,5.9,38.3
QLTV01003104.1:814750-815672,LFLD01135240.1,95.652,23,1,0,856,878,3773,3795,5.9,38.3
QLTV01003104.1:814750-815672,LFLD01078755.1,96,25,0,1,164,188,237,260,5.9,38.3
QLTV01003104.1:814750-815672,LFLD01034936.1,89.286,28,3,0,335,362,15330,15357,5.9,38.3
QLTV01003104.1:814750-815672,LFLD01024126.1,95.652,23,1,0,211,233,283,305,5.9,38.3
QLTV01003111.1:128974-129899,LFLD01068041.1,85.545,927,83,12,27,926,3941,3039,0,1060
QLTV01003111.1:128974-129899,LFLD01068006.1,80.435,46,9,0,473,518,654,699,0.14,43.7
QLTV01003111.1:128974-129899,LFLD01146618.1,87.879,33,4,0,128,160,1064,1096,0.14,42.8
QLTV01003111.1:128974-129899,LFLD01074909.1,86.486,37,4,1,600,635,7376,7340,0.48,41.9
QLTV01003111.1:128974-129899,LFLD01152021.1,100,22,0,0,751,772,2790,2769,0.48,41
QLTV01003111.1:128974-129899,LFLD01151388.1,83.721,43,5,2,474,514,408,366,1.7,40.1
QLTV01003111.1:128974-129899,LFLD01160761.1,80.488,41,8,0,105,145,17418,17458,1.7,39.2
QLTV01003111.1:128974-129899,LFLD01153362.1,92.308,26,2,0,563,588,1922,1947,1.7,39.2
QLTV01003111.1:128974-129899,LFLD01146462.1,87.097,31,4,0,80,110,1045,1015,1.7,39.2
QLTV01003111.1:128974-129899,LFLD01097366.1,92.308,26,2,0,149,174,18949,18974,1.7,39.2
QLTV01003111.1:32676-33673,LFLD01068048.1,86.517,979,72,17,40,998,5906,4968,0,1149
QLTV01003111.1:32676-33673,LFLD01068049.1,86.636,217,20,5,40,253,2872,2662,1.79E-63,248
QLTV01003111.1:32676-33673,LFLD01063190.1,76.522,115,27,0,338,452,12141,12027,1.29E-14,86.9
QLTV01003111.1:32676-33673,LFLD01156988.1,75.758,99,24,0,349,447,7599,7697,2.85E-10,71.6
QLTV01003111.1:32676-33673,LFLD01047614.1,71.698,106,30,0,349,454,12185,12080,6.27E-06,57.2
QLTV01003111.1:32676-33673,LFLD01115337.1,86.842,38,4,1,187,223,13215,13252,0.14,43.7
QLTV01003111.1:32676-33673,LFLD01085489.1,82.609,46,5,2,955,998,5383,5427,0.48,41.9
QLTV01003111.1:32676-33673,LFLD01125708.1,82.927,41,5,1,607,647,11068,11030,0.48,41
QLTV01003111.1:32676-33673,LFLD01093504.1,100,22,0,0,704,725,9288,9309,0.48,41
QLTV01003111.1:32676-33673,LFLD01145580.1,89.655,29,3,0,616,644,2790,2762,1.7,40.1
QLTV01003123.1:1101521-1102462,LFLD01147160.1,77.551,588,51,13,1,572,1109,1631,1.67E-133,480
QLTV01003123.1:1101521-1102462,LFLD01150021.1,84.211,38,6,0,179,216,16125,16162,0.14,42.8
QLTV01003123.1:1101521-1102462,LFLD01040075.1,100,23,0,0,726,748,5480,5458,0.14,42.8
QLTV01003123.1:1101521-1102462,LFLD01002147.1,88.235,34,2,1,902,933,9142,9175,0.48,41.9
QLTV01003123.1:1101521-1102462,LFLD01110794.1,93.548,31,0,2,904,933,10797,10826,0.48,41
QLTV01003123.1:1101521-1102462,LFLD01072939.1,100,22,0,0,920,941,41485,41506,0.48,41
QLTV01003123.1:1101521-1102462,LFLD01058847.1,87.5,32,4,0,460,491,1516,1485,0.48,41
QLTV01003123.1:1101521-1102462,LFLD01041740.1,86.111,36,3,1,897,930,23689,23654,0.48,41
QLTV01003123.1:1101521-1102462,LFLD01037733.1,92.593,27,2,0,754,780,2183,2157,0.48,41
QLTV01003123.1:1101521-1102462,LFLD01128362.1,92.857,28,0,1,724,751,3792,3767,1.7,40.1
QLTV01003132.1:624182-625098,LFLD01061452.1,91.923,260,16,2,1,260,9517,9771,2.18E-100,370
QLTV01003132.1:624182-625098,LFLD01126502.1,92.683,41,3,0,236,276,3997,4037,5.15E-07,61.7
QLTV01003132.1:624182-625098,LFLD01046122.1,90.698,43,4,0,236,278,16417,16459,5.15E-07,60.8
