coordinates	ContigAccession	StartPosition	EndPosition	TargetLength
QLTV01001698.1:c17201553-17200643	QLTV01001698.1	17200643	17201553	911
QLTV01001699.1:543242-544191	QLTV01001699.1	543242	544191	950
QLTV01001699.1:656574-657507	QLTV01001699.1	656574	657507	934
QLTV01001700.1:c67710-66715	QLTV01001700.1	66715	67710	996
QLTV01001700.1:2690574-2691567	QLTV01001700.1	2690574	2691567	994
QLTV01001700.1:c3045354-3044388	QLTV01001700.1	3044388	3045354	967
QLTV01001700.1:c3677521-3676592	QLTV01001700.1	3676592	3677521	930
QLTV01001703.1:c207387-206409	QLTV01001703.1	206409	207387	979
QLTV01001705.1:c675195-674227	QLTV01001705.1	674227	675195	969
QLTV01001706.1:c124187-123190	QLTV01001706.1	123190	124187	998
QLTV01001706.1:220120-221068	QLTV01001706.1	220120	221068	949
QLTV01001712.1:146137-147122	QLTV01001712.1	146137	147122	986
QLTV01001713.1:69032-69937	QLTV01001713.1	69032	69937	906
QLTV01001713.1:218325-219256	QLTV01001713.1	218325	219256	932
QLTV01001714.1:c87495-86498	QLTV01001714.1	86498	87495	998
QLTV01001715.1:c82452-81468	QLTV01001715.1	81468	82452	985
QLTV01001715.1:c82452-81496	QLTV01001715.1	81496	82452	957
QLTV01001715.1:439118-440036	QLTV01001715.1	439118	440036	919
QLTV01001715.1:1119157-1120095	QLTV01001715.1	1119157	1120095	939
QLTV01001715.1:c1276174-1275258	QLTV01001715.1	1275258	1276174	917
QLTV01001715.1:c1554024-1553107	QLTV01001715.1	1553107	1554024	918
QLTV01001718.1:c233734-232748	QLTV01001718.1	232748	233734	987
QLTV01001718.1:c712344-711394	QLTV01001718.1	711394	712344	951
QLTV01001721.1:911808-912708	QLTV01001721.1	911808	912708	901
QLTV01001722.1:1633553-1634481	QLTV01001722.1	1633553	1634481	929
QLTV01001725.1:c67784-66798	QLTV01001725.1	66798	67784	987
QLTV01001725.1:153251-154169	QLTV01001725.1	153251	154169	919
QLTV01001726.1:519585-520570	QLTV01001726.1	519585	520570	986
QLTV01001726.1:523446-524435	QLTV01001726.1	523446	524435	990
QLTV01001726.1:931250-932193	QLTV01001726.1	931250	932193	944
QLTV01001726.1:c1089842-1088910	QLTV01001726.1	1088910	1089842	933
QLTV01001726.1:c1259132-1258184	QLTV01001726.1	1258184	1259132	949
QLTV01001726.1:3530119-3531115	QLTV01001726.1	3530119	3531115	997
QLTV01001733.1:299105-300017	QLTV01001733.1	299105	300017	913
QLTV01001733.1:756599-757549	QLTV01001733.1	756599	757549	951
QLTV01001733.1:c1296484-1295557	QLTV01001733.1	1295557	1296484	928
QLTV01001740.1:249963-250923	QLTV01001740.1	249963	250923	961
QLTV01001743.1:128598-129547	QLTV01001743.1	128598	129547	950
QLTV01001743.1:128598-129584	QLTV01001743.1	128598	129584	987
QLTV01001745.1:114133-115084	QLTV01001745.1	114133	115084	952
QLTV01001747.1:119098-120058	QLTV01001747.1	119098	120058	961
QLTV01001765.1:564128-565100	QLTV01001765.1	564128	565100	973
QLTV01001765.1:742736-743647	QLTV01001765.1	742736	743647	912
QLTV01001765.1:c998022-997037	QLTV01001765.1	997037	998022	986
QLTV01001769.1:c634045-633067	QLTV01001769.1	633067	634045	979
QLTV01001769.1:927561-928473	QLTV01001769.1	927561	928473	913
QLTV01001769.1:927561-928497	QLTV01001769.1	927561	928497	937
QLTV01001769.1:c1005763-1004768	QLTV01001769.1	1004768	1005763	996
QLTV01001769.1:c1303519-1302595	QLTV01001769.1	1302595	1303519	925
QLTV01001769.1:2006334-2007313	QLTV01001769.1	2006334	2007313	980
QLTV01001769.1:2163790-2164727	QLTV01001769.1	2163790	2164727	938
QLTV01001792.1:c88075-87144	QLTV01001792.1	87144	88075	932
QLTV01001792.1:c88075-87173	QLTV01001792.1	87173	88075	903
QLTV01001796.1:2336982-2337930	QLTV01001796.1	2336982	2337930	949
QLTV01001797.1:c78733-77824	QLTV01001797.1	77824	78733	910
QLTV01001797.1:170386-171379	QLTV01001797.1	170386	171379	994
QLTV01001798.1:c684016-683026	QLTV01001798.1	683026	684016	991
QLTV01001798.1:c684016-683075	QLTV01001798.1	683075	684016	942
QLTV01001802.1:c748909-747947	QLTV01001802.1	747947	748909	963
QLTV01001802.1:c1487898-1486981	QLTV01001802.1	1486981	1487898	918
QLTV01001802.1:2635813-2636773	QLTV01001802.1	2635813	2636773	961
QLTV01001802.1:3787263-3788233	QLTV01001802.1	3787263	3788233	971
QLTV01001802.1:3823820-3824779	QLTV01001802.1	3823820	3824779	960
QLTV01001803.1:c187852-186904	QLTV01001803.1	186904	187852	949
QLTV01001804.1:1320622-1321605	QLTV01001804.1	1320622	1321605	984
QLTV01001804.1:1386865-1387837	QLTV01001804.1	1386865	1387837	973
QLTV01001804.1:c1897595-1896666	QLTV01001804.1	1896666	1897595	930
QLTV01001809.1:c17191-16269	QLTV01001809.1	16269	17191	923
QLTV01001810.1:1812250-1813212	QLTV01001810.1	1812250	1813212	963
QLTV01001812.1:c687982-687029	QLTV01001812.1	687029	687982	954
QLTV01001812.1:690436-691366	QLTV01001812.1	690436	691366	931
QLTV01001813.1:31416-32402	QLTV01001813.1	31416	32402	987
QLTV01001814.1:c2591145-2590236	QLTV01001814.1	2590236	2591145	910
QLTV01001816.1:c322588-321600	QLTV01001816.1	321600	322588	989
QLTV01001816.1:c322588-321657	QLTV01001816.1	321657	322588	932
QLTV01001816.1:1243932-1244851	QLTV01001816.1	1243932	1244851	920
QLTV01001816.1:c1344433-1343463	QLTV01001816.1	1343463	1344433	971
QLTV01001816.1:c1535611-1534684	QLTV01001816.1	1534684	1535611	928
QLTV01001816.1:1674813-1675728	QLTV01001816.1	1674813	1675728	916
QLTV01001816.1:1768321-1769279	QLTV01001816.1	1768321	1769279	959
QLTV01001816.1:1845046-1846032	QLTV01001816.1	1845046	1846032	987
QLTV01001816.1:1873228-1874185	QLTV01001816.1	1873228	1874185	958
QLTV01001816.1:c1882745-1881845	QLTV01001816.1	1881845	1882745	901
QLTV01001816.1:3543698-3544650	QLTV01001816.1	3543698	3544650	953
QLTV01001817.1:c173536-172635	QLTV01001817.1	172635	173536	902
QLTV01001818.1:c555954-555019	QLTV01001818.1	555019	555954	936
QLTV01001819.1:c288228-287304	QLTV01001819.1	287304	288228	925
QLTV01001819.1:c614353-613373	QLTV01001819.1	613373	614353	981
QLTV01001819.1:c614353-613424	QLTV01001819.1	613424	614353	930
QLTV01001821.1:c334973-334063	QLTV01001821.1	334063	334973	911
QLTV01001823.1:c263593-262649	QLTV01001823.1	262649	263593	945
QLTV01001823.1:c279318-278324	QLTV01001823.1	278324	279318	995
QLTV01001823.1:c322837-321852	QLTV01001823.1	321852	322837	986
QLTV01001823.1:543525-544517	QLTV01001823.1	543525	544517	993
QLTV01001823.1:1171542-1172463	QLTV01001823.1	1171542	1172463	922
QLTV01001824.1:c8164-7189	QLTV01001824.1	7189	8164	976
QLTV01001824.1:c584843-583847	QLTV01001824.1	583847	584843	997
QLTV01001824.1:c1678242-1677317	QLTV01001824.1	1677317	1678242	926
QLTV01001824.1:1678235-1679165	QLTV01001824.1	1678235	1679165	931
QLTV01001824.1:1678235-1679185	QLTV01001824.1	1678235	1679185	951
QLTV01001824.1:c1948249-1947317	QLTV01001824.1	1947317	1948249	933
QLTV01001825.1:95714-96644	QLTV01001825.1	95714	96644	931
QLTV01001826.1:142712-143617	QLTV01001826.1	142712	143617	906
QLTV01001832.1:589870-590779	QLTV01001832.1	589870	590779	910
QLTV01001835.1:c321743-320809	QLTV01001835.1	320809	321743	935
QLTV01001839.1:3494386-3495310	QLTV01001839.1	3494386	3495310	925
QLTV01001839.1:3772638-3773592	QLTV01001839.1	3772638	3773592	955
QLTV01001839.1:c4146034-4145130	QLTV01001839.1	4145130	4146034	905
QLTV01001843.1:c292841-291847	QLTV01001843.1	291847	292841	995
QLTV01001843.1:c1064136-1063151	QLTV01001843.1	1063151	1064136	986
QLTV01001843.1:c1064136-1063179	QLTV01001843.1	1063179	1064136	958
QLTV01001843.1:c1414489-1413542	QLTV01001843.1	1413542	1414489	948
QLTV01001843.1:c1679487-1678513	QLTV01001843.1	1678513	1679487	975
QLTV01001843.1:c2170973-2169976	QLTV01001843.1	2169976	2170973	998
QLTV01001848.1:389528-390502	QLTV01001848.1	389528	390502	975
QLTV01001849.1:402187-403126	QLTV01001849.1	402187	403126	940
QLTV01001849.1:c2531452-2530515	QLTV01001849.1	2530515	2531452	938
QLTV01001849.1:c2743604-2742619	QLTV01001849.1	2742619	2743604	986
QLTV01001849.1:c2784552-2783580	QLTV01001849.1	2783580	2784552	973
QLTV01001849.1:3319155-3320113	QLTV01001849.1	3319155	3320113	959
QLTV01001867.1:409-1352	QLTV01001867.1	409	1352	944
QLTV01001928.1:c393661-392696	QLTV01001928.1	392696	393661	966
QLTV01001928.1:c393661-392727	QLTV01001928.1	392727	393661	935
QLTV01001928.1:c403902-402907	QLTV01001928.1	402907	403902	996
QLTV01001992.1:340594-341553	QLTV01001992.1	340594	341553	960
QLTV01001992.1:c2097598-2096686	QLTV01001992.1	2096686	2097598	913
QLTV01001994.1:154836-155762	QLTV01001994.1	154836	155762	927
QLTV01001994.1:154836-155783	QLTV01001994.1	154836	155783	948
QLTV01001997.1:601268-602213	QLTV01001997.1	601268	602213	946
QLTV01001997.1:630903-631888	QLTV01001997.1	630903	631888	986
QLTV01001997.1:c862490-861547	QLTV01001997.1	861547	862490	944
QLTV01001997.1:c966024-965095	QLTV01001997.1	965095	966024	930
QLTV01001997.1:c1600437-1599453	QLTV01001997.1	1599453	1600437	985
QLTV01001997.1:2433323-2434272	QLTV01001997.1	2433323	2434272	950
QLTV01001997.1:c4213971-4212973	QLTV01001997.1	4212973	4213971	999
QLTV01001997.1:c5519977-5519035	QLTV01001997.1	5519035	5519977	943
QLTV01001999.1:403051-404002	QLTV01001999.1	403051	404002	952
QLTV01002002.1:560422-561356	QLTV01002002.1	560422	561356	935
QLTV01002003.1:854308-855249	QLTV01002003.1	854308	855249	942
QLTV01002005.1:385908-386848	QLTV01002005.1	385908	386848	941
QLTV01002005.1:c813370-812437	QLTV01002005.1	812437	813370	934
QLTV01002006.1:c693091-692122	QLTV01002006.1	692122	693091	970
QLTV01002007.1:c225826-224917	QLTV01002007.1	224917	225826	910
QLTV01002007.1:c488383-487437	QLTV01002007.1	487437	488383	947
QLTV01002008.1:127041-127980	QLTV01002008.1	127041	127980	940
QLTV01002009.1:2701511-2702447	QLTV01002009.1	2701511	2702447	937
QLTV01002009.1:c2904454-2903507	QLTV01002009.1	2903507	2904454	948
QLTV01002011.1:742791-743742	QLTV01002011.1	742791	743742	952
QLTV01002011.1:c832855-831912	QLTV01002011.1	831912	832855	944
QLTV01002011.1:1054406-1055352	QLTV01002011.1	1054406	1055352	947
QLTV01002011.1:c1451841-1450897	QLTV01002011.1	1450897	1451841	945
QLTV01002012.1:c48150-47205	QLTV01002012.1	47205	48150	946
QLTV01002012.1:c48150-47234	QLTV01002012.1	47234	48150	917
QLTV01002013.1:c93186-92234	QLTV01002013.1	92234	93186	953
QLTV01002015.1:1990042-1990966	QLTV01002015.1	1990042	1990966	925
QLTV01002017.1:c185912-184996	QLTV01002017.1	184996	185912	917
QLTV01002018.1:c532814-531903	QLTV01002018.1	531903	532814	912
QLTV01002018.1:739423-740395	QLTV01002018.1	739423	740395	973
QLTV01002037.1:384672-385578	QLTV01002037.1	384672	385578	907
QLTV01002052.1:c5473-4555	QLTV01002052.1	4555	5473	919
QLTV01002055.1:34175-35141	QLTV01002055.1	34175	35141	967
QLTV01002055.1:c125656-124687	QLTV01002055.1	124687	125656	970
QLTV01002056.1:779045-780035	QLTV01002056.1	779045	780035	991
QLTV01002072.1:61179-62158	QLTV01002072.1	61179	62158	980
QLTV01002103.1:c61938-60965	QLTV01002103.1	60965	61938	974
QLTV01002105.1:c701268-700298	QLTV01002105.1	700298	701268	971
QLTV01002105.1:1631600-1632584	QLTV01002105.1	1631600	1632584	985
QLTV01002106.1:c285163-284176	QLTV01002106.1	284176	285163	988
QLTV01002106.1:c349613-348712	QLTV01002106.1	348712	349613	902
QLTV01002106.1:388326-389306	QLTV01002106.1	388326	389306	981
QLTV01002108.1:c384323-383328	QLTV01002108.1	383328	384323	996
QLTV01002108.1:581772-582734	QLTV01002108.1	581772	582734	963
QLTV01002109.1:9739-10695	QLTV01002109.1	9739	10695	957
QLTV01002110.1:931591-932494	QLTV01002110.1	931591	932494	904
QLTV01002110.1:2853473-2854408	QLTV01002110.1	2853473	2854408	936
QLTV01002113.1:422674-423606	QLTV01002113.1	422674	423606	933
QLTV01002113.1:422674-423635	QLTV01002113.1	422674	423635	962
QLTV01002113.1:c684761-683787	QLTV01002113.1	683787	684761	975
QLTV01002113.1:803154-804136	QLTV01002113.1	803154	804136	983
QLTV01002113.1:c1085548-1084616	QLTV01002113.1	1084616	1085548	933
QLTV01002115.1:c765223-764295	QLTV01002115.1	764295	765223	929
QLTV01002118.1:259135-260104	QLTV01002118.1	259135	260104	970
QLTV01002118.1:361949-362887	QLTV01002118.1	361949	362887	939
QLTV01002120.1:c296085-295138	QLTV01002120.1	295138	296085	948
QLTV01002121.1:434667-435639	QLTV01002121.1	434667	435639	973
QLTV01002121.1:c682959-681986	QLTV01002121.1	681986	682959	974
QLTV01002121.1:c682959-682034	QLTV01002121.1	682034	682959	926
QLTV01002121.1:835989-836940	QLTV01002121.1	835989	836940	952
QLTV01002121.1:1254138-1255042	QLTV01002121.1	1254138	1255042	905
QLTV01002121.1:1254138-1255093	QLTV01002121.1	1254138	1255093	956
QLTV01002121.1:1325064-1325991	QLTV01002121.1	1325064	1325991	928
QLTV01002121.1:1345751-1346670	QLTV01002121.1	1345751	1346670	920
QLTV01002129.1:c16392-15430	QLTV01002129.1	15430	16392	963
QLTV01002129.1:20686-21664	QLTV01002129.1	20686	21664	979
QLTV01002129.1:712124-713074	QLTV01002129.1	712124	713074	951
QLTV01002130.1:30444-31435	QLTV01002130.1	30444	31435	992
QLTV01002131.1:69398-70333	QLTV01002131.1	69398	70333	936
QLTV01002131.1:123740-124701	QLTV01002131.1	123740	124701	962
QLTV01002132.1:c1835986-1834996	QLTV01002132.1	1834996	1835986	991
QLTV01002135.1:c9469-8509	QLTV01002135.1	8509	9469	961
QLTV01002135.1:c9469-8516	QLTV01002135.1	8516	9469	954
QLTV01002140.1:1882286-1883214	QLTV01002140.1	1882286	1883214	929
QLTV01002141.1:c466397-465468	QLTV01002141.1	465468	466397	930
QLTV01002141.1:1465566-1466487	QLTV01002141.1	1465566	1466487	922
QLTV01002141.1:1487041-1488034	QLTV01002141.1	1487041	1488034	994
QLTV01002141.1:c2208747-2207817	QLTV01002141.1	2207817	2208747	931
QLTV01002141.1:c2794985-2794017	QLTV01002141.1	2794017	2794985	969
QLTV01002141.1:4416111-4417029	QLTV01002141.1	4416111	4417029	919
QLTV01002143.1:49750-50736	QLTV01002143.1	49750	50736	987
QLTV01002148.1:c103379-102397	QLTV01002148.1	102397	103379	983
QLTV01002149.1:c314360-313377	QLTV01002149.1	313377	314360	984
QLTV01002149.1:c1297145-1296232	QLTV01002149.1	1296232	1297145	914
QLTV01002149.1:1590631-1591606	QLTV01002149.1	1590631	1591606	976
QLTV01002149.1:2539330-2540308	QLTV01002149.1	2539330	2540308	979
QLTV01002158.1:c31999-31063	QLTV01002158.1	31063	31999	937
QLTV01002160.1:188058-189005	QLTV01002160.1	188058	189005	948
QLTV01002160.1:c191216-190228	QLTV01002160.1	190228	191216	989
QLTV01002167.1:1243430-1244409	QLTV01002167.1	1243430	1244409	980
QLTV01002169.1:c6758-5797	QLTV01002169.1	5797	6758	962
QLTV01002179.1:c33029-32058	QLTV01002179.1	32058	33029	972
QLTV01002246.1:c150921-149950	QLTV01002246.1	149950	150921	972
QLTV01002253.1:c332624-331647	QLTV01002253.1	331647	332624	978
QLTV01002253.1:c642868-641873	QLTV01002253.1	641873	642868	996
QLTV01002253.1:c642868-641914	QLTV01002253.1	641914	642868	955
QLTV01002253.1:c642868-641955	QLTV01002253.1	641955	642868	914
QLTV01002253.1:c988238-987262	QLTV01002253.1	987262	988238	977
QLTV01002253.1:c988238-987309	QLTV01002253.1	987309	988238	930
QLTV01002253.1:c1265961-1265023	QLTV01002253.1	1265023	1265961	939
QLTV01002253.1:1274189-1275127	QLTV01002253.1	1274189	1275127	939
QLTV01002253.1:1274189-1275156	QLTV01002253.1	1274189	1275156	968
QLTV01002253.1:c1789566-1788571	QLTV01002253.1	1788571	1789566	996
QLTV01002253.1:2265137-2266080	QLTV01002253.1	2265137	2266080	944
QLTV01002253.1:2265137-2266127	QLTV01002253.1	2265137	2266127	991
QLTV01002256.1:422791-423743	QLTV01002256.1	422791	423743	953
QLTV01002258.1:c202128-201195	QLTV01002258.1	201195	202128	934
QLTV01002258.1:c202128-201225	QLTV01002258.1	201225	202128	904
QLTV01002258.1:c228668-227763	QLTV01002258.1	227763	228668	906
QLTV01002258.1:c232414-231436	QLTV01002258.1	231436	232414	979
QLTV01002258.1:c232414-231460	QLTV01002258.1	231460	232414	955
QLTV01002258.1:346843-347835	QLTV01002258.1	346843	347835	993
QLTV01002258.1:1190438-1191425	QLTV01002258.1	1190438	1191425	988
QLTV01002258.1:c1612291-1611360	QLTV01002258.1	1611360	1612291	932
QLTV01002258.1:2015968-2016962	QLTV01002258.1	2015968	2016962	995
QLTV01002258.1:c2049522-2048556	QLTV01002258.1	2048556	2049522	967
QLTV01002258.1:c2119641-2118646	QLTV01002258.1	2118646	2119641	996
QLTV01002258.1:c2504434-2503484	QLTV01002258.1	2503484	2504434	951
QLTV01002259.1:c1813172-1812256	QLTV01002259.1	1812256	1813172	917
QLTV01002259.1:2596917-2597890	QLTV01002259.1	2596917	2597890	974
QLTV01002260.1:2382021-2382925	QLTV01002260.1	2382021	2382925	905
QLTV01002260.1:c2720527-2719617	QLTV01002260.1	2719617	2720527	911
QLTV01002260.1:2720520-2721501	QLTV01002260.1	2720520	2721501	982
QLTV01002260.1:3685912-3686873	QLTV01002260.1	3685912	3686873	962
QLTV01002260.1:5031452-5032408	QLTV01002260.1	5031452	5032408	957
QLTV01002260.1:c6263421-6262499	QLTV01002260.1	6262499	6263421	923
QLTV01002261.1:c245084-244185	QLTV01002261.1	244185	245084	900
QLTV01002262.1:c121770-120776	QLTV01002262.1	120776	121770	995
QLTV01002262.1:c775989-775073	QLTV01002262.1	775073	775989	917
QLTV01002262.1:811376-812341	QLTV01002262.1	811376	812341	966
QLTV01002262.1:1473846-1474842	QLTV01002262.1	1473846	1474842	997
QLTV01002264.1:562178-563091	QLTV01002264.1	562178	563091	914
QLTV01002264.1:c585501-584575	QLTV01002264.1	584575	585501	927
QLTV01002264.1:c959115-958165	QLTV01002264.1	958165	959115	951
QLTV01002264.1:1000944-1001932	QLTV01002264.1	1000944	1001932	989
QLTV01002264.1:c1002897-1001927	QLTV01002264.1	1001927	1002897	971
QLTV01002264.1:c1002897-1001991	QLTV01002264.1	1001991	1002897	907
QLTV01002264.1:c1294910-1293942	QLTV01002264.1	1293942	1294910	969
QLTV01002264.1:c1450309-1449352	QLTV01002264.1	1449352	1450309	958
QLTV01002264.1:c1582681-1581690	QLTV01002264.1	1581690	1582681	992
QLTV01002264.1:2305130-2306090	QLTV01002264.1	2305130	2306090	961
QLTV01002264.1:2518461-2519388	QLTV01002264.1	2518461	2519388	928
QLTV01002264.1:2606459-2607399	QLTV01002264.1	2606459	2607399	941
QLTV01002264.1:2682678-2683607	QLTV01002264.1	2682678	2683607	930
QLTV01002264.1:c2841833-2840874	QLTV01002264.1	2840874	2841833	960
QLTV01002265.1:64154-65123	QLTV01002265.1	64154	65123	970
QLTV01002265.1:c1618682-1617758	QLTV01002265.1	1617758	1618682	925
QLTV01002265.1:c2606179-2605232	QLTV01002265.1	2605232	2606179	948
QLTV01002265.1:3245407-3246390	QLTV01002265.1	3245407	3246390	984
QLTV01002265.1:c3524157-3523233	QLTV01002265.1	3523233	3524157	925
QLTV01002265.1:4428047-4429041	QLTV01002265.1	4428047	4429041	995
QLTV01002265.1:c6667756-6666845	QLTV01002265.1	6666845	6667756	912
QLTV01002266.1:c1144715-1143799	QLTV01002266.1	1143799	1144715	917
QLTV01002269.1:c953312-952373	QLTV01002269.1	952373	953312	940
QLTV01002270.1:c6266-5331	QLTV01002270.1	5331	6266	936
QLTV01002273.1:c308410-307449	QLTV01002273.1	307449	308410	962
QLTV01002273.1:582502-583416	QLTV01002273.1	582502	583416	915
QLTV01002273.1:c768133-767222	QLTV01002273.1	767222	768133	912
QLTV01002273.1:857142-858124	QLTV01002273.1	857142	858124	983
QLTV01002273.1:c1103753-1102779	QLTV01002273.1	1102779	1103753	975
QLTV01002278.1:1748026-1748942	QLTV01002278.1	1748026	1748942	917
QLTV01002279.1:c110895-109897	QLTV01002279.1	109897	110895	999
QLTV01002279.1:187853-188765	QLTV01002279.1	187853	188765	913
QLTV01002279.1:c1469206-1468235	QLTV01002279.1	1468235	1469206	972
QLTV01002279.1:c3688486-3687550	QLTV01002279.1	3687550	3688486	937
QLTV01002279.1:3996424-3997338	QLTV01002279.1	3996424	3997338	915
QLTV01002283.1:c801328-800371	QLTV01002283.1	800371	801328	958
QLTV01002286.1:218316-219278	QLTV01002286.1	218316	219278	963
QLTV01002414.1:902436-903412	QLTV01002414.1	902436	903412	977
QLTV01002414.1:1236201-1237117	QLTV01002414.1	1236201	1237117	917
QLTV01002416.1:c22353-21392	QLTV01002416.1	21392	22353	962
QLTV01002416.1:c647884-646971	QLTV01002416.1	646971	647884	914
QLTV01002418.1:c218668-217697	QLTV01002418.1	217697	218668	972
QLTV01002418.1:c500597-499651	QLTV01002418.1	499651	500597	947
QLTV01002418.1:c500597-499698	QLTV01002418.1	499698	500597	900
QLTV01002418.1:c923694-922701	QLTV01002418.1	922701	923694	994
QLTV01002419.1:1949036-1949986	QLTV01002419.1	1949036	1949986	951
QLTV01002419.1:2120159-2121083	QLTV01002419.1	2120159	2121083	925
QLTV01002419.1:2517428-2518394	QLTV01002419.1	2517428	2518394	967
QLTV01002419.1:c3237557-3236563	QLTV01002419.1	3236563	3237557	995
QLTV01002419.1:c4898998-4898045	QLTV01002419.1	4898045	4898998	954
QLTV01002419.1:c4898998-4898065	QLTV01002419.1	4898065	4898998	934
QLTV01002419.1:6217206-6218144	QLTV01002419.1	6217206	6218144	939
QLTV01002419.1:6397637-6398562	QLTV01002419.1	6397637	6398562	926
QLTV01002419.1:6771294-6772284	QLTV01002419.1	6771294	6772284	991
QLTV01002419.1:c6807837-6806840	QLTV01002419.1	6806840	6807837	998
QLTV01002419.1:c6933579-6932601	QLTV01002419.1	6932601	6933579	979
QLTV01002419.1:c9128976-9128020	QLTV01002419.1	9128020	9128976	957
QLTV01002419.1:c10884002-10883018	QLTV01002419.1	10883018	10884002	985
QLTV01002419.1:c11881968-11880979	QLTV01002419.1	11880979	11881968	990
QLTV01002419.1:12635929-12636921	QLTV01002419.1	12635929	12636921	993
QLTV01002421.1:c221811-220894	QLTV01002421.1	220894	221811	918
QLTV01002421.1:1189220-1190132	QLTV01002421.1	1189220	1190132	913
QLTV01002422.1:609461-610428	QLTV01002422.1	609461	610428	968
QLTV01002422.1:c1821869-1820903	QLTV01002422.1	1820903	1821869	967
QLTV01002422.1:c2169681-2168717	QLTV01002422.1	2168717	2169681	965
QLTV01002422.1:3685151-3686064	QLTV01002422.1	3685151	3686064	914
QLTV01002422.1:c3751087-3750118	QLTV01002422.1	3750118	3751087	970
QLTV01002422.1:c4073419-4072512	QLTV01002422.1	4072512	4073419	908
QLTV01002422.1:4349877-4350823	QLTV01002422.1	4349877	4350823	947
QLTV01002422.1:4917206-4918131	QLTV01002422.1	4917206	4918131	926
QLTV01002422.1:5283587-5284527	QLTV01002422.1	5283587	5284527	941
QLTV01002425.1:c2110909-2109996	QLTV01002425.1	2109996	2110909	914
QLTV01002426.1:c373494-372575	QLTV01002426.1	372575	373494	920
QLTV01002426.1:c517598-516641	QLTV01002426.1	516641	517598	958
QLTV01002426.1:646424-647339	QLTV01002426.1	646424	647339	916
QLTV01002426.1:c1071456-1070512	QLTV01002426.1	1070512	1071456	945
QLTV01002426.1:c1471269-1470360	QLTV01002426.1	1470360	1471269	910
QLTV01002428.1:22942-23927	QLTV01002428.1	22942	23927	986
QLTV01002428.1:392561-393535	QLTV01002428.1	392561	393535	975
QLTV01002428.1:392561-393559	QLTV01002428.1	392561	393559	999
QLTV01002429.1:c734187-733201	QLTV01002429.1	733201	734187	987
QLTV01002429.1:c1501063-1500098	QLTV01002429.1	1500098	1501063	966
QLTV01002430.1:c603541-602618	QLTV01002430.1	602618	603541	924
QLTV01002430.1:749079-750003	QLTV01002430.1	749079	750003	925
QLTV01002434.1:491357-492316	QLTV01002434.1	491357	492316	960
QLTV01002434.1:933150-934115	QLTV01002434.1	933150	934115	966
QLTV01002436.1:499129-500076	QLTV01002436.1	499129	500076	948
QLTV01002438.1:321513-322461	QLTV01002438.1	321513	322461	949
QLTV01002438.1:792410-793337	QLTV01002438.1	792410	793337	928
QLTV01002438.1:1478709-1479632	QLTV01002438.1	1478709	1479632	924
QLTV01002442.1:292530-293455	QLTV01002442.1	292530	293455	926
QLTV01002442.1:325418-326379	QLTV01002442.1	325418	326379	962
QLTV01002442.1:473972-474901	QLTV01002442.1	473972	474901	930
QLTV01002442.1:c581704-580799	QLTV01002442.1	580799	581704	906
QLTV01002445.1:c75833-74877	QLTV01002445.1	74877	75833	957
QLTV01002445.1:c473886-472935	QLTV01002445.1	472935	473886	952
QLTV01002446.1:c883235-882309	QLTV01002446.1	882309	883235	927
QLTV01002447.1:c1760954-1760038	QLTV01002447.1	1760038	1760954	917
QLTV01002447.1:1843815-1844728	QLTV01002447.1	1843815	1844728	914
QLTV01002447.1:c2608286-2607379	QLTV01002447.1	2607379	2608286	908
QLTV01002447.1:3549932-3550924	QLTV01002447.1	3549932	3550924	993
QLTV01002447.1:3642639-3643623	QLTV01002447.1	3642639	3643623	985
QLTV01002447.1:c3842935-3842030	QLTV01002447.1	3842030	3842935	906
QLTV01002447.1:c4374036-4373067	QLTV01002447.1	4373067	4374036	970
QLTV01002449.1:c275929-274974	QLTV01002449.1	274974	275929	956
QLTV01002449.1:c396593-395595	QLTV01002449.1	395595	396593	999
QLTV01002457.1:1167995-1168936	QLTV01002457.1	1167995	1168936	942
QLTV01002460.1:26331-27290	QLTV01002460.1	26331	27290	960
QLTV01002462.1:c19618-18647	QLTV01002462.1	18647	19618	972
QLTV01002467.1:12540-13501	QLTV01002467.1	12540	13501	962
QLTV01002469.1:c147414-146470	QLTV01002469.1	146470	147414	945
QLTV01002469.1:c344322-343387	QLTV01002469.1	343387	344322	936
QLTV01002469.1:c704783-703868	QLTV01002469.1	703868	704783	916
QLTV01002473.1:c732300-731302	QLTV01002473.1	731302	732300	999
QLTV01002476.1:c128503-127538	QLTV01002476.1	127538	128503	966
QLTV01002482.1:c40967-40009	QLTV01002482.1	40009	40967	959
QLTV01002485.1:c45336-44421	QLTV01002485.1	44421	45336	916
QLTV01002492.1:1425233-1426164	QLTV01002492.1	1425233	1426164	932
QLTV01002492.1:1536649-1537583	QLTV01002492.1	1536649	1537583	935
QLTV01002492.1:c1859942-1858951	QLTV01002492.1	1858951	1859942	992
QLTV01002492.1:2186181-2187123	QLTV01002492.1	2186181	2187123	943
QLTV01002492.1:2186199-2187123	QLTV01002492.1	2186199	2187123	925
QLTV01002492.1:c2223193-2222291	QLTV01002492.1	2222291	2223193	903
QLTV01002494.1:175513-176496	QLTV01002494.1	175513	176496	984
QLTV01002515.1:c8792-7864	QLTV01002515.1	7864	8792	929
QLTV01002530.1:c217238-216283	QLTV01002530.1	216283	217238	956
