coordinates	ContigAccession	StartPosition	EndPosition	TargetLength
QLTV01003300.1:302813-303726	QLTV01003300.1	302813	303726	913
QLTV01003303.1:455232-456132	QLTV01003303.1	455232	456132	900
QLTV01003313.1:415157-416065	QLTV01003313.1	415157	416065	908
QLTV01003324.1:7962-8868	QLTV01003324.1	7962	8868	906
QLTV01003387.1:806174-807142	QLTV01003387.1	806174	807142	968
QLTV01003388.1:115254-116199	QLTV01003388.1	115254	116199	945
QLTV01003388.1:1784581-1785566	QLTV01003388.1	1784581	1785566	985
QLTV01003388.1:1881361-1882356	QLTV01003388.1	1881361	1882356	995
QLTV01003388.1:3358793-3359739	QLTV01003388.1	3358793	3359739	946
QLTV01003388.1:4386306-4387210	QLTV01003388.1	4386306	4387210	904
QLTV01003389.1:100780-101679	QLTV01003389.1	100780	101679	899
QLTV01003390.1:261787-262763	QLTV01003390.1	261787	262763	976
QLTV01003390.1:1014115-1015018	QLTV01003390.1	1014115	1015018	903
QLTV01003390.1:2058481-2059402	QLTV01003390.1	2058481	2059402	921
QLTV01003390.1:2238946-2239936	QLTV01003390.1	2238946	2239936	990
QLTV01003391.1:1505883-1506874	QLTV01003391.1	1505883	1506874	991
QLTV01003391.1:2921542-2922457	QLTV01003391.1	2921542	2922457	915
QLTV01003391.1:3261381-3262328	QLTV01003391.1	3261381	3262328	947
QLTV01003391.1:3261381-3262357	QLTV01003391.1	3261381	3262357	976
QLTV01003392.1:191767-192734	QLTV01003392.1	191767	192734	967
QLTV01003395.1:150567-151471	QLTV01003395.1	150567	151471	904
QLTV01003397.1:384496-385479	QLTV01003397.1	384496	385479	983
QLTV01003398.1:808186-809097	QLTV01003398.1	808186	809097	911
QLTV01003398.1:1244926-1245908	QLTV01003398.1	1244926	1245908	982
QLTV01003401.1:1036483-1037427	QLTV01003401.1	1036483	1037427	944
QLTV01003402.1:1548676-1549660	QLTV01003402.1	1548676	1549660	984
QLTV01003402.1:1689771-1690767	QLTV01003402.1	1689771	1690767	996
QLTV01003402.1:2313338-2314246	QLTV01003402.1	2313338	2314246	908
QLTV01003408.1:200838-201769	QLTV01003408.1	200838	201769	931
QLTV01003410.1:137627-138575	QLTV01003410.1	137627	138575	948
QLTV01003426.1:32077-33030	QLTV01003426.1	32077	33030	953
QLTV01003430.1:875129-876062	QLTV01003430.1	875129	876062	933
QLTV01003430.1:948914-949837	QLTV01003430.1	948914	949837	923
QLTV01003430.1:1366712-1367621	QLTV01003430.1	1366712	1367621	909
QLTV01003432.1:60497-61445	QLTV01003432.1	60497	61445	948
QLTV01003432.1:279358-280302	QLTV01003432.1	279358	280302	944
QLTV01003441.1:75487-76452	QLTV01003441.1	75487	76452	965
QLTV01003442.1:470831-471809	QLTV01003442.1	470831	471809	978
QLTV01003442.1:1023125-1024064	QLTV01003442.1	1023125	1024064	939
QLTV01003443.1:517499-518435	QLTV01003443.1	517499	518435	936
QLTV01003451.1:197515-198467	QLTV01003451.1	197515	198467	952
QLTV01003452.1:170126-171074	QLTV01003452.1	170126	171074	948
QLTV01003454.1:1398289-1399274	QLTV01003454.1	1398289	1399274	985
QLTV01003454.1:1966589-1967581	QLTV01003454.1	1966589	1967581	992
QLTV01003456.1:976668-977604	QLTV01003456.1	976668	977604	936
QLTV01003456.1:976668-977657	QLTV01003456.1	976668	977657	989
QLTV01003456.1:2066395-2067333	QLTV01003456.1	2066395	2067333	938
QLTV01003456.1:2066395-2067362	QLTV01003456.1	2066395	2067362	967
QLTV01003456.1:3891325-3892312	QLTV01003456.1	3891325	3892312	987
QLTV01003457.1:505121-506038	QLTV01003457.1	505121	506038	917
QLTV01003457.1:974651-975550	QLTV01003457.1	974651	975550	899
QLTV01003457.1:974651-975590	QLTV01003457.1	974651	975590	939
QLTV01003457.1:974651-975630	QLTV01003457.1	974651	975630	979
QLTV01003457.1:1493220-1494134	QLTV01003457.1	1493220	1494134	914
QLTV01003457.1:1912640-1913554	QLTV01003457.1	1912640	1913554	914
QLTV01003459.1:787808-788800	QLTV01003459.1	787808	788800	992
QLTV01003460.1:152890-153846	QLTV01003460.1	152890	153846	956
QLTV01003460.1:2512838-2513796	QLTV01003460.1	2512838	2513796	958
QLTV01003462.1:645439-646414	QLTV01003462.1	645439	646414	975
QLTV01003463.1:1076791-1077763	QLTV01003463.1	1076791	1077763	972
QLTV01003465.1:872200-873129	QLTV01003465.1	872200	873129	929
QLTV01003466.1:785570-786558	QLTV01003466.1	785570	786558	988
QLTV01003467.1:348560-349555	QLTV01003467.1	348560	349555	995
QLTV01003467.1:1042768-1043722	QLTV01003467.1	1042768	1043722	954
QLTV01003470.1:74984-75892	QLTV01003470.1	74984	75892	908
QLTV01003470.1:892193-893142	QLTV01003470.1	892193	893142	949
QLTV01003471.1:173533-174515	QLTV01003471.1	173533	174515	982
QLTV01003471.1:903204-904161	QLTV01003471.1	903204	904161	957
QLTV01003473.1:232861-233822	QLTV01003473.1	232861	233822	961
QLTV01003473.1:382780-383765	QLTV01003473.1	382780	383765	985
QLTV01003479.1:2635221-2636155	QLTV01003479.1	2635221	2636155	934
QLTV01003481.1:1372214-1373141	QLTV01003481.1	1372214	1373141	927
QLTV01003489.1:310586-311492	QLTV01003489.1	310586	311492	906
QLTV01003492.1:71675-72586	QLTV01003492.1	71675	72586	911
QLTV01003492.1:76414-77324	QLTV01003492.1	76414	77324	910
QLTV01003492.1:76414-77353	QLTV01003492.1	76414	77353	939
QLTV01003514.1:160708-161682	QLTV01003514.1	160708	161682	974
QLTV01003516.1:3129224-3130215	QLTV01003516.1	3129224	3130215	991
QLTV01003535.1:48374-49293	QLTV01003535.1	48374	49293	919
QLTV01003535.1:48374-49330	QLTV01003535.1	48374	49330	956
QLTV01003535.1:48374-49367	QLTV01003535.1	48374	49367	993
QLTV01003535.1:280459-281434	QLTV01003535.1	280459	281434	975
QLTV01003646.1:2107996-2108911	QLTV01003646.1	2107996	2108911	915
QLTV01003646.1:2475910-2476841	QLTV01003646.1	2475910	2476841	931
QLTV01003646.1:2607038-2608016	QLTV01003646.1	2607038	2608016	978
QLTV01003647.1:864686-865674	QLTV01003647.1	864686	865674	988
QLTV01003647.1:1559466-1560376	QLTV01003647.1	1559466	1560376	910
QLTV01003647.1:1743150-1744093	QLTV01003647.1	1743150	1744093	943
QLTV01003647.1:1977290-1978217	QLTV01003647.1	1977290	1978217	927
QLTV01003649.1:1278439-1279374	QLTV01003649.1	1278439	1279374	935
QLTV01003649.1:1451959-1452902	QLTV01003649.1	1451959	1452902	943
QLTV01003650.1:313838-314787	QLTV01003650.1	313838	314787	949
QLTV01003654.1:626392-627359	QLTV01003654.1	626392	627359	967
QLTV01003654.1:1053531-1054447	QLTV01003654.1	1053531	1054447	916
QLTV01003654.1:1292361-1293344	QLTV01003654.1	1292361	1293344	983
QLTV01003654.1:7339283-7340187	QLTV01003654.1	7339283	7340187	904
QLTV01003654.1:7399105-7400078	QLTV01003654.1	7399105	7400078	973
QLTV01003658.1:1281403-1282337	QLTV01003658.1	1281403	1282337	934
QLTV01003658.1:1341599-1342591	QLTV01003658.1	1341599	1342591	992
QLTV01003658.1:1695226-1696130	QLTV01003658.1	1695226	1696130	904
QLTV01003658.1:1866625-1867537	QLTV01003658.1	1866625	1867537	912
QLTV01003658.1:1872500-1873437	QLTV01003658.1	1872500	1873437	937
QLTV01003658.1:1872500-1873456	QLTV01003658.1	1872500	1873456	956
QLTV01003659.1:1953163-1954104	QLTV01003659.1	1953163	1954104	941
QLTV01003659.1:2387923-2388836	QLTV01003659.1	2387923	2388836	913
QLTV01003663.1:876681-877583	QLTV01003663.1	876681	877583	902
QLTV01003669.1:1904773-1905730	QLTV01003669.1	1904773	1905730	957
QLTV01003675.1:409568-410517	QLTV01003675.1	409568	410517	949
QLTV01003675.1:3563131-3564064	QLTV01003675.1	3563131	3564064	933
QLTV01003677.1:171130-172102	QLTV01003677.1	171130	172102	972
QLTV01003684.1:238381-239281	QLTV01003684.1	238381	239281	900
QLTV01003687.1:347903-348833	QLTV01003687.1	347903	348833	930
QLTV01003690.1:366850-367829	QLTV01003690.1	366850	367829	979
QLTV01003690.1:860295-861201	QLTV01003690.1	860295	861201	906
QLTV01003690.1:1664629-1665567	QLTV01003690.1	1664629	1665567	938
QLTV01003690.1:1956052-1956983	QLTV01003690.1	1956052	1956983	931
QLTV01003690.1:2161335-2162240	QLTV01003690.1	2161335	2162240	905
QLTV01003690.1:2533511-2534500	QLTV01003690.1	2533511	2534500	989
QLTV01003696.1:628806-629718	QLTV01003696.1	628806	629718	912
QLTV01003699.1:256806-257799	QLTV01003699.1	256806	257799	993
QLTV01003726.1:32085-33025	QLTV01003726.1	32085	33025	940
QLTV01003726.1:32085-33059	QLTV01003726.1	32085	33059	974
QLTV01003726.1:78938-79909	QLTV01003726.1	78938	79909	971
QLTV01003726.1:88664-89650	QLTV01003726.1	88664	89650	986
QLTV01003726.1:137902-138830	QLTV01003726.1	137902	138830	928
QLTV01003726.1:140558-141557	QLTV01003726.1	140558	141557	999
QLTV01003728.1:1966193-1967182	QLTV01003728.1	1966193	1967182	989
QLTV01003728.1:2589467-2590435	QLTV01003728.1	2589467	2590435	968
QLTV01003728.1:2643738-2644675	QLTV01003728.1	2643738	2644675	937
QLTV01003751.1:83076-84015	QLTV01003751.1	83076	84015	939
QLTV01003754.1:938960-939919	QLTV01003754.1	938960	939919	959
QLTV01003756.1:517715-518686	QLTV01003756.1	517715	518686	971
QLTV01003758.1:685110-686053	QLTV01003758.1	685110	686053	943
QLTV01003758.1:1677074-1678039	QLTV01003758.1	1677074	1678039	965
QLTV01003760.1:841880-842808	QLTV01003760.1	841880	842808	928
QLTV01003760.1:1732442-1733393	QLTV01003760.1	1732442	1733393	951
QLTV01003762.1:182168-183128	QLTV01003762.1	182168	183128	960
QLTV01003766.1:129638-130634	QLTV01003766.1	129638	130634	996
QLTV01003767.1:253634-254606	QLTV01003767.1	253634	254606	972
QLTV01003771.1:2630430-2631357	QLTV01003771.1	2630430	2631357	927
QLTV01003771.1:3445020-3445943	QLTV01003771.1	3445020	3445943	923
QLTV01003771.1:3545667-3546617	QLTV01003771.1	3545667	3546617	950
QLTV01003772.1:57166-58138	QLTV01003772.1	57166	58138	972
QLTV01003772.1:775477-776416	QLTV01003772.1	775477	776416	939
QLTV01003772.1:851005-851983	QLTV01003772.1	851005	851983	978
QLTV01003772.1:851027-851983	QLTV01003772.1	851027	851983	956
QLTV01003773.1:194880-195852	QLTV01003773.1	194880	195852	972
QLTV01003777.1:198722-199696	QLTV01003777.1	198722	199696	974
QLTV01003780.1:965936-966855	QLTV01003780.1	965936	966855	919
QLTV01003783.1:360262-361241	QLTV01003783.1	360262	361241	979
QLTV01003783.1:973950-974897	QLTV01003783.1	973950	974897	947
QLTV01003784.1:324381-325306	QLTV01003784.1	324381	325306	925
QLTV01003789.1:149881-150803	QLTV01003789.1	149881	150803	922
QLTV01003789.1:149881-150832	QLTV01003789.1	149881	150832	951
QLTV01003789.1:246471-247438	QLTV01003789.1	246471	247438	967
QLTV01003789.1:299634-300579	QLTV01003789.1	299634	300579	945
QLTV01003790.1:539121-540068	QLTV01003790.1	539121	540068	947
QLTV01003796.1:681535-682435	QLTV01003796.1	681535	682435	900
QLTV01003803.1:20180-21162	QLTV01003803.1	20180	21162	982
QLTV01003806.1:392195-393115	QLTV01003806.1	392195	393115	920
QLTV01003806.1:426905-427854	QLTV01003806.1	426905	427854	949
QLTV01003806.1:545514-546459	QLTV01003806.1	545514	546459	945
QLTV01003829.1:56445-57358	QLTV01003829.1	56445	57358	913
QLTV01003900.1:1924883-1925830	QLTV01003900.1	1924883	1925830	947
QLTV01003900.1:1993756-1994749	QLTV01003900.1	1993756	1994749	993
QLTV01003938.1:96001-96900	QLTV01003938.1	96001	96900	899
QLTV01003958.1:32260-33224	QLTV01003958.1	32260	33224	964
QLTV01003959.1:1175777-1176748	QLTV01003959.1	1175777	1176748	971
QLTV01003959.1:1499208-1500195	QLTV01003959.1	1499208	1500195	987
QLTV01003962.1:386473-387462	QLTV01003962.1	386473	387462	989
QLTV01003964.1:171777-172753	QLTV01003964.1	171777	172753	976
QLTV01003965.1:249510-250428	QLTV01003965.1	249510	250428	918
QLTV01003967.1:621588-622493	QLTV01003967.1	621588	622493	905
QLTV01003972.1:117392-118370	QLTV01003972.1	117392	118370	978
QLTV01003974.1:593906-594864	QLTV01003974.1	593906	594864	958
QLTV01003974.1:593906-594888	QLTV01003974.1	593906	594888	982
QLTV01003975.1:1303417-1304347	QLTV01003975.1	1303417	1304347	930
QLTV01003977.1:655546-656503	QLTV01003977.1	655546	656503	957
QLTV01003980.1:98386-99311	QLTV01003980.1	98386	99311	925
QLTV01003980.1:132171-133136	QLTV01003980.1	132171	133136	965
QLTV01003982.1:384179-385144	QLTV01003982.1	384179	385144	965
QLTV01003982.1:392677-393598	QLTV01003982.1	392677	393598	921
QLTV01003983.1:271150-272120	QLTV01003983.1	271150	272120	970
QLTV01003983.1:316948-317891	QLTV01003983.1	316948	317891	943
QLTV01003983.1:921399-922358	QLTV01003983.1	921399	922358	959
QLTV01003984.1:665732-666680	QLTV01003984.1	665732	666680	948
QLTV01003994.1:3233682-3234616	QLTV01003994.1	3233682	3234616	934
QLTV01004005.1:31528-32482	QLTV01004005.1	31528	32482	954
QLTV01004007.1:687923-688839	QLTV01004007.1	687923	688839	916
QLTV01004007.1:1114091-1115049	QLTV01004007.1	1114091	1115049	958
QLTV01004007.1:1152482-1153414	QLTV01004007.1	1152482	1153414	932
QLTV01004015.1:301571-302536	QLTV01004015.1	301571	302536	965
QLTV01004019.1:14119-15098	QLTV01004019.1	14119	15098	979
QLTV01004024.1:66778-67703	QLTV01004024.1	66778	67703	925
QLTV01004033.1:438232-439196	QLTV01004033.1	438232	439196	964
QLTV01004082.1:429835-430808	QLTV01004082.1	429835	430808	973
QLTV01004082.1:1004648-1005558	QLTV01004082.1	1004648	1005558	910
QLTV01004082.1:1254834-1255818	QLTV01004082.1	1254834	1255818	984
QLTV01004082.1:1693326-1694298	QLTV01004082.1	1693326	1694298	972
QLTV01004082.1:2654558-2655461	QLTV01004082.1	2654558	2655461	903
QLTV01004082.1:3276683-3277662	QLTV01004082.1	3276683	3277662	979
QLTV01004082.1:4283499-4284463	QLTV01004082.1	4283499	4284463	964
QLTV01004082.1:4303584-4304577	QLTV01004082.1	4303584	4304577	993
QLTV01004082.1:6189833-6190760	QLTV01004082.1	6189833	6190760	927
QLTV01004083.1:1746589-1747497	QLTV01004083.1	1746589	1747497	908
QLTV01004083.1:2108859-2109831	QLTV01004083.1	2108859	2109831	972
QLTV01004085.1:474333-475254	QLTV01004085.1	474333	475254	921
QLTV01004085.1:4754826-4755740	QLTV01004085.1	4754826	4755740	914
QLTV01004085.1:4818951-4819915	QLTV01004085.1	4818951	4819915	964
QLTV01004086.1:647801-648740	QLTV01004086.1	647801	648740	939
QLTV01004086.1:2097581-2098504	QLTV01004086.1	2097581	2098504	923
QLTV01004086.1:4854196-4855180	QLTV01004086.1	4854196	4855180	984
QLTV01004086.1:4873609-4874524	QLTV01004086.1	4873609	4874524	915
QLTV01004086.1:6693737-6694684	QLTV01004086.1	6693737	6694684	947
QLTV01004086.1:6693737-6694716	QLTV01004086.1	6693737	6694716	979
QLTV01004086.1:7596074-7597047	QLTV01004086.1	7596074	7597047	973
QLTV01004087.1:1780515-1781470	QLTV01004087.1	1780515	1781470	955
QLTV01004092.1:243148-244137	QLTV01004092.1	243148	244137	989
QLTV01004095.1:551642-552638	QLTV01004095.1	551642	552638	996
QLTV01004096.1:621766-622703	QLTV01004096.1	621766	622703	937
QLTV01004096.1:1179025-1179992	QLTV01004096.1	1179025	1179992	967
QLTV01004096.1:1898067-1899011	QLTV01004096.1	1898067	1899011	944
QLTV01004096.1:1926730-1927712	QLTV01004096.1	1926730	1927712	982
QLTV01004097.1:2251738-2252724	QLTV01004097.1	2251738	2252724	986
QLTV01004097.1:3015596-3016567	QLTV01004097.1	3015596	3016567	971
QLTV01004097.1:3016242-3017239	QLTV01004097.1	3016242	3017239	997
QLTV01004098.1:2110563-2111515	QLTV01004098.1	2110563	2111515	952
QLTV01004098.1:2653585-2654520	QLTV01004098.1	2653585	2654520	935
QLTV01004100.1:2660610-2661588	QLTV01004100.1	2660610	2661588	978
QLTV01004101.1:64795-65719	QLTV01004101.1	64795	65719	924
QLTV01004101.1:801739-802725	QLTV01004101.1	801739	802725	986
QLTV01004101.1:1182254-1183186	QLTV01004101.1	1182254	1183186	932
QLTV01004101.1:2605550-2606507	QLTV01004101.1	2605550	2606507	957
QLTV01004104.1:937024-937932	QLTV01004104.1	937024	937932	908
QLTV01004104.1:1943321-1944251	QLTV01004104.1	1943321	1944251	930
QLTV01004107.1:56749-57687	QLTV01004107.1	56749	57687	938
QLTV01004107.1:482107-483051	QLTV01004107.1	482107	483051	944
QLTV01004118.1:41075-42050	QLTV01004118.1	41075	42050	975
QLTV01004118.1:173599-174580	QLTV01004118.1	173599	174580	981
QLTV01004120.1:233097-234030	QLTV01004120.1	233097	234030	933
QLTV01004139.1:76893-77831	QLTV01004139.1	76893	77831	938
QLTV01004146.1:2881941-2882930	QLTV01004146.1	2881941	2882930	989
QLTV01004215.1:600789-601692	QLTV01004215.1	600789	601692	903
QLTV01004222.1:1228890-1229883	QLTV01004222.1	1228890	1229883	993
QLTV01004222.1:2170397-2171394	QLTV01004222.1	2170397	2171394	997
QLTV01004222.1:2396980-2397957	QLTV01004222.1	2396980	2397957	977
QLTV01004222.1:2397032-2397957	QLTV01004222.1	2397032	2397957	925
QLTV01004222.1:2793418-2794329	QLTV01004222.1	2793418	2794329	911
QLTV01004222.1:2808109-2809023	QLTV01004222.1	2808109	2809023	914
QLTV01004225.1:2285308-2286231	QLTV01004225.1	2285308	2286231	923
QLTV01004225.1:2323091-2323990	QLTV01004225.1	2323091	2323990	899
QLTV01004228.1:468070-469005	QLTV01004228.1	468070	469005	935
QLTV01004232.1:188994-189933	QLTV01004232.1	188994	189933	939
QLTV01004232.1:313408-314317	QLTV01004232.1	313408	314317	909
QLTV01004235.1:897779-898772	QLTV01004235.1	897779	898772	993
QLTV01004237.1:1333547-1334476	QLTV01004237.1	1333547	1334476	929
QLTV01004242.1:847260-848160	QLTV01004242.1	847260	848160	900
QLTV01004242.1:1340941-1341925	QLTV01004242.1	1340941	1341925	984
QLTV01004242.1:2006958-2007863	QLTV01004242.1	2006958	2007863	905
QLTV01004242.1:2381565-2382492	QLTV01004242.1	2381565	2382492	927
QLTV01004244.1:1377363-1378330	QLTV01004244.1	1377363	1378330	967
QLTV01004245.1:477080-478069	QLTV01004245.1	477080	478069	989
QLTV01004245.1:755111-756038	QLTV01004245.1	755111	756038	927
QLTV01004245.1:1207620-1208563	QLTV01004245.1	1207620	1208563	943
QLTV01004248.1:610714-611632	QLTV01004248.1	610714	611632	918
QLTV01004248.1:1470148-1471117	QLTV01004248.1	1470148	1471117	969
QLTV01004248.1:1973685-1974653	QLTV01004248.1	1973685	1974653	968
QLTV01004250.1:1219260-1220195	QLTV01004250.1	1219260	1220195	935
QLTV01004253.1:512258-513234	QLTV01004253.1	512258	513234	976
QLTV01004253.1:1371852-1372788	QLTV01004253.1	1371852	1372788	936
QLTV01004253.1:1929474-1930386	QLTV01004253.1	1929474	1930386	912
QLTV01004256.1:3119139-3120073	QLTV01004256.1	3119139	3120073	934
QLTV01004256.1:3682832-3683792	QLTV01004256.1	3682832	3683792	960
QLTV01004257.1:2606037-2606981	QLTV01004257.1	2606037	2606981	944
QLTV01004259.1:777367-778269	QLTV01004259.1	777367	778269	902
QLTV01004260.1:181218-182171	QLTV01004260.1	181218	182171	953
QLTV01004266.1:809576-810482	QLTV01004266.1	809576	810482	906
QLTV01004266.1:809576-810507	QLTV01004266.1	809576	810507	931
QLTV01004266.1:809576-810530	QLTV01004266.1	809576	810530	954
QLTV01004267.1:255224-256124	QLTV01004267.1	255224	256124	900
QLTV01004279.1:1997599-1998587	QLTV01004279.1	1997599	1998587	988
QLTV01004279.1:2038339-2039287	QLTV01004279.1	2038339	2039287	948
QLTV01004279.1:2038350-2039287	QLTV01004279.1	2038350	2039287	937
QLTV01004279.1:2510626-2511545	QLTV01004279.1	2510626	2511545	919
QLTV01004282.1:169523-170468	QLTV01004282.1	169523	170468	945
QLTV01004293.1:158596-159532	QLTV01004293.1	158596	159532	936
QLTV01004297.1:1330778-1331687	QLTV01004297.1	1330778	1331687	909
QLTV01004297.1:3880154-3881110	QLTV01004297.1	3880154	3881110	956
QLTV01004386.1:234140-235052	QLTV01004386.1	234140	235052	912
QLTV01004387.1:575-1552	QLTV01004387.1	575	1552	977
QLTV01004389.1:809128-810084	QLTV01004389.1	809128	810084	956
QLTV01004389.1:1220147-1221063	QLTV01004389.1	1220147	1221063	916
QLTV01004389.1:3536812-3537805	QLTV01004389.1	3536812	3537805	993
QLTV01004392.1:1389086-1390023	QLTV01004392.1	1389086	1390023	937
QLTV01004393.1:746305-747237	QLTV01004393.1	746305	747237	932
QLTV01004394.1:137063-138003	QLTV01004394.1	137063	138003	940
QLTV01004400.1:16238-17147	QLTV01004400.1	16238	17147	909
QLTV01004400.1:3748829-3749729	QLTV01004400.1	3748829	3749729	900
QLTV01004403.1:897892-898808	QLTV01004403.1	897892	898808	916
QLTV01004403.1:2271497-2272489	QLTV01004403.1	2271497	2272489	992
QLTV01004403.1:4098702-4099688	QLTV01004403.1	4098702	4099688	986
QLTV01004403.1:4209295-4210214	QLTV01004403.1	4209295	4210214	919
QLTV01004416.1:284531-285454	QLTV01004416.1	284531	285454	923
QLTV01004416.1:1736867-1737771	QLTV01004416.1	1736867	1737771	904
QLTV01004416.1:3173029-3173992	QLTV01004416.1	3173029	3173992	963
QLTV01004421.1:243840-244754	QLTV01004421.1	243840	244754	914
QLTV01004421.1:497663-498634	QLTV01004421.1	497663	498634	971
QLTV01004426.1:890288-891210	QLTV01004426.1	890288	891210	922
QLTV01004426.1:2787202-2788138	QLTV01004426.1	2787202	2788138	936
QLTV01004426.1:4890282-4891212	QLTV01004426.1	4890282	4891212	930
QLTV01004426.1:4890282-4891246	QLTV01004426.1	4890282	4891246	964
QLTV01004445.1:1811248-1812188	QLTV01004445.1	1811248	1812188	940
QLTV01004445.1:2863905-2864895	QLTV01004445.1	2863905	2864895	990
QLTV01004445.1:3507134-3508086	QLTV01004445.1	3507134	3508086	952
QLTV01004454.1:710832-711800	QLTV01004454.1	710832	711800	968
QLTV01004454.1:1734469-1735387	QLTV01004454.1	1734469	1735387	918
QLTV01009056.1:635650-636615	QLTV01009056.1	635650	636615	965
QLTV01009056.1:2625345-2626291	QLTV01009056.1	2625345	2626291	946
QLTV01009056.1:2918034-2918944	QLTV01009056.1	2918034	2918944	910
QLTV01012184.1:3784762-3785725	QLTV01012184.1	3784762	3785725	963
QLTV01012184.1:7142854-7143792	QLTV01012184.1	7142854	7143792	938
QLTV01012189.1:187623-188568	QLTV01012189.1	187623	188568	945
QLTV01012189.1:317973-318899	QLTV01012189.1	317973	318899	926
QLTV01012191.1:543691-544680	QLTV01012191.1	543691	544680	989
QLTV01012191.1:1332589-1333550	QLTV01012191.1	1332589	1333550	961
QLTV01012192.1:164422-165348	QLTV01012192.1	164422	165348	926
QLTV01012193.1:376020-376952	QLTV01012193.1	376020	376952	932
QLTV01012193.1:2393609-2394531	QLTV01012193.1	2393609	2394531	922
QLTV01012193.1:3003722-3004702	QLTV01012193.1	3003722	3004702	980
QLTV01012194.1:1329033-1329940	QLTV01012194.1	1329033	1329940	907
QLTV01012194.1:2103623-2104562	QLTV01012194.1	2103623	2104562	939
QLTV01012194.1:2103623-2104590	QLTV01012194.1	2103623	2104590	967
QLTV01012194.1:2931785-2932728	QLTV01012194.1	2931785	2932728	943
QLTV01012194.1:4792121-4793074	QLTV01012194.1	4792121	4793074	953
QLTV01012194.1:5813339-5814251	QLTV01012194.1	5813339	5814251	912
QLTV01012195.1:323899-324839	QLTV01012195.1	323899	324839	940
QLTV01012195.1:719003-719960	QLTV01012195.1	719003	719960	957
QLTV01012195.1:719003-719984	QLTV01012195.1	719003	719984	981
QLTV01012195.1:895827-896784	QLTV01012195.1	895827	896784	957
QLTV01012195.1:1914191-1915125	QLTV01012195.1	1914191	1915125	934
QLTV01012195.1:2946145-2947063	QLTV01012195.1	2946145	2947063	918
QLTV01012196.1:891854-892765	QLTV01012196.1	891854	892765	911
QLTV01012196.1:2503055-2504036	QLTV01012196.1	2503055	2504036	981
QLTV01012197.1:58787-59695	QLTV01012197.1	58787	59695	908
QLTV01012198.1:3699096-3700044	QLTV01012198.1	3699096	3700044	948
QLTV01012198.1:3739221-3740172	QLTV01012198.1	3739221	3740172	951
QLTV01012198.1:5216635-5217534	QLTV01012198.1	5216635	5217534	899
QLTV01012198.1:5216635-5217599	QLTV01012198.1	5216635	5217599	964
QLTV01012198.1:6936925-6937901	QLTV01012198.1	6936925	6937901	976
QLTV01012198.1:8315620-8316601	QLTV01012198.1	8315620	8316601	981
QLTV01014916.1:407844-408780	QLTV01014916.1	407844	408780	936
QLTV01014916.1:407844-408808	QLTV01014916.1	407844	408808	964
QLTV01014916.1:1240739-1241724	QLTV01014916.1	1240739	1241724	985
QLTV01014916.1:1660263-1661256	QLTV01014916.1	1660263	1661256	993
QLTV01014916.1:6670715-6671649	QLTV01014916.1	6670715	6671649	934
QLTV01020727.1:10239-11178	QLTV01020727.1	10239	11178	939
QLTV01020727.1:378897-379871	QLTV01020727.1	378897	379871	974
QLTV01020727.1:392382-393351	QLTV01020727.1	392382	393351	969
QLTV01020727.1:444037-445030	QLTV01020727.1	444037	445030	993
QLTV01020727.1:631963-632946	QLTV01020727.1	631963	632946	983
QLTV01020727.1:927319-928300	QLTV01020727.1	927319	928300	981
QLTV01020729.1:308925-309902	QLTV01020729.1	308925	309902	977
QLTV01020729.1:527972-528965	QLTV01020729.1	527972	528965	993
QLTV01000004.1:c6548-5628	QLTV01000004.1	5628	6548	920
QLTV01000005.1:c137754-136781	QLTV01000005.1	136781	137754	973
QLTV01000019.1:c18714-17746	QLTV01000019.1	17746	18714	968
QLTV01000025.1:c55735-54811	QLTV01000025.1	54811	55735	924
QLTV01000061.1:c3650-2691	QLTV01000061.1	2691	3650	959
QLTV01000067.1:c184559-183585	QLTV01000067.1	183585	184559	974
QLTV01000195.1:c305557-304628	QLTV01000195.1	304628	305557	929
QLTV01000195.1:c305557-304657	QLTV01000195.1	304657	305557	900
QLTV01000200.1:c87887-86956	QLTV01000200.1	86956	87887	931
QLTV01000206.1:c291984-291011	QLTV01000206.1	291011	291984	973
QLTV01000206.1:c291984-291040	QLTV01000206.1	291040	291984	944
QLTV01000215.1:c477765-476817	QLTV01000215.1	476817	477765	948
QLTV01000217.1:c260870-259958	QLTV01000217.1	259958	260870	912
QLTV01000219.1:c878907-877945	QLTV01000219.1	877945	878907	962
QLTV01000220.1:c589999-589019	QLTV01000220.1	589019	589999	980
QLTV01000220.1:c589999-589080	QLTV01000220.1	589080	589999	919
QLTV01000220.1:c824306-823312	QLTV01000220.1	823312	824306	994
QLTV01000225.1:c80928-79935	QLTV01000225.1	79935	80928	993
QLTV01000225.1:c99575-98616	QLTV01000225.1	98616	99575	959
QLTV01000229.1:c1750746-1749751	QLTV01000229.1	1749751	1750746	995
QLTV01000232.1:c374454-373479	QLTV01000232.1	373479	374454	975
QLTV01000233.1:c362080-361166	QLTV01000233.1	361166	362080	914
QLTV01000240.1:c727758-726776	QLTV01000240.1	726776	727758	982
QLTV01000242.1:c49363-48450	QLTV01000242.1	48450	49363	913
QLTV01000247.1:c806178-805216	QLTV01000247.1	805216	806178	962
QLTV01000248.1:c319358-318454	QLTV01000248.1	318454	319358	904
